# NOAA_NBS_RKC_2010,,,,,,,,,,,,
#  All RKC crab captured in NBS ,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
Year,Vessel,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Weight,Chela,Sampling Factor
2010,94,77,CC-05,1,103,3,,,,876,33,1
2010,94,77,CC-05,1,94,3,,,,692,29,1
2010,94,77,CC-05,1,112,4,,,,1124,34,1
2010,94,77,CC-05,1,93,3,,,,604,27,1
2010,94,77,CC-05,1,83,2,,,,456,25,1
2010,94,77,CC-05,1,89,2,,,,566,26,1
2010,94,77,CC-05,1,86,2,,,,432,26,1
2010,94,77,CC-05,1,96,2,,,,730,30,1
2010,94,77,CC-05,1,86,2,,,,488,27,1
2010,94,77,CC-05,1,107,2,,,,964,34,1
2010,94,77,CC-05,1,113,2,,,,1126,37,1
2010,94,77,CC-05,1,120,2,,,,1302,38,1
2010,94,77,CC-05,1,98,2,,,,824,31,1
2010,94,77,CC-05,1,97,2,,,,702,30,1
2010,94,77,CC-05,1,101,2,,,,808,32,1
2010,94,77,CC-05,1,106,2,,,,840,32,1
2010,94,77,CC-05,1,112,3,,,,1178,36,1
2010,94,77,CC-05,1,141,4,,,,2162,44,1
2010,94,77,CC-05,1,29,2,,,,16,8,1
2010,94,77,CC-05,1,101,2,,,,,,1
2010,94,77,CC-05,1,95,3,,,,,,1
2010,94,77,CC-05,1,86,3,,,,,,1
2010,94,77,CC-05,1,116,3,,,,,,1
2010,94,77,CC-05,1,99,2,,,,,,1
2010,94,77,CC-05,1,108,3,,,,,,1
2010,94,77,CC-05,1,132,4,,,,,,1
2010,94,77,CC-05,1,102,4,,,,,,1
2010,94,77,CC-05,1,101,2,,,,,,1
2010,94,77,CC-05,1,106,4,,,,,,1
2010,94,77,CC-05,1,97,3,,,,,,1
2010,94,78,CC-04,1,111,2,,,,,,1
2010,94,78,CC-04,1,72,2,,,,,,1
2010,94,78,CC-04,1,97,2,,,,742,28,1
2010,94,78,CC-04,2,90,2,5,1,6,,,1
2010,94,78,CC-04,2,58,2,0,0,0,,,1
2010,94,81,W-03,2,83,2,2,1,6,,,1
2010,94,81,W-03,2,91,2,2,1,6,,,1
