# NOAA_NBS_RKC_2023,,,,,,,,,,,,
#  All RKC crab captured in NBS ,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
Year,Vessel,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Weight,Chela,Sampling Factor
2023,134,16,BB-05,1,104.9,2,,,,884,,1
2023,134,17,AA-05,2,87.1,2,2,1,5,494,,1
2023,134,17,AA-05,2,84.4,2,2,1,5,448,,1
2023,134,17,AA-05,2,102.2,2,2,1,5,752,,1
2023,134,17,AA-05,2,100.5,2,2,1,6,702,,1
2023,134,17,AA-05,2,89.2,2,2,1,5,468,,1
2023,134,17,AA-05,2,110.2,2,2,1,5,890,,1
2023,134,21,Y-04,2,101.4,2,2,1,5,,,1
2023,134,22,AA-04,1,100.5,2,,,,776,,1
2023,134,22,AA-04,1,106,2,,,,962,,1
2023,134,22,AA-04,1,111.7,2,,,,1098,,1
2023,134,22,AA-04,1,131.3,2,,,,1718,,1
2023,134,22,AA-04,1,86.7,2,,,,490,,1
2023,134,22,AA-04,1,121.9,2,,,,1464,,1
2023,134,22,AA-04,1,116.2,2,,,,1240,,1
2023,134,22,AA-04,1,110.6,2,,,,1224,,1
2023,134,22,AA-04,1,93.2,2,,,,642,,1
2023,134,23,BB-04,1,108,3,,,,,,1
2023,134,23,BB-04,1,95.4,3,,,,686,,1
2023,134,23,BB-04,1,115.6,2,,,,,,1
2023,134,23,BB-04,1,100.7,2,,,,,,1
2023,134,23,BB-04,1,84.9,2,,,,,,1
2023,134,23,BB-04,1,85,3,,,,,,1
2023,134,23,BB-04,1,119.2,3,,,,,,1
2023,134,23,BB-04,1,95.8,3,,,,,,1
2023,134,23,BB-04,1,105.3,3,,,,,,1
2023,134,23,BB-04,1,105.7,3,,,,,,1
2023,134,23,BB-04,1,109.8,3,,,,,,1
2023,134,23,BB-04,1,132.3,2,,,,,,1
2023,134,23,BB-04,1,113.6,3,,,,1322,,1
2023,134,23,BB-04,1,119.6,3,,,,,,1
2023,134,23,BB-04,1,122.5,3,,,,1404,,1
2023,134,23,BB-04,1,110.7,3,,,,1136,,1
2023,134,23,BB-04,1,115.3,2,,,,1422,,1
2023,134,24,CC-04,1,93.7,2,,,,642,,1
2023,134,24,CC-04,1,81.9,2,,,,412,,1
2023,134,24,CC-04,1,124.2,2,,,,1428,,1
2023,134,24,CC-04,1,96.2,2,,,,776,,1
2023,134,24,CC-04,1,102.6,2,,,,906,,1
2023,134,24,CC-04,1,116.1,2,,,,,,1
2023,134,24,CC-04,1,120.7,2,,,,,,1
2023,134,24,CC-04,1,93.1,2,,,,,,1
2023,134,24,CC-04,1,112,2,,,,,,1
2023,134,24,CC-04,1,105.3,2,,,,,,1
2023,134,24,CC-04,1,107.1,2,,,,,,1
2023,134,24,CC-04,2,83.5,2,2,1,5,388,,1
2023,134,24,CC-04,2,29.3,2,0,0,0,16,,1
2023,134,24,CC-04,2,25.2,2,0,0,0,10,,1
2023,134,24,CC-04,2,23.3,2,0,0,0,8,,1
2023,134,24,CC-04,2,24.8,2,0,0,0,,,1
2023,134,25,BB-03,1,129.3,3,,,,2,,1
2023,134,25,BB-03,1,115.4,3,,,,1296,,1
2023,134,28,AA-03,1,113.6,3,,,,1,,1
2023,134,28,AA-03,1,115,4,,,,1,,1
2023,134,29,ZZ-03,1,107,3,,,,,,1
2023,134,31,Y-03,2,94.1,1,2,1,6,638,,1
2023,134,41,W-02,1,115.8,3,,,,,,1
2023,162,24,FF-02,1,94.4,3,,,,752,,1
2023,162,24,FF-02,2,54.1,1,0,0,0,98,,1
2023,162,24,FF-02,1,106.6,3,,,,,,1
2023,162,24,FF-02,1,102.7,3,,,,986,,1
2023,162,25,EE-02,1,114.6,2,,,,1342,,1
2023,162,25,EE-02,1,98.8,2,,,,,,1
2023,162,29,DD-03,1,15.8,2,,,,,,1
2023,162,30,CC-03,1,108,3,,,,,,1
2023,162,30,CC-03,1,101.6,3,,,,,,1
2023,162,30,CC-03,1,124.4,3,,,,,,1
2023,162,30,CC-03,1,107.7,3,,,,1022,,1
2023,162,30,CC-03,1,123.4,3,,,,1520,,1
2023,162,30,CC-03,1,69.6,2,,,,270,,1
2023,162,30,CC-03,1,52.2,2,,,,100,,1
2023,162,30,CC-03,1,76,2,,,,350,,1
2023,162,30,CC-03,1,114.8,3,,,,,,1
2023,162,30,CC-03,1,95,3,,,,,,1
2023,162,30,CC-03,1,115.4,3,,,,,,1
2023,162,30,CC-03,1,104.5,4,,,,,,1
2023,162,30,CC-03,1,109.6,4,,,,,,1
2023,162,54,V-22,1,148.1,2,,,,2715,,1
