# NOAA_NBS_RKC_2017,,,,,,,,,,,,
#  All RKC crab captured in NBS ,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
Year,Vessel,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Weight,Chela,Sampling Factor
2017,162,60,EE-02,1,40.3,2,,,,,,1
2017,162,60,EE-02,2,28.4,2,0,0,0,,,1
2017,162,60,EE-02,2,33.4,2,0,0,0,,,1
2017,162,60,EE-02,2,30.8,2,0,0,0,,,1
2017,162,60,EE-02,2,29.2,2,0,0,0,,,1
2017,162,60,EE-02,2,32,2,0,0,0,,,1
2017,162,60,EE-02,2,35.6,2,0,0,0,,,1
2017,162,60,EE-02,2,42.3,2,0,0,0,,,1
2017,162,60,EE-02,2,80.5,2,0,0,0,,,1
2017,162,60,EE-02,2,26.6,2,0,0,0,12,,1
2017,162,60,EE-02,2,45,2,0,0,0,50,,1
2017,162,60,EE-02,2,35.1,2,0,0,0,26,,1
2017,162,60,EE-02,2,34.5,2,0,0,0,26,,1
2017,162,60,EE-02,2,39.4,2,0,0,0,36,,1
2017,162,61,FF-02,1,71.2,2,,,,,,1
2017,162,61,FF-02,1,53.3,2,,,,104,,1
2017,162,61,FF-02,2,52.6,2,0,0,0,,,1
2017,162,73,BB-02,1,117.9,3,,,,,,1
2017,162,74,AA-02,1,142.3,2,,,,2308,,1
2017,162,85,V-01,1,145.8,3,,,,,,1
2017,162,87,T-01,2,119.2,2,4,1,5,,,1
