# NOAA_NBS_RKC_2019,,,,,,,,,,,,
#  All RKC crab captured in NBS ,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
#,,,,,,,,,,,,
Year,Vessel,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Weight,Chela,Sampling Factor
2019,94,12,BB-06,2,67.2,2,0,0,0,,,1
2019,94,12,BB-06,2,64.1,2,0,0,0,,,1
2019,94,12,BB-06,2,62.5,2,0,0,0,,,1
2019,94,12,BB-06,2,60.4,2,0,0,0,,,1
2019,94,12,BB-06,2,62.5,2,0,0,0,178,,1
2019,94,12,BB-06,2,60.8,2,0,0,0,152,,1
2019,94,12,BB-06,2,62.8,2,0,0,0,160,,1
2019,94,12,BB-06,2,57.3,2,0,0,0,128,,1
2019,94,12,BB-06,2,67.5,2,0,0,0,228,,1
2019,94,14,CC-06,1,78.7,2,,,,334,,1
2019,94,14,CC-06,2,73.4,2,2,1,3,272,,1
2019,94,14,CC-06,1,40.2,2,,,,,,1
2019,94,16,BB-07,1,66.3,2,,,,184,,1
2019,94,16,BB-07,1,56.4,2,,,,132,,1
2019,94,16,BB-07,1,81.6,2,,,,346,,1
2019,94,16,BB-07,1,69.1,2,,,,226,,1
2019,94,16,BB-07,2,71.5,2,0,0,0,220,,1
2019,94,16,BB-07,2,60.5,2,0,0,0,148,,1
2019,94,23,BB-09,1,129.6,3,,,,1638,,1
2019,94,23,BB-09,1,41.9,2,,,,48,,1
2019,94,23,BB-09,1,45.6,2,,,,62,,1
2019,94,23,BB-09,2,40.8,2,0,0,0,,,1
2019,94,23,BB-09,2,41.2,2,0,0,0,,,1
2019,94,23,BB-09,2,108.3,2,2,1,5,718,,1
2019,94,23,BB-09,2,81,2,2,1,4,358,,1
2019,94,29,AA-05,1,73,2,,,,,,1
2019,94,29,AA-05,1,54.2,2,,,,112,,1
2019,94,29,AA-05,2,69.2,2,0,0,0,232,,1
2019,94,31,ZZ-04,1,67,2,,,,,,1
2019,94,31,ZZ-04,1,66.8,2,,,,224,,1
2019,94,31,ZZ-04,1,61.3,2,,,,158,,1
2019,94,31,ZZ-04,2,89.1,2,2,1,5,550,,1
2019,94,31,ZZ-04,2,66.4,2,0,0,0,162,,1
2019,94,31,ZZ-04,2,68.7,2,0,0,0,220,,1
2019,94,31,ZZ-04,2,68.3,2,0,0,0,240,,1
2019,94,44,Y-02,1,156.3,2,,,,,,1
2019,94,47,BB-03,1,70.7,3,,,,,,1
2019,94,47,BB-03,1,83.7,2,,,,,,1
2019,94,47,BB-03,1,70.4,2,,,,246,,1
2019,94,47,BB-03,1,75.4,2,,,,352,,1
2019,94,47,BB-03,1,65.5,2,,,,212,,1
2019,94,47,BB-03,1,75.7,2,,,,278,,1
2019,94,47,BB-03,1,72.1,2,,,,304,,1
2019,94,47,BB-03,1,63.4,2,,,,274,,1
2019,94,47,BB-03,1,65.1,2,,,,276,,1
2019,94,47,BB-03,1,86.1,2,,,,496,,1
2019,94,47,BB-03,1,74.1,2,,,,332,,1
2019,94,47,BB-03,1,76.2,2,,,,372,,1
2019,94,47,BB-03,1,66.7,2,,,,218,,1
2019,94,47,BB-03,1,65.7,2,,,,204,,1
2019,94,47,BB-03,1,77,2,,,,380,,1
2019,94,47,BB-03,1,117.6,3,,,,1538,,1
2019,94,48,AA-03,1,86.4,1,,,,,,1
2019,94,48,AA-03,1,66.7,2,,,,,,1
2019,94,48,AA-03,1,54.9,2,,,,,,1
2019,94,48,AA-03,1,71.4,2,,,,,,1
2019,94,48,AA-03,1,78.7,2,,,,,,1
2019,94,48,AA-03,1,69.3,2,,,,,,1
2019,94,48,AA-03,1,70.1,3,,,,,,1
2019,94,48,AA-03,1,96.4,4,,,,,,1
2019,94,48,AA-03,1,69.3,2,,,,246,,1
2019,94,48,AA-03,1,85.8,3,,,,510,,1
2019,94,48,AA-03,1,68.9,3,,,,280,,1
2019,94,48,AA-03,1,85.9,2,,,,528,,1
2019,94,48,AA-03,1,75.8,2,,,,318,,1
2019,94,48,AA-03,1,63.8,2,,,,198,,1
2019,94,48,AA-03,1,67.4,2,,,,238,,1
2019,94,48,AA-03,1,67.8,2,,,,248,,1
2019,94,48,AA-03,1,71.6,2,,,,260,,1
2019,94,48,AA-03,1,72.2,2,,,,298,,1
2019,94,48,AA-03,1,68.7,2,,,,270,,1
2019,94,48,AA-03,2,78.7,2,0,0,0,,,1
2019,94,48,AA-03,2,67.5,2,0,0,0,,,1
2019,94,48,AA-03,2,77.4,2,0,0,0,344,,1
2019,94,48,AA-03,2,61.3,2,0,0,0,160,,1
2019,94,48,AA-03,2,68.3,2,0,0,0,232,,1
2019,94,48,AA-03,2,66.8,2,0,0,0,212,,1
2019,94,49,AA-04,1,77.5,2,,,,,,1
2019,94,49,AA-04,1,77.9,2,,,,,,1
2019,94,49,AA-04,1,77,2,,,,,,1
2019,94,49,AA-04,1,74,2,,,,,,1
2019,94,49,AA-04,1,91.3,2,,,,,,1
2019,94,49,AA-04,1,71.5,2,,,,286,,1
2019,94,49,AA-04,1,88.9,2,,,,494,,1
2019,94,49,AA-04,1,83.1,2,,,,398,,1
2019,94,49,AA-04,1,72.3,2,,,,252,,1
2019,94,49,AA-04,1,62.5,2,,,,166,,1
2019,94,49,AA-04,2,70.7,2,0,0,0,,,1
2019,94,49,AA-04,2,65.2,2,0,0,0,202,,1
2019,94,49,AA-04,2,74.7,2,0,0,0,274,,1
2019,94,50,BB-04,1,93.2,2,,,,,,1
2019,94,50,BB-04,1,81.7,2,,,,,,1
2019,94,50,BB-04,1,100.3,2,,,,750,,1
2019,94,50,BB-04,1,61.9,2,,,,148,,1
2019,94,50,BB-04,1,72.7,2,,,,280,,1
2019,94,50,BB-04,1,77.3,2,,,,364,,1
2019,94,50,BB-04,2,77,2,2,1,5,,,1
2019,94,50,BB-04,2,71.8,2,2,1,4,244,,1
2019,94,50,BB-04,2,77,2,2,1,5,330,,1
2019,94,50,BB-04,2,71.2,1,0,0,0,,,1
2019,94,50,BB-04,2,70.9,2,0,0,0,250,,1
2019,94,81,R-19,1,137.2,3,,,,,,1
2019,94,81,R-19,1,77.3,2,,,,,,1
2019,94,81,R-19,2,90.1,2,0,0,0,526,,1
2019,162,11,CC-04,1,73.1,2,,,,,,1
2019,162,11,CC-04,1,132.2,4,,,,,,1
2019,162,11,CC-04,1,133.8,4,,,,1902,,1
2019,162,11,CC-04,1,80.5,2,,,,322,,1
2019,162,11,CC-04,1,66.9,2,,,,212,,1
2019,162,11,CC-04,1,85.8,2,,,,454,,1
2019,162,11,CC-04,2,81.4,2,2,1,5,384,,1
2019,162,11,CC-04,2,78.6,2,2,1,5,344,,1
2019,162,11,CC-04,2,91.7,2,2,1,5,518,,1
2019,162,11,CC-04,2,83.3,2,2,1,5,472,,1
2019,162,11,CC-04,2,29.7,2,0,0,0,,,1
2019,162,12,CC-03,1,92.3,3,,,,,,1
2019,162,12,CC-03,1,87.7,3,,,,,,1
2019,162,12,CC-03,1,82.4,3,,,,,,1
2019,162,12,CC-03,1,96.6,3,,,,,,1
2019,162,12,CC-03,1,78.3,2,,,,,,1
2019,162,12,CC-03,1,41,2,,,,,,1
2019,162,12,CC-03,1,46.6,2,,,,,,1
2019,162,12,CC-03,1,46.1,2,,,,,,1
2019,162,12,CC-03,1,47.4,2,,,,,,1
2019,162,12,CC-03,1,63,2,,,,,,1
2019,162,12,CC-03,1,39.6,2,,,,,,1
2019,162,12,CC-03,1,64.4,2,,,,,,1
2019,162,12,CC-03,1,67.3,2,,,,,,1
2019,162,12,CC-03,1,77.8,2,,,,,,1
2019,162,12,CC-03,1,41.6,2,,,,,,1
2019,162,12,CC-03,1,63.4,2,,,,,,1
2019,162,12,CC-03,1,45.9,2,,,,,,1
2019,162,12,CC-03,1,82.8,2,,,,,,1
2019,162,12,CC-03,1,61.8,2,,,,180,,1
2019,162,12,CC-03,1,45.7,2,,,,64,,1
2019,162,12,CC-03,1,75.3,2,,,,300,,1
2019,162,12,CC-03,1,68.1,2,,,,252,,1
2019,162,12,CC-03,1,81.3,2,,,,422,,1
2019,162,12,CC-03,2,75.3,2,2,1,4,,,1
2019,162,12,CC-03,2,69.3,3,0,0,1,,,1
2019,162,12,CC-03,2,38.1,1,0,0,0,,,1
2019,162,12,CC-03,2,39.6,2,0,0,0,,,1
2019,162,12,CC-03,2,42,2,0,0,0,,,1
2019,162,12,CC-03,2,44.1,2,0,0,0,,,1
2019,162,12,CC-03,2,52.3,2,0,0,0,,,1
2019,162,12,CC-03,2,53.4,2,0,0,0,,,1
2019,162,12,CC-03,2,40.9,2,0,0,0,,,1
2019,162,12,CC-03,2,42.1,2,0,0,0,,,1
2019,162,12,CC-03,2,43.9,2,0,0,0,,,1
2019,162,12,CC-03,2,38.1,2,0,0,0,,,1
2019,162,12,CC-03,2,38.1,2,0,0,0,,,1
2019,162,12,CC-03,2,39.1,2,0,0,0,,,1
2019,162,12,CC-03,2,44.9,2,0,0,0,,,1
2019,162,12,CC-03,2,44.3,2,0,0,0,,,1
2019,162,12,CC-03,2,55.6,2,0,0,0,,,1
2019,162,12,CC-03,2,46.6,2,0,0,0,,,1
2019,162,12,CC-03,2,50.9,2,0,0,0,,,1
2019,162,12,CC-03,2,58,2,0,0,0,,,1
2019,162,12,CC-03,2,62.1,2,0,0,0,,,1
2019,162,12,CC-03,2,63.7,2,0,0,0,,,1
2019,162,12,CC-03,2,70.1,2,0,0,0,,,1
2019,162,12,CC-03,2,60.2,2,0,0,0,,,1
2019,162,12,CC-03,2,56.1,2,0,0,0,,,1
2019,162,12,CC-03,2,53.2,2,0,0,0,,,1
2019,162,12,CC-03,2,70.9,2,0,0,0,,,1
2019,162,12,CC-03,2,65.4,2,0,0,0,,,1
2019,162,12,CC-03,2,72.4,2,0,0,0,,,1
2019,162,12,CC-03,2,65.5,2,0,0,0,172,,1
2019,162,12,CC-03,2,67.6,2,0,0,0,220,,1
2019,162,12,CC-03,2,70.4,2,0,0,0,248,,1
2019,162,12,CC-03,2,63.8,2,0,0,0,202,,1
2019,162,12,CC-03,2,65.2,2,0,0,0,174,,1
2019,162,14,DD-02,1,86.7,3,,,,534,,1
2019,162,14,DD-02,1,75.2,3,,,,372,,1
2019,162,14,DD-02,1,110.5,3,,,,1172,,1
2019,162,14,DD-02,2,59.4,2,0,0,0,154,,1
2019,162,14,DD-02,1,91.9,3,,,,,,1
2019,162,14,DD-02,1,84,3,,,,,,1
2019,162,14,DD-02,1,71.7,3,,,,280,,1
2019,162,14,DD-02,1,73,3,,,,350,,1
2019,162,15,EE-02,1,34.7,2,,,,24,,1
2019,162,16,FF-02,2,76.7,2,3,1,5,,,1
2019,162,17,FF-01,1,98.5,3,,,,825,,1
2019,162,24,CC-02,1,127.4,2,,,,,,1
2019,162,24,CC-02,1,105.3,2,,,,,,1
2019,162,24,CC-02,1,70.7,2,,,,,,1
2019,162,24,CC-02,1,77.5,2,,,,,,1
2019,162,24,CC-02,1,98.7,2,,,,,,1
2019,162,24,CC-02,1,73.4,2,,,,,,1
2019,162,24,CC-02,1,74.2,2,,,,,,1
2019,162,24,CC-02,1,96.4,2,,,,725,,1
2019,162,24,CC-02,1,85.2,2,,,,560,,1
2019,162,24,CC-02,1,80.3,2,,,,410,,1
2019,162,24,CC-02,1,71.8,2,,,,325,,1
2019,162,24,CC-02,1,83.7,2,,,,470,,1
2019,162,71,T-19,1,111.6,2,,,,,,1
