Haul #,Station,,,Date,Species Code,Tare,Weight,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# Caught,Comments
67,148,8,9,8/9,41201,,0.009,0.009,3,,,
67,148,8,9,8/9,40500,,0.213,0.213,8,,,
67,148,8,9,8/9,66548,,0.124,0.124,42,,,
67,148,8,9,8/9,66580,,0.014,0.014,8,,,
67,148,8,9,8/9,66601,,0.024,0.024,2,,,
67,148,8,9,8/9,99999,,1.480,1.480,,,,
68,149,8,9,8/9,81742,,12.050,12.050,169,,,
68,149,8,9,8/9,10285,,0.450,0.450,5,,,
68,149,8,9,8/9,80200,,0.725,0.725,2,,,
68,149,8,9,8/9,23801,,0.247,0.247,14,,,
68,149,8,9,8/9,21735,,3.873,3.873,54,,,
68,149,8,9,8/9,41201,,0.300,0.300,19,,,
68,149,8,9,8/9,10210,,0.096,0.096,4,,,
68,149,8,9,8/9,69086,,3.850,3.850,73,,,
68,149,8,9,8/9,82510,,2.970,2.970,106,,,
68,149,8,9,8/9,98082,,0.660,0.660,38,,,
68,149,8,9,8/9,21110,,0.059,0.059,2,,,
68,149,8,9,8/9,23055,,0.014,0.014,1,,,
68,149,8,9,8/9,24185,,0.020,0.020,1,,,
68,149,8,9,8/9,24189,,0.028,0.028,1,,,
68,149,8,9,8/9,68781,,0.154,0.154,1,,,
68,149,8,9,8/9,71772,,0.107,0.107,2,,,
68,149,8,9,8/9,95000,,0.050,0.050,1,,,
68,149,8,9,8/9,56300,,0.028,0.028,11,,,
68,149,8,9,8/9,71882,,0.740,0.740,12,,,
68,149,8,9,8/9,69120,,0.714,0.714,18,,,
68,149,8,9,8/9,69061,,0.065,0.065,4,,,
68,149,8,9,8/9,80595,,0.112,0.112,5,,,
68,149,8,9,8/9,71884,,4.506,4.506,30,,,
68,149,8,9,8/9,23809,,0.027,0.027,1,,,
68,149,8,9,8/9,65100,,0.334,0.334,26,,,
68,149,8,9,8/9,98000,,0.089,0.089,2,,,
68,149,8,9,8/9,71004,,0.042,0.042,5,,,
68,149,8,9,8/9,21388,,0.098,0.098,1,,,
68,149,8,9,8/9,21313,,0.047,0.047,3,,,
68,149,8,9,8/9,66580,,0.156,0.156,46,,,
68,149,8,9,8/9,40500,,0.590,0.590,19,,,
68,149,8,9,8/9,43000,,0.109,0.109,3,,,
68,149,8,9,8/9,99999,,2.148,2.148,,,,
69,122,8,9,8/9,69322,,,,,50.05,47,
69,122,8,9,8/9,81742,,15.250,15.250,222,,,
69,122,8,9,8/9,10285,,0.237,0.237,1,,,
69,122,8,9,8/9,23801,,0.089,0.089,3,,,
69,122,8,9,8/9,21735,,1.342,1.342,32,,,
69,122,8,9,8/9,43000,,0.357,0.357,17,,,
69,122,8,9,8/9,41201,,0.228,0.228,20,,,
69,122,8,9,8/9,10210,,0.062,0.062,2,,,
69,122,8,9,8/9,98082,,1.395,1.395,99,,,
69,122,8,9,8/9,82510,,1.825,1.825,70,,,
69,122,8,9,8/9,71884,,1.382,1.382,4,,,
69,122,8,9,8/9,71882,,0.315,0.315,4,,,
69,122,8,9,8/9,21405,,0.015,0.015,2,,,
69,122,8,9,8/9,40500,,4.720,4.720,169,,,
69,122,8,9,8/9,71753,,0.110,0.110,1,,,
69,122,8,9,8/9,71772,,0.174,0.174,2,,,
69,122,8,9,8/9,71004,,0.144,0.144,3,,,
69,122,8,9,8/9,69061,,0.139,0.139,9,,,
69,122,8,9,8/9,69120,,0.570,0.570,16,,,
69,122,8,9,8/9,69086,,0.590,0.590,18,,,
69,122,8,9,8/9,62000,,0.003,0.003,1,,,
69,122,8,9,8/9,65100,,0.654,0.654,38,,,
69,122,8,9,8/9,68577,,0.021,0.021,1,,,
69,122,8,9,8/9,21110,,0.030,0.030,1,,,
69,122,8,9,8/9,66045,,0.825,0.825,465,,,
69,122,8,9,8/9,75284,,0.063,0.063,1,,,
69,122,8,9,8/9,63500,,0.001,0.001,7,,,
69,122,8,9,8/9,66548,,0.004,0.004,4,,,
69,122,8,9,8/9,56300,,0.001,0.001,4,,,
69,122,8,9,8/9,80595,,0.122,0.122,6,,,
69,122,8,9,8/9,66580,,0.510,0.510,96,,,
69,122,8,9,8/9,95000,,0.054,0.054,8,,,
69,122,8,9,8/9,98000,,0.020,0.020,1,,,
69,122,8,9,8/9,99999,,1.690,1.690,,,,
70,122RT,8,9,8/9,69322,,,,,25.00,26,
70,122RT,8,9,8/9,81742,,11.000,11.000,127,,,
70,122RT,8,9,8/9,10285,,0.020,0.020,1,,,
70,122RT,8,9,8/9,80200,,0.708,0.708,1,,,
70,122RT,8,9,8/9,21735,,0.566,0.566,11,,,
70,122RT,8,9,8/9,43000,,0.056,0.056,5,,,
70,122RT,8,9,8/9,41201,,0.140,0.140,8,,,
70,122RT,8,9,8/9,21313,,0.028,0.028,1,,,
70,122RT,8,9,8/9,20041,,0.014,0.014,1,,,
70,122RT,8,9,8/9,75284,,0.124,0.124,2,,,
70,122RT,8,9,8/9,71884,,1.316,1.316,6,,,
70,122RT,8,9,8/9,71882,,0.244,0.244,2,,,
70,122RT,8,9,8/9,66045,,0.250,0.250,154,,,
70,122RT,8,9,8/9,82510,,0.838,0.838,34,,,
70,122RT,8,9,8/9,40500,,1.016,1.016,52,,,
70,122RT,8,9,8/9,56300,,0.008,0.008,3,,,
70,122RT,8,9,8/9,80595,,0.062,0.062,4,,,
70,122RT,8,9,8/9,98082,,0.238,0.238,9,,,
70,122RT,8,9,8/9,63500,,0.001,0.001,1,,,
70,122RT,8,9,8/9,66580,,0.152,0.152,23,,,
70,122RT,8,9,8/9,65100,,0.052,0.052,5,,,
70,122RT,8,9,8/9,71511,,0.006,0.006,1,,,
70,122RT,8,9,8/9,69120,,0.286,0.286,12,,,
70,122RT,8,9,8/9,69086,,0.190,0.190,6,,,
70,122RT,8,9,8/9,95000,,0.010,0.010,5,,,
70,122RT,8,9,8/9,69061,,0.022,0.022,1,,,
70,122RT,8,9,8/9,71771,,0.016,0.016,1,,,
70,122RT,8,9,8/9,99999,,0.936,0.936,,,,
71,205A,8,15,8/15,81742,,2.176,2.176,25,,,
71,205A,8,15,8/15,10285,,0.152,0.152,1,,,
71,205A,8,15,8/15,21375,,2.187,2.187,2,,,
71,205A,8,15,8/15,23801,,0.036,0.036,2,,,
71,205A,8,15,8/15,21735,,21.700,21.700,204,,,
71,205A,8,15,8/15,43000,,0.088,0.088,1,,,
71,205A,8,15,8/15,41201,,0.025,0.025,1,,,
71,205A,8,15,8/15,66050,,0.527,0.527,127,,,
71,205A,8,15,8/15,82510,,2.082,2.082,28,,,
71,205A,8,15,8/15,83020,,0.746,0.746,5,,,
71,205A,8,15,8/15,66601,,0.091,0.091,6,,,
71,205A,8,15,8/15,66580,,0.033,0.033,6,,,
71,205A,8,15,8/15,66045,,0.014,0.014,11,,,
71,205A,8,15,8/15,66203,,0.042,0.042,5,,,
71,205A,8,15,8/15,81095,,0.047,0.047,5,,,
71,205A,8,15,8/15,68781,,0.486,0.486,4,,,
71,205A,8,15,8/15,21405,,0.034,0.034,15,,,
71,205A,8,15,8/15,20001,,0.019,0.019,1,,,
71,205A,8,15,8/15,23804,,0.010,0.010,1,,,
71,205A,8,15,8/15,80595,,0.018,0.018,1,,,
71,205A,8,15,8/15,68577,,0.130,0.130,4,,,
71,205A,8,15,8/15,74640,,0.034,0.034,1,,,
71,205A,8,15,8/15,21313,,0.265,0.265,6,,,
71,205A,8,15,8/15,21388,,0.031,0.031,1,,,
71,205A,8,15,8/15,21423,,0.062,0.062,3,,,
71,205A,8,15,8/15,69061,,0.049,0.049,2,,,
71,205A,8,15,8/15,91000,,0.026,0.026,1,,,
71,205A,8,15,8/15,65203,,1.406,1.406,16,,,
71,205A,8,15,8/15,80590,,0.248,0.248,1,,,
71,205A,8,15,8/15,99999,,5.406,5.406,,,,
