Haul #,Station,,,Date,Species Code,Tare,Weight,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# Caught,Comments
35,155,7,24,7/24,68781,,0.930,0.930,7,,,
35,155,7,24,7/24,80020,,4.850,4.850,6,,,
35,155,7,24,7/24,66580,,0.064,0.064,16,,,
35,155,7,24,7/24,69120,,0.154,0.154,1,,,
35,155,7,24,7/24,69061,,0.028,0.028,2,,,
35,155,7,24,7/24,10220,,1.650,1.650,2,,,
35,155,7,24,7/24,24189,,0.060,0.060,1,,,
35,155,7,24,7/24,98300,,0.246,0.246,3,,,
35,155,7,24,7/24,80595,,0.044,0.044,6,,,
35,155,7,24,7/24,95000,,0.001,0.001,1,,,
35,155,7,24,7/24,71001,,0.054,0.054,9,,,
35,155,7,24,7/24,56300,,0.001,0.001,1,,,
35,155,7,24,7/24,71639,,0.024,0.024,1,,,
35,155,7,24,7/24,98000,,0.272,0.272,1234,,,
35,155,7,24,7/24,99999,,0.312,0.312,,,,
36,156,7,24,7/24,69322,,,,,3.88,3,
36,156,7,24,7/24,81742,,49.200,49.200,496,,,
36,156,7,24,7/24,10285,,0.098,0.098,1,,,
36,156,7,24,7/24,80200,,0.818,0.818,4,,,
36,156,7,24,7/24,66548,,0.012,0.012,8,,,
36,156,7,24,7/24,23801,,0.024,0.024,1,,,
36,156,7,24,7/24,21735,,0.065,0.065,1,,,
36,156,7,24,7/24,41201,,0.045,0.045,4,,,
36,156,7,24,7/24,10210,,0.400,0.400,12,,,
36,156,7,24,7/24,68577,,0.103,0.103,3,,,
36,156,7,24,7/24,21388,,0.252,0.252,5,,,
36,156,7,24,7/24,21405,,0.006,0.006,1,,,
36,156,7,24,7/24,68781,,4.610,4.610,27,,,
36,156,7,24,7/24,80540,,0.025,0.025,1,,,
36,156,7,24,7/24,10211,,0.350,0.350,7,,,
36,156,7,24,7/24,20041,,0.004,0.004,1,,,
36,156,7,24,7/24,20202,,0.006,0.006,1,,,
36,156,7,24,7/24,95000,,0.029,0.029,2,,,
36,156,7,24,7/24,80595,,0.005,0.005,1,,,
36,156,7,24,7/24,80020,,2.400,2.400,5,,,
36,156,7,24,7/24,91000,,0.075,0.075,5,,,
36,156,7,24,7/24,50301,,0.003,0.003,2,,,
36,156,7,24,7/24,69061,,0.006,0.006,1,,,
36,156,7,24,7/24,69090,,0.144,0.144,1,,,
36,156,7,24,7/24,66580,,0.022,0.022,3,,,
36,156,7,24,7/24,66530,,0.024,0.024,6,,,
36,156,7,24,7/24,99999,,0.250,0.250,,,,
37,157,7,24,7/24,81742,,28.150,28.150,763,,,
37,157,7,24,7/24,10285,,0.424,0.424,6,,,
37,157,7,24,7/24,80200,,1.460,1.460,7,,,
37,157,7,24,7/24,66548,,0.015,0.015,6,,,
37,157,7,24,7/24,21375,,0.075,0.075,2,,,
37,157,7,24,7/24,23801,,0.068,0.068,3,,,
37,157,7,24,7/24,21735,,4.780,4.780,88,,,
37,157,7,24,7/24,10210,,0.864,0.864,32,,,
37,157,7,24,7/24,24185,,0.044,0.044,1,,,
37,157,7,24,7/24,80595,,0.076,0.076,8,,,
37,157,7,24,7/24,23055,,0.200,0.200,9,,,
37,157,7,24,7/24,21932,,0.018,0.018,1,,,
37,157,7,24,7/24,21725,,0.016,0.016,1,,,
37,157,7,24,7/24,21388,,0.070,0.070,1,,,
37,157,7,24,7/24,21313,,0.010,0.010,1,,,
37,157,7,24,7/24,10220,,1.565,1.565,2,,,
37,157,7,24,7/24,68781,,2.180,2.180,14,,,
37,157,7,24,7/24,80020,,0.820,0.820,3,,,
37,157,7,24,7/24,68577,,0.070,0.070,2,,,
37,157,7,24,7/24,82510,,0.065,0.065,1,,,
37,157,7,24,7/24,80540,,0.022,0.022,1,,,
37,157,7,24,7/24,43000,,0.010,0.010,2,,,
37,157,7,24,7/24,40500,,2.100,2.100,32,,,
37,157,7,24,7/24,91000,,0.078,0.078,12,,,
37,157,7,24,7/24,95000,,0.004,0.004,1,,,
37,157,7,24,7/24,66580,,0.007,0.007,2,,,
37,157,7,24,7/24,99999,,0.180,0.180,,,,
38,185,7,25,7/25,69322,,,0.000,,20.020,49,WHOLE HAUL SAMPLED
38,185,7,25,7/25,81742,,,0.000,,17.500,215,
38,185,7,25,7/25,10285,,,0.000,,1.738,3,
38,185,7,25,7/25,80200,,,0.000,,9.400,37,
38,185,7,25,7/25,21375,,,0.000,,0.142,1,
38,185,7,25,7/25,23801,,,0.000,,0.216,14,
38,185,7,25,7/25,21735,,,0.000,,9.350,103,
38,185,7,25,7/25,43000,,,0.000,,0.002,1,
38,185,7,25,7/25,10210,,,0.000,,0.486,7,
38,185,7,25,7/25,10220,,,0.000,,11.600,17,
38,185,7,25,7/25,21110,,,0.000,,0.810,11,
38,185,7,25,7/25,80020,,,0.000,,3.422,9,
38,185,7,25,7/25,21725,,,0.000,,0.050,2,
38,185,7,25,7/25,66580,,,0.000,,0.449,57,
38,185,7,25,7/25,66530,,,0.000,,0.002,1,
38,185,7,25,7/25,23055,,,0.000,,0.431,10,
38,185,7,25,7/25,21388,,,0.000,,0.496,9,
38,185,7,25,7/25,68577,,,0.000,,0.146,3,
38,185,7,25,7/25,80540,,,0.000,,0.045,1,
38,185,7,25,7/25,68781,,,0.000,,0.716,8,
38,185,7,25,7/25,69061,,,0.000,,0.010,1,
38,185,7,25,7/25,10140,,,0.000,,0.022,2,
38,185,7,25,7/25,68580,,,0.000,,2.300,132,
38,185,7,25,7/25,98300,,,0.000,,0.244,1,
38,185,7,25,7/25,71001,,,0.000,,0.008,1,
38,185,7,25,7/25,40500,,,0.000,,1.805,13,
38,185,7,25,7/25,99999,,,0.000,,0.850,,
39,185RT,7,25,7/25,69322,,,,,24.30,61,
39,185RT,7,25,7/25,81742,,16.700,16.700,112,,,
39,185RT,7,25,7/25,66611,,0.002,0.002,1,,,
39,185RT,7,25,7/25,80200,,8.000,8.000,31,,,
39,185RT,7,25,7/25,23801,,0.109,0.109,7,,,
39,185RT,7,25,7/25,21735,,2.720,2.720,31,,,
39,185RT,7,25,7/25,10210,,0.176,0.176,3,,,
39,185RT,7,25,7/25,68580,,0.939,0.939,62,,,
39,185RT,7,25,7/25,66580,,0.364,0.364,52,,,
39,185RT,7,25,7/25,80020,,1.120,1.120,2,,,
39,185RT,7,25,7/25,10220,,4.796,4.796,9,,,
39,185RT,7,25,7/25,68781,,0.228,0.228,4,,,
39,185RT,7,25,7/25,40500,,0.986,0.986,9,,,
39,185RT,7,25,7/25,68577,,0.188,0.188,3,,,
39,185RT,7,25,7/25,21375,,2.342,2.342,1,,,
39,185RT,7,25,7/25,43000,,0.192,0.192,3,,,
39,185RT,7,25,7/25,23055,,0.235,0.235,4,,,
39,185RT,7,25,7/25,21725,,0.024,0.024,1,,,
39,185RT,7,25,7/25,74000,,0.062,0.062,1,,,
39,185RT,7,25,7/25,99999,,0.284,0.284,,,,
40,186,7,25,7/25,69322,,,,,27.20,42,
40,186,7,25,7/25,81742,,20.300,20.300,150,,,
40,186,7,25,7/25,10285,,0.353,0.353,1,,,
40,186,7,25,7/25,80200,,7.800,7.800,44,,,
40,186,7,25,7/25,23801,,0.142,0.142,8,,,
40,186,7,25,7/25,21735,,0.492,0.492,5,,,
40,186,7,25,7/25,43000,,0.034,0.034,1,,,
40,186,7,25,7/25,68577,,0.135,0.135,4,,,
40,186,7,25,7/25,10140,,0.043,0.043,2,,,
40,186,7,25,7/25,23055,,0.116,0.116,2,,,
40,186,7,25,7/25,83020,,0.110,0.110,3,,,
40,186,7,25,7/25,69061,,0.054,0.054,2,,,
40,186,7,25,7/25,10220,,7.950,7.950,10,,,
40,186,7,25,7/25,21388,,0.065,0.065,2,,,
40,186,7,25,7/25,68580,,3.424,3.424,171,,,
40,186,7,25,7/25,59111,,0.002,0.002,1,,,
40,186,7,25,7/25,80020,,2.356,2.356,21,,,
40,186,7,25,7/25,68781,,0.074,0.074,1,,,
40,186,7,25,7/25,80595,,0.048,0.048,5,,,
40,186,7,25,7/25,40500,,0.490,0.490,5,,,
40,186,7,25,7/25,69120,,0.174,0.174,2,,,
40,186,7,25,7/25,71511,,0.021,0.021,1,,,
40,186,7,25,7/25,66580,,0.080,0.080,14,,,
40,186,7,25,7/25,66530,,0.004,0.004,4,,,
40,186,7,25,7/25,91000,,0.017,0.017,1,,,
40,186,7,25,7/25,99999,,0.225,0.225,,,,
41,186RT,7,25,7/25,69322,,,,,37.40,50,
41,186RT,7,25,7/25,10120,,,,,0.98,1,
41,186RT,7,25,7/25,81742,,17.600,17.600,140,,,
41,186RT,7,25,7/25,80200,,7.570,7.570,53,,,
41,186RT,7,25,7/25,23801,,0.185,0.185,10,,,
41,186RT,7,25,7/25,21735,,0.548,0.548,5,,,
41,186RT,7,25,7/25,43000,,0.176,0.176,2,,,
41,186RT,7,25,7/25,10210,,0.200,0.200,1,,,
41,186RT,7,25,7/25,66580,,0.138,0.138,18,,,
41,186RT,7,25,7/25,66530,,0.006,0.006,3,,,
41,186RT,7,25,7/25,83020,,0.039,0.039,1,,,
41,186RT,7,25,7/25,82510,,0.085,0.085,2,,,
41,186RT,7,25,7/25,71001,,0.080,0.080,3,,,
41,186RT,7,25,7/25,80020,,4.000,4.000,24,,,
41,186RT,7,25,7/25,68580,,3.782,3.782,161,,,
41,186RT,7,25,7/25,80595,,0.090,0.090,8,,,
41,186RT,7,25,7/25,68781,,0.310,0.310,3,,,
41,186RT,7,25,7/25,21720,,0.064,0.064,1,,,
41,186RT,7,25,7/25,23055,,0.048,0.048,1,,,
41,186RT,7,25,7/25,24185,,0.026,0.026,1,,,
41,186RT,7,25,7/25,10220,,3.728,3.728,8,,,
41,186RT,7,25,7/25,69061,,0.063,0.063,4,,,
41,186RT,7,25,7/25,69120,,0.038,0.038,3,,,
41,186RT,7,25,7/25,40500,,1.025,1.025,6,,,
41,186RT,7,25,7/25,68580,,0.022,0.022,1,,,
41,186RT,7,25,7/25,68577,,0.072,0.072,2,,,
41,186RT,7,25,7/25,75330,,0.070,0.070,1,,,
41,186RT,7,25,7/25,99999,,0.850,0.850,,,,
42,160,7,26,7/26,69322,,,,,3.63,4,
42,160,7,26,7/26,10120,,,,,2.96,2,
42,160,7,26,7/26,81742,,20.150,20.150,376,,,
42,160,7,26,7/26,10285,,1.675,1.675,7,,,
42,160,7,26,7/26,80200,,5.250,5.250,27,,,
42,160,7,26,7/26,21375,,4.240,4.240,2,,,
42,160,7,26,7/26,23801,,0.086,0.086,5,,,
42,160,7,26,7/26,21735,,0.715,0.715,8,,,
42,160,7,26,7/26,41201,,0.018,0.018,2,,,
42,160,7,26,7/26,10210,,0.843,0.843,8,,,
42,160,7,26,7/26,80020,,2.456,2.456,8,,,
42,160,7,26,7/26,21110,,1.780,1.780,18,,,
42,160,7,26,7/26,10140,,0.008,0.008,1,,,
42,160,7,26,7/26,80595,,0.160,0.160,22,,,
42,160,7,26,7/26,10220,,0.341,0.341,1,,,
42,160,7,26,7/26,23055,,0.084,0.084,1,,,
42,160,7,26,7/26,66580,,0.059,0.059,10,,,
42,160,7,26,7/26,74000,,0.004,0.004,1,,,
42,160,7,26,7/26,68781,,0.253,0.253,1,,,
42,160,7,26,7/26,68577,,0.124,0.124,3,,,
42,160,7,26,7/26,68580,,0.172,0.172,6,,,
42,160,7,26,7/26,98000,,0.696,0.696,5,,,
42,160,7,26,7/26,98082,,0.012,0.012,1,,,
42,160,7,26,7/26,99999,,0.090,0.090,,,,
43,159,7,26,7/26,69322,,,,,0.61,8,
43,159,7,26,7/26,10120,,,,,0.99,1,
43,159,7,26,7/26,81742,,23.400,23.400,335,,,
43,159,7,26,7/26,10285,,0.628,0.628,6,,,
43,159,7,26,7/26,80200,,2.660,2.660,22,,,
43,159,7,26,7/26,21375,,7.600,7.600,4,,,
43,159,7,26,7/26,23801,,0.065,0.065,5,,,
43,159,7,26,7/26,21735,,3.888,3.888,44,,,
43,159,7,26,7/26,43000,,0.043,0.043,1,,,
43,159,7,26,7/26,41201,,0.012,0.012,1,,,
43,159,7,26,7/26,10210,,0.410,0.410,10,,,
43,159,7,26,7/26,23055,,0.340,0.340,7,,,
43,159,7,26,7/26,21110,,1.622,1.622,34,,,
43,159,7,26,7/26,10220,,3.850,3.850,3,,,
43,159,7,26,7/26,10211,,0.012,0.012,1,,,
43,159,7,26,7/26,68580,,0.156,0.156,6,,,
43,159,7,26,7/26,83020,,0.014,0.014,1,,,
43,159,7,26,7/26,68577,,0.008,0.008,1,,,
43,159,7,26,7/26,75240,,0.035,0.035,1,,,
43,159,7,26,7/26,59111,,0.002,0.002,1,,,
43,159,7,26,7/26,66580,,0.120,0.120,9,,,
43,159,7,26,7/26,80020,,3.090,3.090,8,,,
43,159,7,26,7/26,80595,,0.152,0.152,20,,,
43,159,7,26,7/26,40500,,1.696,1.696,3,,,
43,159,7,26,7/26,69120,,0.012,0.012,1,,,
43,159,7,26,7/26,99999,,0.028,0.028,,,,
44,158,7,26,7/26,69322,,,0.000,,0.370,1,WHOLE HAUL SAMPLED
44,158,7,26,7/26,10120,,,0.000,,9.450,1,
44,158,7,26,7/26,81742,,,0.000,,28.850,373,
44,158,7,26,7/26,10285,,,0.000,,0.780,7,
44,158,7,26,7/26,80200,,,0.000,,8.700,51,
44,158,7,26,7/26,21375,,,0.000,,0.384,2,
44,158,7,26,7/26,23801,,,0.000,,0.816,50,
44,158,7,26,7/26,21735,,,0.000,,14.350,200,
44,158,7,26,7/26,43000,,,0.000,,0.020,5,
44,158,7,26,7/26,10210,,,0.000,,3.264,41,
44,158,7,26,7/26,68577,,,0.000,,0.060,3,
44,158,7,26,7/26,80020,,,0.000,,3.572,12,
44,158,7,26,7/26,24185,,,0.000,,0.200,2,
44,158,7,26,7/26,10220,,,0.000,,3.820,6,
44,158,7,26,7/26,23055,,,0.000,,1.266,35,
44,158,7,26,7/26,21725,,,0.000,,0.048,3,
44,158,7,26,7/26,21110,,,0.000,,0.102,3,
44,158,7,26,7/26,68580,,,0.000,,0.048,6,
44,158,7,26,7/26,21388,,,0.000,,0.067,1,
44,158,7,26,7/26,40500,,,0.000,,1.522,5,
44,158,7,26,7/26,75284,,,0.000,,0.010,1,
44,158,7,26,7/26,80595,,,0.000,,0.079,11,
44,158,7,26,7/26,59111,,,0.000,,0.004,1,
44,158,7,26,7/26,71001,,,0.000,,0.047,1,
44,158,7,26,7/26,91000,,,0.000,,0.014,2,
44,158,7,26,7/26,66580,,,0.000,,0.207,43,
44,158,7,26,7/26,66548,,,0.000,,0.017,9,
44,158,7,26,7/26,66530,,,0.000,,0.014,6,
44,158,7,26,7/26,66045,,,0.000,,0.008,4,
44,158,7,26,7/26,99999,,,0.000,,0.858,,
45,102,7,26,7/26,69322,,,,,0.58,1,
45,102,7,26,7/26,81742,,26.850,26.850,373,,,
45,102,7,26,7/26,10285,,0.235,0.235,4,,,
45,102,7,26,7/26,80200,,0.828,0.828,5,,,
45,102,7,26,7/26,66548,,0.116,0.116,34,,,
45,102,7,26,7/26,21375,,0.608,0.608,1,,,
45,102,7,26,7/26,23801,,0.310,0.310,15,,,
45,102,7,26,7/26,21735,,5.506,5.506,149,,,
45,102,7,26,7/26,43000,,0.496,0.496,21,,,
45,102,7,26,7/26,41201,,0.037,0.037,1,,,
45,102,7,26,7/26,10210,,3.200,3.200,58,,,
45,102,7,26,7/26,10211,,0.050,0.050,1,,,
45,102,7,26,7/26,23055,,0.325,0.325,12,,,
45,102,7,26,7/26,68781,,0.893,0.893,7,,,
45,102,7,26,7/26,80020,,1.771,1.771,6,,,
45,102,7,26,7/26,10220,,1.410,1.410,3,,,
45,102,7,26,7/26,40500,,0.362,0.362,2,,,
45,102,7,26,7/26,71004,,0.127,0.127,5,,,
45,102,7,26,7/26,24185,,0.245,0.245,1,,,
45,102,7,26,7/26,82510,,0.038,0.038,1,,,
45,102,7,26,7/26,69120,,1.164,1.164,28,,,
45,102,7,26,7/26,69086,,0.263,0.263,3,,,
45,102,7,26,7/26,69090,,0.412,0.412,5,,,
45,102,7,26,7/26,66045,,0.003,0.003,1,,,
45,102,7,26,7/26,68580,,0.030,0.030,1,,,
45,102,7,26,7/26,KELP,,0.010,0.010,1,,,
45,102,7,26,7/26,66580,,0.051,0.051,5,,,
45,102,7,26,7/26,66530,,0.008,0.008,2,,,
45,102,7,26,7/26,56300,,0.002,0.002,3,,,
45,102,7,26,7/26,50301,,0.001,0.001,1,,,
45,102,7,26,7/26,71884,,0.468,0.468,3,,,
45,102,7,26,7/26,99999,,1.870,1.870,,,,
46,101,7,26,7/26,69322,,,,,0.52,1,
46,101,7,26,7/26,81742,,30.300,30.300,485,,,
46,101,7,26,7/26,10285,,0.592,0.592,9,,,
46,101,7,26,7/26,80200,,1.402,1.402,6,,,
46,101,7,26,7/26,66548,,0.280,0.280,58,,,
46,101,7,26,7/26,23801,,0.338,0.338,15,,,
46,101,7,26,7/26,21735,,2.940,2.940,92,,,
46,101,7,26,7/26,43000,,6.008,6.008,130,,,
46,101,7,26,7/26,41201,,0.035,0.035,1,,,
46,101,7,26,7/26,10210,,7.460,7.460,152,,,
46,101,7,26,7/26,80020,,0.571,0.571,1,,,
46,101,7,26,7/26,68577,,0.070,0.070,1,,,
46,101,7,26,7/26,68781,,0.372,0.372,2,,,
46,101,7,26,7/26,21388,,0.122,0.122,3,,,
46,101,7,26,7/26,24185,,0.606,0.606,4,,,
46,101,7,26,7/26,68580,,0.196,0.196,5,,,
46,101,7,26,7/26,23055,,0.308,0.308,17,,,
46,101,7,26,7/26,21110,,0.092,0.092,1,,,
46,101,7,26,7/26,10220,,2.568,2.568,4,,,
46,101,7,26,7/26,82510,,0.043,0.043,1,,,
46,101,7,26,7/26,95000,,0.009,0.009,1,,,
46,101,7,26,7/26,66045,,0.002,0.002,1,,,
46,101,7,26,7/26,40500,,1.719,1.719,20,,,
46,101,7,26,7/26,69120,,1.788,1.788,28,,,
46,101,7,26,7/26,69090,,0.211,0.211,3,,,
46,101,7,26,7/26,69086,,0.102,0.102,1,,,
46,101,7,26,7/26,71884,,0.940,0.940,6,,,
46,101,7,26,7/26,65100,,0.030,0.030,3,,,
46,101,7,26,7/26,71004,,0.133,0.133,5,,,
46,101,7,26,7/26,71001,,0.038,0.038,1,,,
46,101,7,26,7/26,66580,,0.022,0.022,7,,,
46,101,7,26,7/26,56311,,0.016,0.016,3,,,
46,101,7,26,7/26,56300,,0.003,0.003,4,,,
46,101,7,26,7/26,99999,,5.190,5.190,,,,
47,100,7,26,7/26,69322,,,,,0.39,1,
47,100,7,26,7/26,81742,,22.600,22.600,328,,,
47,100,7,26,7/26,10285,,0.138,0.138,2,,,
47,100,7,26,7/26,80200,,1.778,1.778,6,,,
47,100,7,26,7/26,66548,,0.044,0.044,18,,,
47,100,7,26,7/26,21375,,0.384,0.384,4,,,
47,100,7,26,7/26,23801,,0.107,0.107,5,,,
47,100,7,26,7/26,21735,,0.348,0.348,9,,,
47,100,7,26,7/26,43000,,4.802,4.802,146,,,
47,100,7,26,7/26,41201,,0.102,0.102,9,,,
47,100,7,26,7/26,10210,,2.010,2.010,40,,,
47,100,7,26,7/26,83000,,0.002,0.002,2,,,
47,100,7,26,7/26,23055,,0.026,0.026,2,,,
47,100,7,26,7/26,21388,,0.300,0.300,5,,,
47,100,7,26,7/26,68781,,2.176,2.176,13,,,
47,100,7,26,7/26,10211,,0.017,0.017,1,,,
47,100,7,26,7/26,69120,,3.314,3.314,47,,,
47,100,7,26,7/26,69086,,0.023,0.023,1,,,
47,100,7,26,7/26,71884,,0.220,0.220,2,,,
47,100,7,26,7/26,74311,,0.005,0.005,1,,,
47,100,7,26,7/26,50301,,0.003,0.003,2,,,
47,100,7,26,7/26,40500,,0.345,0.345,5,,,
47,100,7,26,7/26,66580,,0.004,0.004,2,,,
47,100,7,26,7/26,80020,,0.234,0.234,1,,,
47,100,7,26,7/26,56311,,0.004,0.004,2,,,
47,100,7,26,7/26,82510,,0.054,0.054,1,,,
47,100,7,26,7/26,98082,,0.005,0.005,1,,,
47,100,7,26,7/26,71004,,0.017,0.017,1,,,
47,100,7,26,7/26,95000,,0.002,0.002,1,,,
47,100,7,26,7/26,99999,,3.194,3.194,,,,
48,99,7,27,7/27,81742,,17.250,17.250,277,,,
48,99,7,27,7/27,10285,,0.992,0.992,12,,,
48,99,7,27,7/27,80200,,1.918,1.918,5,,,
48,99,7,27,7/27,66548,,0.184,0.184,61,,,
48,99,7,27,7/27,21375,,0.124,0.124,12,,,
48,99,7,27,7/27,23801,,0.120,0.120,7,,,
48,99,7,27,7/27,21735,,2.586,2.586,84,,,
48,99,7,27,7/27,43000,,4.748,4.784,145,,,
48,99,7,27,7/27,41201,,0.200,0.210,31,,,
48,99,7,27,7/27,10210,,1.373,1.373,40,,,
48,99,7,27,7/27,68781,,5.192,5.192,39,,,
48,99,7,27,7/27,10211,,0.058,0.058,1,,,
48,99,7,27,7/27,71884,,2.822,2.822,28,,,
48,99,7,27,7/27,71882,,0.076,0.076,1,,,
48,99,7,27,7/27,82510,,0.789,0.798,13,,,
48,99,7,27,7/27,71772,,0.178,0.178,2,,,
48,99,7,27,7/27,24189,,0.774,0.774,2,,,
48,99,7,27,7/27,23055,,0.038,0.038,1,,,
48,99,7,27,7/27,24185,,0.160,0.160,2,,,
48,99,7,27,7/27,21932,,0.042,0.042,2,,,
48,99,7,27,7/27,40500,,2.104,2.104,10,,,
48,99,7,27,7/27,21313,,0.078,0.078,7,,,
48,99,7,27,7/27,21388,,0.312,0.312,6,,,
48,99,7,27,7/27,71004,,0.073,0.073,2,,,
48,99,7,27,7/27,56300,,0.007,0.007,4,,,
48,99,7,27,7/27,66530,,0.011,0.011,2,,,
48,99,7,27,7/27,95030,,0.032,0.032,2,,,
48,99,7,27,7/27,75284,,0.354,0.354,7,,,
48,99,7,27,7/27,66580,,0.072,0.072,18,,,
48,99,7,27,7/27,74050,,0.055,0.055,1,,,
48,99,7,27,7/27,98082,,0.088,0.088,1,,,
48,99,7,27,7/27,74980,,0.025,0.025,1,,,
48,99,7,27,7/27,65100,,0.507,0.507,18,,,
48,99,7,27,7/27,80540,,0.012,0.012,1,,,
48,99,7,27,7/27,80595,,0.010,0.010,1,,,
48,99,7,27,7/27,91000,,0.005,0.005,1,,,
48,99,7,27,7/27,95000,,0.006,0.006,3,,,
48,99,7,27,7/27,69120,,4.038,4.038,71,,,
48,99,7,27,7/27,69061,,0.062,0.062,5,,,
48,99,7,27,7/27,69090,,0.026,0.026,1,,,
48,99,7,27,7/27,50000,,0.002,0.002,1,,,
48,99,7,27,7/27,99999,,9.000,9.000,,,,
49,98,7,27,7/27,81742,,39.700,39.700,334,,,
49,98,7,27,7/27,10285,,0.293,0.293,4,,,
49,98,7,27,7/27,80200,,3.818,3.818,7,,,
49,98,7,27,7/27,66548,,0.093,0.093,27,,,
49,98,7,27,7/27,21375,,0.124,0.124,3,,,
49,98,7,27,7/27,23801,,0.198,0.198,9,,,
49,98,7,27,7/27,21735,,2.652,2.652,52,,,
49,98,7,27,7/27,43000,,1.586,1.586,17,,,
49,98,7,27,7/27,41201,,0.132,0.132,9,,,
49,98,7,27,7/27,10210,,0.954,0.954,30,,,
49,98,7,27,7/27,21388,,0.274,0.274,5,,,
49,98,7,27,7/27,21110,,0.051,0.051,1,,,
49,98,7,27,7/27,82510,,1.053,1.053,16,,,
49,98,7,27,7/27,68781,,3.462,3.462,22,,,
49,98,7,27,7/27,69120,,4.832,4.832,54,,,
49,98,7,27,7/27,21932,,0.096,0.096,1,,,
49,98,7,27,7/27,69061,,0.034,0.034,1,,,
49,98,7,27,7/27,40500,,0.096,0.096,2,,,
49,98,7,27,7/27,98082,,0.136,0.136,2,,,
49,98,7,27,7/27,75284,,0.220,0.220,6,,,
49,98,7,27,7/27,71884,,3.596,3.596,19,,,
49,98,7,27,7/27,95000,,0.086,0.086,2,,,
49,98,7,27,7/27,95060,,0.002,0.002,1,,,
49,98,7,27,7/27,56311,,0.008,0.008,1,,,
49,98,7,27,7/27,69316,,0.002,0.002,1,,,
49,98,7,27,7/27,69086,,0.107,0.107,1,,,
49,98,7,27,7/27,66530,,0.006,0.006,2,,,
49,98,7,27,7/27,66580,,0.022,0.022,7,,,
49,98,7,27,7/27,21350,,0.010,0.010,1,,,
49,98,7,27,7/27,80020,,1.910,1.910,2,,,
49,98,7,27,7/27,10220,,0.820,0.820,1,,,
49,98,7,27,7/27,99999,,3.608,3.608,,,,
50,97,7,27,7/27,81742,,32.900,32.900,358,,,
50,97,7,27,7/27,10285,,0.196,0.196,3,,,
50,97,7,27,7/27,80200,,0.789,0.789,2,,,
50,97,7,27,7/27,66548,,0.080,0.080,45,,,
50,97,7,27,7/27,21375,,0.008,0.008,1,,,
50,97,7,27,7/27,23801,,0.132,0.132,7,,,
50,97,7,27,7/27,21735,,0.965,0.965,22,,,
50,97,7,27,7/27,43000,,0.604,0.604,8,,,
50,97,7,27,7/27,41201,,0.005,0.005,2,,,
50,97,7,27,7/27,10210,,0.430,0.430,15,,,
50,97,7,27,7/27,68781,,1.976,1.976,17,,,
50,97,7,27,7/27,24189,,1.130,1.130,1,,,
50,97,7,27,7/27,24185,,0.070,0.070,1,,,
50,97,7,27,7/27,21388,,0.492,0.492,7,,,
50,97,7,27,7/27,10220,,0.364,0.364,1,,,
50,97,7,27,7/27,71884,,0.072,0.072,1,,,
50,97,7,27,7/27,71882,,0.100,0.100,1,,,
50,97,7,27,7/27,75284,,0.886,0.886,22,,,
50,97,7,27,7/27,21110,,0.025,0.025,1,,,
50,97,7,27,7/27,21932,,0.014,0.014,1,,,
50,97,7,27,7/27,20061,,0.014,0.014,1,,,
50,97,7,27,7/27,21405,,0.007,0.007,1,,,
50,97,7,27,7/27,82510,,0.022,0.022,1,,,
50,97,7,27,7/27,98082,,0.013,0.013,1,,,
50,97,7,27,7/27,85210,,0.300,0.300,4,,,
50,97,7,27,7/27,71004,,0.073,0.073,1,,,
50,97,7,27,7/27,95060,,0.052,0.052,1,,,
50,97,7,27,7/27,40500,,0.010,0.010,1,,,
50,97,7,27,7/27,69061,,0.025,0.025,3,,,
50,97,7,27,7/27,69120,,0.287,0.287,4,,,
50,97,7,27,7/27,66580,,0.138,0.138,23,,,
50,97,7,27,7/27,66530,,0.004,0.004,1,,,
50,97,7,27,7/27,66050,,0.054,0.054,7,,,
50,97,7,27,7/27,66045,,0.020,0.020,14,,,
50,97,7,27,7/27,66601,,0.040,0.040,3,,,
50,97,7,27,7/27,99999,,1.166,1.166,,,,
51,94,7,27,7/27,69322,,,,,0.53,1,Switched to Net #2
51,94,7,27,7/27,81742,,26.250,26.250,349,,,
51,94,7,27,7/27,10285,,0.448,0.448,7,,,
51,94,7,27,7/27,80200,,0.489,0.489,1,,,
51,94,7,27,7/27,21375,,0.124,0.124,3,,,
51,94,7,27,7/27,23801,,0.372,0.372,20,,,
51,94,7,27,7/27,21735,,1.264,1.264,38,,,
51,94,7,27,7/27,43000,,1.748,1.748,28,,,
51,94,7,27,7/27,41201,,0.096,0.096,15,,,
51,94,7,27,7/27,10210,,0.798,0.798,20,,,
51,94,7,27,7/27,21388,,0.195,0.195,3,,,
51,94,7,27,7/27,21313,,0.094,0.094,4,,,
51,94,7,27,7/27,21110,,0.664,0.664,20,,,
51,94,7,27,7/27,98082,,0.683,0.683,27,,,
51,94,7,27,7/27,24189,,0.060,0.060,3,,,
51,94,7,27,7/27,95030,,0.092,0.092,3,,,
51,94,7,27,7/27,74980,,0.103,0.103,4,,,
51,94,7,27,7/27,75284,,1.093,1.093,26,,,
51,94,7,27,7/27,69120,,1.917,1.917,48,,,
51,94,7,27,7/27,69086,,0.186,0.186,6,,,
51,94,7,27,7/27,69061,,0.186,0.186,13,,,
