"#  ADF&G 2020 trawl survey Haul data   # Haul_rate : r (retow), d(bad tow)  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Haul,Station,Haul_rate,Net,Date,Lat_Deg_Start,Lat_Min_Start,Long_Deg_Start,Long_Min_Start,Lat_Deg_End,Lat_Min_End,Long_Deg_End,Long_Min_End,Compas,Time_Start,Time_End,Tow_minutes,Tow_dist_NM,Depth_Min_fm,Depth_Max_fm,Depth_Ave_fm,Clouds,Sea,Swell,Scope_fm,Gear_perf,Temp_Surf_C,Temp_Bottom_C,Sal_PSU,Comments
2020,22,98,,,8/3/2020,63,49.97,163,7.35,63,50.74,163,7.32,163,10:09,10:35,26,1,8.4,8.4,8.4,1,2,1,26,20,14.9,7,28.5282,
2020,23,126,,,8/4/2020,63,59.83,163,31.6,64,0.25,163,23.84,231,07:09,07:38,29,1,10.2,10.5,10.3,7,3,2,30,230,14.5,6.6,29.3896,
2020,24,99,,,8/4/2020,63,49.84,163,27.4,63,49.93,163,29.46,220,10:14,10:38,24,1,8.2,8.5,8.5,8,3,2,25,20,14.7,10.9,26.561,
2020,25,100,,,8/4/2020,63,49.92,163,50.74,63,49.04,163,52.96,222,12:39,13:05,26,1,8.2,8.3,8.3,9,3,2,25,20,14.8,11.4,26.824,
2020,26,101,,,8/4/2020,63,50.41,164,50.41,63,50.1,163,49.44,275,14:29,14:51,22,1,8.4,8.4,8.4,9,3,2,26,20,15,10.7,27.0787,
2020,27,102,,,8/4/2020,63,50.05,164,30.11,63,50.08,164,30.94,290,16:32,16:56,24,1,8,8.1,8.1,9,2,2,26,20,11.6,10.9,28.1535,
2020,28,129,,,8/4/2020,63,59.75,164,35.2,63,58.85,164,33.92,135,19:00,19:26,26,1,9.1,9.2,9.1,7,2,1,27,20,12.6,11.1,27.2671,
2020,29,128,,,8/5/2020,63,59.32,164,14.54,64,0.04,164,13.02,217,07:27,07:51,24,1,,,8.8,7,2,1,27,,13.6,11.2,27.2025,
2020,30,127,,,8/5/2020,64,0.5,163,51.03,64,0.23,163,32.32,235,09:33,09:59,26,1,9.3,9.3,9.3,8,2,1,27,,14,10.6,27.815,
2020,31,154,,,8/5/2020,64,10.04,163,49.98,64,9.07,163,50.01,232,12:12,12:37,25,1,9.9,10.3,10,8,2,1,30,20,13.5,5.1,30.17,
2020,32,155,,,8/5/2020,64,10.01,164,11.37,64,10.25,164,13.45,228,13:59,14:25,26,1,,,9.4,8,2,1,27,20,13.3,6,29.6945,
2020,33,181,,,8/5/2020,64,19.62,164,14.51,64,19.62,164,14.48,222,16:14,16:38,24,1,6.8,7.1,7,8,1,1,21,20,14.3,9.6,28.0433,
2020,34,182,,,8/5/2020,64,19.74,164,36.55,64,19.25,164,38.54,221,17:48,18:13,25,1,7.4,7.5,7.5,8,2,1,21,20,14.5,7.6,29.0064,
2020,35,183,,,8/6/2020,64,20.14,164,57.69,64,49.44,164,59.38,203,09:15,09:42,27,1,7.4,7.9,7.6,9,3,1,23,20,13,8.4,29.1223,
2020,36,184,,,8/6/2020,64,20.3,165,21.25,64,19.75,165,23.16,217,13:16,13:40,24,1,12.4,12.7,12.6,9,3,2,38,20,12,8.9,28.7516,
2020,37,185,,,8/6/2020,64,20.1,165,43.42,64,19.74,165,41.12,97,15:42,16:06,24,1,10.7,,10.8,9,3,2,33,20,11.8,7.6,30.1489,
2020,38,186,,,8/6/2020,64,19.8,166,6.05,64,19.37,166,3.93,102,17:56,18:21,25,1,11,11,11,9,3,4,33,20,10.1,4.3,31.5687,
2020,39,187,,,8/7/2020,64,19.5,166,24.86,64,18.76,166,22.6,128,07:50,08:15,25,1,13.2,13.4,13.3,9,3,2,40,,8.9,2.7,31.7446,
2020,40,161,,,8/7/2020,64,9.28,166,28.37,64,8.42,166,27.84,133,10:21,10:46,25,1,13.5,13.6,13.6,9,3,2,41,,9,2.5,32.2968,
2020,41,134,,,8/7/2020,64,0.24,166,27.61,63,59.31,166,26.8,145,12:35,13:01,26,1,15.1,15.4,15.3,9,3,2,46,20,9.3,1.3,32.5868,
2020,42,160,,,8/11/2020,64,10.6,166,1.55,64,10.41,166,3.83,75,15:10,15:34,24,1,11.3,11.9,11.5,9,2,2,35,20,10.2,3.4,31.9645,
2020,43,159,,,8/11/2020,64,9.88,165,44.86,64,9.81,165,42.51,90,17:09,17:34,25,1,10.1,10.2,10.2,9,2,2,31,,12.4,4.2,31.6541,
2020,44,158,,,8/11/2020,64,9.74,165,22.62,64,10.37,165,20.76,45,19:26,,,1,9,9,9,9,2,2,27,20,13,9.8,29.6971,
2020,45,157,,,8/12/2020,64,9.71,164,57.67,64,9.94,164,55.47,86,07:05,07:30,25,1,8,8.2,8.1,8,2,2,25,20,13.2,10.9,27.2232,
2020,46,156,,,8/12/2020,64,9.79,164,36.1,64,9.1,164,33.73,79,08:53,09:21,28,1,7.7,7.9,7.8,9,2,2,24,,13.5,9.2,28.8353,
2020,47,130,,,8/12/2020,64,0.46,164,57,63,59.47,164,56,122,11:08,11:37,29,1,9.1,9.1,9.1,8,2,2,27,20,13.8,10.6,28.4706,
2020,48,131,,,8/12/2020,64,0.12,165,21.67,64,0.07,165,19.13,59,13:14,13:38,24,1,8.7,8.9,8.8,9,2,2,27,20,12.9,7.3,31.0032,
2020,49,132,,,8/12/2020,63,59.54,165,43.29,63,59.52,165,41.99,93,15:30,15:55,25,1,10,10.1,10,9,2,2,30,20,11.4,4.5,31.4154,
2020,50,133,,,8/12/2020,63,59.89,166,5.75,63,59.79,166,8.02,254,17:34,17:58,24,1,11.8,11.9,11.9,9,2,2,40,20,11.2,4.3,31.9584,
2020,51,106,,,8/12/2020,63,50.38,166,6.28,63,49.38,166,6.54,180,19:26,19:51,25,1,13.8,13.8,13.8,9,2,2,41,20,11.7,3.3,31.8454,
2020,52,107,,,8/13/2020,63,49.14,166,28.3,63,48.15,166,28.42,109,07:18,07:42,24,1,15.8,15.9,15.9,9,2,2,47,,9.3,2.8,32.3931,
2020,53,82,,,8/13/2020,63,40.24,166,27.37,63,40.06,166,25.17,85,09:16,,,1,14.4,14.5,14.5,9,2,2,43,,9.1,4.6,32.0299,
2020,54,81,,,8/13/2020,63,40.43,166,4.4,63,40.41,166,2.25,79,11:12,11:37,25,1,13.6,13.6,13.6,6,2,2,41,,10.8,3.7,32.3563,
2020,55,80,,,8/13/2020,63,39.79,165,43.75,63,39.77,165,41.41,79,12:52,13:16,24,1,11.5,11.6,11.6,8,2,2,37,,12.3,4.3,31.7329,
2020,56,79,,,8/13/2020,63,39.01,165,21.18,63,39.64,165,19.01,103,14:48,15:16,28,1,9,9,9,7,2,1,27,,12.7,6.3,31.223,
2020,57,78,,,8/13/2020,63,39.87,164,58.02,63,39.87,164,56.41,86,16:27,16:58,31,1,7.5,7.6,7.5,6,2,1,23,,14.8,9.7,29.6447,
2020,58,103,,,8/14/2020,63,50.22,164,58.87,63,49.24,164,57.83,135,07:29,07:55,26,1,8.1,8.1,8.1,7,3,2,24,20,12.8,8.3,30.5678,
2020,59,104,,,8/14/2020,63,49.89,165,21.37,63,49.2,165,19.67,100,09:46,10:05,19,1,9.1,9.2,9.2,9,3,1,27,20,12,5.4,31.3481,
2020,60,105,,,8/14/2020,63,50.13,165,40.91,63,50.28,165,41.47,91,11:50,12:16,26,1,10.1,10.3,10.2,9,2,1,33,20,12.6,3.8,31.7845,
