Year,Haul,Spcode,subsample_w_kg,subsample_n,wholesample_w_kg,wholesample_n
2008,51,10220,1.79,2,,
2008,51,10285,0.6,13,,
2008,51,21375,2.98,7,,
2008,51,21725,0.02,1,,
2008,51,21735,8.2,281,,
2008,51,21740,0.02,1,,
2008,51,23055,1.3,44,,
2008,51,23801,0.02,2,,
2008,51,41201,0.01,1,,
2008,51,43000,0.4,2,,
2008,51,66045,0,1,,
2008,51,66548,0.03,7,,
2008,51,68580,0.01,1,,
2008,51,69120,0.01,1,,
2008,51,69322,,,0.28,1
2008,51,80200,1.85,8,,
2008,51,81742,28.8,323,,
2008,51,99999,5.9,,,
2008,37,10120,,,14.45,2
2008,52,10210,1.45,33,,
2008,52,10285,0.1,1,,
2008,52,21110,0.19,1,,
2008,52,21375,8.15,11,,
2008,52,21725,0.01,1,,
2008,52,21735,14.85,474,,
2008,52,21932,0.07,1,,
2008,52,23055,0.09,2,,
2008,52,24189,0.08,1,,
2008,52,40500,0.03,1,,
2008,52,41201,0.02,4,,
2008,52,43000,0.57,57,,
2008,52,56300,0,2,,
2008,52,56311,0.01,2,,
2008,52,66548,0.08,13,,
2008,52,66611,0,1,,
2008,52,68781,0.12,1,,
2008,52,69010,0.53,9,,
2008,52,69120,0.37,6,,
2008,52,69322,,,2.9,3
2008,52,71004,0.2,8,,
2008,52,71884,0.86,5,,
2008,52,75240,0.01,1,,
2008,52,75285,0.13,3,,
2008,52,80200,2.93,7,,
2008,52,81742,22.4,289,,
2008,52,82510,0.1,1,,
2008,52,91000,0.1,2,,
2008,52,95020,0,1,,
2008,52,98000,2.8,5,,
2008,52,99999,0.75,,,
2008,53,10210,7.65,199,,
2008,53,10211,0.05,1,,
2008,53,10220,0.35,2,,
2008,53,10285,2.22,38,,
2008,53,21110,0.21,3,,
2008,53,21313,0.47,53,,
2008,53,21375,5.95,29,,
2008,53,21388,0.06,1,,
2008,53,21423,0.15,1,,
2008,53,21735,21.7,680,,
2008,53,21932,2.15,46,,
2008,53,23055,0.59,15,,
2008,53,23801,0.1,5,,
2008,53,59111,0,1,,
2008,53,65100,0.11,1,,
2008,53,66530,0.04,5,,
2008,53,66548,0.04,5,,
2008,53,68781,5.1,26,,
2008,53,80200,0.55,2,,
2008,53,81095,0.18,6,,
2008,53,81742,4.86,111,,
2008,53,82510,0.11,1,,
2008,53,91000,0,1,,
2008,53,95000,0.06,2,,
2008,53,99999,0.62,,,
2008,54,10210,0.34,7,,
2008,54,10211,0.29,1,,
2008,54,10220,0.15,1,,
2008,54,10285,0.19,1,,
2008,54,21375,1.27,2,,
2008,54,21725,0.43,34,,
2008,54,21735,6.87,155,,
2008,54,21740,0.07,5,,
2008,54,23055,0.17,4,,
2008,54,23801,0.02,1,,
2008,54,40500,0.35,2,,
2008,54,41201,0.01,1,,
2008,54,43000,0.02,1,,
2008,54,59111,0,1,,
2008,54,66530,0.01,1,,
2008,54,66611,0.02,2,,
2008,54,68580,0.05,12,,
2008,54,68781,0.33,2,,
2008,54,69061,0.02,1,,
2008,54,69322,,,9.85,16
2008,54,75240,0.01,1,,
2008,54,80020,4.03,9,,
2008,54,80200,5.69,16,,
2008,54,81742,8.2,84,,
2008,54,99999,0.04,,,
2008,55,10210,2.14,33,,
2008,55,10220,2.95,3,,
2008,55,20041,0,1,,
2008,55,21110,0.11,1,,
2008,55,21355,0.01,1,,
2008,55,21375,2.52,16,,
2008,55,21388,0.2,4,,
2008,55,21725,0.13,10,,
2008,55,21735,10.7,267,,
2008,55,23055,0.08,4,,
2008,55,23801,0.51,34,,
2008,55,43000,0.65,10,,
2008,55,59111,0,1,,
2008,55,66045,0.17,163,,
2008,55,66050,0.01,1,,
2008,55,66530,0.13,44,,
2008,55,66548,0.04,23,,
2008,55,66611,2.03,337,,
2008,55,68577,0,1,,
2008,55,68580,0.02,9,,
2008,55,68781,3.52,17,,
2008,55,69061,0.02,3,,
2008,55,69322,,,39.95,52
2008,55,74641,0.03,1,,
2008,55,80020,1.6,5,,
2008,55,80200,3.04,14,,
2008,55,80590,0.08,1,,
2008,55,81095,0.03,2,,
2008,55,81742,17.3,148,,
2008,55,83020,0,1,,
2008,55,99999,0.67,,,
2008,56,10210,1.57,26,,
2008,56,10220,1.18,1,,
2008,56,21375,1.62,9,,
2008,56,21388,0.07,1,,
2008,56,21725,0.08,10,,
2008,56,21735,10.6,251,,
2008,56,23055,0.17,5,,
2008,56,23801,0.87,53,,
2008,56,24189,0,1,,
2008,56,41201,0.01,1,,
2008,56,43000,0.64,13,,
2008,56,66045,0.15,94,,
2008,56,66050,0.01,2,,
2008,56,66530,0.06,38,,
2008,56,66548,0.01,8,,
2008,56,66611,0.87,164,,
2008,56,68577,0,3,,
2008,56,68580,0.14,10,,
2008,56,68781,3.4,18,,
2008,56,69061,0.1,5,,
2008,56,69322,,,41,59
2008,56,80020,0.97,8,,
2008,56,80200,2.73,16,,
2008,56,81095,0.09,4,,
2008,56,81742,17.8,240,,
2008,56,83020,0.09,1,,
2008,56,99999,0.52,,,
2008,57,10210,1.37,19,,
2008,57,10220,6.8,12,,
2008,57,10285,0.01,1,,
2008,57,20001,0,1,,
2008,57,20041,0.01,1,,
2008,57,21375,0.65,5,,
2008,57,21388,0.11,2,,
2008,57,21405,0.49,5,,
2008,57,21725,0.05,4,,
2008,57,21735,7.05,159,,
2008,57,21740,0.01,1,,
2008,57,21932,0.07,3,,
2008,57,23801,0.36,19,,
2008,57,24189,0.96,2,,
2008,57,43000,8.4,39,,
2008,57,66045,0.13,91,,
2008,57,66050,0.07,20,,
2008,57,66203,0.01,4,,
2008,57,66502,0.53,189,,
2008,57,66611,0.46,129,,
2008,57,68577,0.03,1,,
2008,57,68781,3.67,18,,
2008,57,69061,0.25,11,,
2008,57,69322,,,25.7,50
2008,57,75240,0.04,2,,
2008,57,80020,1.16,4,,
2008,57,80200,0.42,9,,
2008,57,80590,0.07,1,,
2008,57,81095,0.13,5,,
2008,57,81742,21.1,314,,
2008,57,82510,0.08,1,,
2008,57,83020,0.11,5,,
2008,57,99999,0.49,,,
2008,31,10120,,,4.3,1
2008,58,10210,1.42,26,,
2008,58,10220,8.45,7,,
2008,58,10285,1.87,11,,
2008,58,21110,0.07,1,,
2008,58,21375,6.25,6,,
2008,58,21388,0.72,1,,
2008,58,21720,,,3.2,1
2008,58,21725,0.02,2,,
2008,58,21735,6.95,147,,
2008,58,21740,0.02,2,,
2008,58,23801,0.09,6,,
2008,58,40500,0.01,1,,
2008,58,41201,0.1,5,,
2008,58,56311,0.01,3,,
2008,58,59111,0,1,,
2008,58,66045,0.01,5,,
2008,58,66050,0,1,,
2008,58,66548,0,2,,
2008,58,66611,0.05,9,,
2008,58,68577,0,1,,
2008,58,68580,0.05,3,,
2008,58,69010,0.16,4,,
2008,58,69322,,,1.7,4
2008,58,71511,0.01,3,,
2008,58,75286,0.17,2,,
2008,58,80020,1.36,1,,
2008,58,80200,1.07,3,,
2008,58,80595,0.02,2,,
2008,58,81742,14.1,103,,
2008,58,83020,0.01,1,,
2008,58,98000,0.56,2,,
2008,58,98082,0.13,9,,
2008,58,98310,0.13,1,,
2008,58,99999,0.09,,,
2008,32,10120,,,16.4,1
2008,59,10210,1.27,23,,
2008,59,10220,1.1,2,,
2008,59,10285,0.17,2,,
2008,59,21110,0.08,1,,
2008,59,21375,7.25,10,,
2008,59,21720,,,7.1,1
2008,59,21725,0.18,12,,
2008,59,21735,7.05,181,,
2008,59,21740,0.04,3,,
2008,59,23055,0.17,6,,
2008,59,23801,0.04,5,,
2008,59,41201,0.12,9,,
2008,59,43000,0.01,2,,
2008,59,66045,0.01,7,,
2008,59,66530,0.02,7,,
2008,59,66548,0.02,8,,
2008,59,66611,0.01,1,,
2008,59,68577,0.01,1,,
2008,59,68580,0.01,1,,
2008,59,69120,0.04,4,,
2008,59,69322,,,2.6,8
2008,59,74311,0,1,,
2008,59,75286,0.05,1,,
2008,59,80200,3.36,10,,
2008,59,81742,14.65,124,,
2008,59,98000,0.15,2,,
2008,59,98082,0.03,2,,
2008,59,99999,0.33,,,
2008,60,10210,0.9,21,,
2008,60,10211,0.03,1,,
2008,60,10220,0.28,2,,
2008,60,10285,0.24,4,,
2008,60,21375,0.07,1,,
2008,60,21388,0.14,1,,
2008,60,21735,2.37,72,,
2008,60,21740,0.04,4,,
2008,60,23055,0.08,7,,
2008,60,23801,0.06,3,,
2008,60,24185,0.05,1,,
2008,60,40500,1.87,6,,
2008,60,41201,0.15,4,,
2008,60,43000,0.28,7,,
2008,60,56300,0.01,8,,
2008,60,56311,0,1,,
2008,60,62000,0,1,,
2008,60,66045,0,1,,
2008,60,66548,0.1,33,,
2008,60,68580,0.02,1,,
2008,60,68781,0.67,2,,
2008,60,69120,0.18,3,,
2008,60,75240,0.01,1,,
2008,60,80020,0.7,1,,
2008,60,80200,0.25,1,,
2008,60,81742,14.25,208,,
2008,60,82510,0.06,1,,
2008,60,83020,0.03,1,,
2008,60,99999,0.77,,,
2008,61,10210,0.97,21,,
2008,61,10220,0.74,2,,
2008,61,10285,0.02,1,,
2008,61,21375,3.51,3,,
2008,61,21725,0.01,1,,
2008,61,21735,5.4,166,,
2008,61,21740,0.04,3,,
2008,61,23055,0.08,6,,
2008,61,23801,0.04,2,,
2008,61,40500,2.45,11,,
2008,61,43000,2.65,47,,
2008,61,56300,0,1,,
2008,61,59111,0,1,,
2008,61,66045,0.03,2,,
2008,61,66548,0.04,15,,
2008,61,66611,0.03,1,,
2008,61,68781,0.12,1,,
2008,61,69322,,,1.3,3
2008,61,80200,0.27,1,,
2008,61,81742,19.6,216,,
2008,61,99999,3.32,,,
2008,62,10210,1.44,39,,
2008,62,10220,0.49,1,,
2008,62,10285,0.1,2,,
2008,62,20061,0.02,1,,
2008,62,21110,0.07,1,,
2008,62,21375,0.67,17,,
2008,62,21735,6.4,197,,
2008,62,21740,0.04,1,,
2008,62,21932,0.12,2,,
2008,62,23055,0.12,6,,
2008,62,23801,0.27,14,,
2008,62,24185,0.12,1,,
2008,62,40500,0.07,1,,
2008,62,41201,0.03,3,,
2008,62,43000,1.04,21,,
2008,62,56311,0.01,2,,
2008,62,65203,0.07,3,,
2008,62,66548,0.42,131,,
2008,62,68781,0.4,1,,
2008,62,69061,0.03,1,,
2008,62,69090,0.07,1,,
2008,62,69120,0.1,2,,
2008,62,69322,,,1.2,2
2008,62,71250,0.01,1,,
2008,62,71511,0.01,3,,
2008,62,74311,0,1,,
2008,62,80540,0,1,,
2008,62,81742,14.9,197,,
2008,62,82510,0.25,3,,
2008,62,83020,0.01,1,,
2008,62,91000,0,1,,
2008,62,99999,1.1,,,
2008,63,10210,1.94,50,,
2008,63,10220,2.16,1,,
2008,63,10285,1.02,12,,
2008,63,20061,0.01,1,,
2008,63,21313,0.17,14,,
2008,63,21375,0.26,12,,
2008,63,21388,0.22,3,,
2008,63,21725,0.02,1,,
2008,63,21735,3.39,112,,
2008,63,23055,0.1,5,,
2008,63,23801,0.36,21,,
2008,63,23809,0.03,1,,
2008,63,24185,0.09,2,,
2008,63,24189,0.03,1,,
2008,63,41201,0.07,2,,
2008,63,43000,2.73,34,,
2008,63,56300,0,2,,
2008,63,66530,0.01,2,,
2008,63,66548,0.36,124,,
2008,63,66611,0.03,7,,
2008,63,68577,0.02,1,,
2008,63,68781,0.04,1,,
2008,63,69061,0.01,1,,
2008,63,69120,0.09,3,,
2008,63,69322,,,1.3,2
2008,63,71004,0.03,2,,
2008,63,71250,0.11,27,,
2008,63,71511,0.26,117,,
2008,63,71884,0.16,2,,
2008,63,74311,0,1,,
2008,63,80200,0.68,1,,
2008,63,81742,16.55,260,,
2008,63,82510,0.14,2,,
2008,63,83000,0,1,,
2008,63,91000,0.07,1,,
2008,63,95000,0.11,2,,
2008,63,95030,0.07,2,,
2008,63,98000,0.11,2,,
2008,63,99999,5.47,,,
2008,64,10210,1.97,48,,
2008,64,10285,0.11,4,,
2008,64,21313,0.05,3,,
2008,64,21375,0.2,6,,
2008,64,21388,1.1,2,,
2008,64,21725,0.09,6,,
2008,64,21735,1.29,24,,
2008,64,23801,0.26,13,,
2008,64,24185,0.19,1,,
2008,64,24189,0.02,1,,
2008,64,41201,0.07,8,,
2008,64,43000,0.8,10,,
2008,64,66045,0.01,5,,
2008,64,66548,0.07,17,,
2008,64,66611,0.02,4,,
2008,64,68781,0.42,4,,
2008,64,69061,0.01,1,,
2008,64,69120,0.31,3,,
2008,64,69322,,,0.39,2
2008,64,71004,,,,
2008,64,71250,,,,
2008,64,71884,,,,
2008,64,75286,,,,
2008,64,80595,,,,
2008,64,81742,,,,
2008,64,82510,,,,
2008,64,99999,,,,
2008,65,10210,,,,
2008,65,10285,,,,
2008,65,21313,,,,
2008,65,21725,,,,
2008,65,21735,,,,
2008,65,23801,,,,
2008,65,23804,,,,
2008,65,40500,,,,
2008,65,41201,,,,
2008,65,43000,,,,
2008,65,56300,,,,
2008,65,65203,,,,
2008,65,66045,,,,
2008,65,66170,,,,
2008,65,66611,,,,
2008,65,69010,,,,
2008,65,69061,,,,
2008,65,69086,,,,
2008,65,69120,,,,
2008,65,71004,,,,
2008,65,71511,,,,
2008,65,71753,,,,
2008,65,71882,,,,
2008,65,71884,,,,
2008,65,75286,,,,
2008,65,81742,,,,
2008,65,82510,,,,
2008,65,91000,,,,
2008,65,95000,,,,
2008,65,98000,,,,
2008,65,98082,,,,
2008,65,99999,,,,
2008,66,10210,,,,
2008,66,10285,,,,
2008,66,20041,,,,
2008,66,20322,,,,
2008,66,21110,,,,
2008,66,21313,,,,
2008,66,21375,,,,
2008,66,21725,,,,
2008,66,21735,,,,
2008,66,23801,,,,
2008,66,23804,,,,
2008,66,23809,,,,
2008,66,41201,,,,
2008,66,43000,,,,
2008,66,56300,,,,
2008,66,66045,,,,
2008,66,66548,,,,
2008,66,66601,,,,
2008,66,66611,,,,
2008,66,69061,,,,
2008,66,69120,,,,
2008,66,69322,,,0.32,1
2008,66,71004,0.01,1,,
2008,66,71511,0.37,30,,
2008,66,71772,0.45,1,,
2008,66,71882,0.72,4,,
2008,66,71884,1.56,8,,
2008,66,72740,0.1,1,,
2008,66,74980,0.02,1,,
2008,66,75286,2.92,54,,
2008,66,81095,0.12,8,,
2008,66,81742,34.5,218,,
2008,66,82510,0.33,11,,
2008,66,95000,0,2,,
2008,66,98000,0.09,3,,
2008,66,98082,0.12,6,,
2008,66,99999,1.78,,,
2008,67,10210,0.44,10,,
2008,67,10220,0.91,1,,
2008,67,10285,0.27,2,,
2008,67,20041,0.03,4,,
2008,67,21110,0.09,4,,
2008,67,21313,0.21,17,,
2008,67,21375,0.4,6,,
2008,67,21725,0.02,2,,
2008,67,21735,2.6,61,,
2008,67,23055,0.07,2,,
2008,67,23801,0.4,18,,
2008,67,24185,0.03,1,,
2008,67,24189,0.02,1,,
2008,67,41201,0.1,15,,
2008,67,43000,0.03,1,,
2008,67,65203,0.07,7,,
2008,67,66045,0.02,7,,
2008,67,66548,0.02,11,,
2008,67,66611,0.08,22,,
2008,67,68781,0.28,2,,
2008,67,69061,0.11,14,,
2008,67,69120,0.51,10,,
2008,67,69322,,,2.1,3
2008,67,71004,0,2,,
2008,67,71500,0,1,,
2008,67,71753,0.24,2,,
2008,67,71882,0.11,1,,
2008,67,71884,1.44,11,,
2008,67,74435,0,1,,
2008,67,75286,0.07,1,,
2008,67,81742,39.8,633,,
2008,67,82510,0.84,32,,
2008,67,91000,0.02,1,,
2008,67,95000,0.05,2,,
2008,67,95030,0,1,,
2008,67,99999,0.88,,,
2008,68,10210,0.02,1,,
2008,68,10285,0.09,1,,
2008,68,21313,0.03,5,,
2008,68,21375,0.03,1,,
2008,68,21725,0.03,2,,
2008,68,21735,0.83,18,,
2008,68,23055,0.07,3,,
2008,68,23801,0.26,13,,
2008,68,23804,0.01,1,,
2008,68,40500,0.09,2,,
2008,68,41201,0.28,23,,
2008,68,65203,0.28,10,,
2008,68,66045,0,2,,
2008,68,66050,0.01,1,,
2008,68,66548,0.01,2,,
2008,68,66611,0.04,18,,
2008,68,68781,0.4,2,,
2008,68,69061,0.03,2,,
2008,68,69086,0.07,1,,
2008,68,69120,0.23,2,,
2008,68,69316,0,1,,
2008,68,69322,,,1.6,4
2008,68,71004,0.02,2,,
2008,68,71882,0.2,3,,
2008,68,71884,0.34,4,,
2008,68,75286,0.14,2,,
2008,68,81095,0.06,1,,
2008,68,81742,23.3,306,,
2008,68,82510,0.78,21,,
2008,68,95000,0.04,3,,
2008,68,98000,0.11,1,,
2008,68,98082,0.05,3,,
2008,68,99999,2.21,,,
2008,69,10140,0.01,1,,
2008,69,10210,0.84,13,,
2008,69,10211,0.03,1,,
2008,69,10220,0.19,1,,
2008,69,10285,0.3,1,,
2008,69,21375,0.23,1,,
2008,69,21720,,,5.6,1
2008,69,21725,0.2,15,,
2008,69,21735,9.05,250,,
2008,69,21740,0.13,12,,
2008,69,23055,0.41,13,,
2008,69,23801,0.03,3,,
2008,69,40500,0.13,2,,
2008,69,41201,0.02,4,,
2008,69,66045,0.01,3,,
2008,69,66530,0.01,1,,
2008,69,66548,0,1,,
2008,69,66611,0.1,24,,
2008,69,68580,0.25,30,,
2008,69,68781,0.4,1,,
2008,69,69010,0.08,1,,
2008,69,69061,0.07,5,,
2008,69,69322,,,10.35,20
2008,69,71001,0.01,1,,
2008,69,80200,1.66,10,,
2008,69,81742,5.7,64,,
2008,69,95000,0.04,1,,
2008,69,99999,0.14,,,
2008,70,10120,,,14,1
2008,70,10210,0.6,20,,
2008,70,10220,2.02,3,,
2008,70,10285,0.25,5,,
2008,70,21110,0.07,1,,
2008,70,21313,0.91,21,,
2008,70,21375,0.32,1,,
2008,70,21725,0.02,1,,
2008,70,21735,26,1039,,
2008,70,21932,0.29,9,,
2008,70,23055,0.26,10,,
2008,70,43000,9.6,63,,
2008,70,66548,0.02,3,,
2008,70,68580,0.02,1,,
2008,70,68781,2.94,20,,
2008,70,69061,0.05,2,,
2008,70,75240,0.01,1,,
2008,70,80020,0.24,3,,
2008,70,80590,0.02,1,,
2008,70,81742,3.01,45,,
2008,70,82510,0.08,1,,
2008,70,99999,14.9,,,
2008,71,10210,1.05,33,,
2008,71,10220,10.3,30,,
2008,71,10285,0.2,4,,
2008,71,21110,0.56,5,,
2008,71,21313,0.62,19,,
2008,71,21375,0.06,2,,
2008,71,21735,10.35,407,,
2008,71,21932,0.17,6,,
2008,71,23055,0.84,35,,
2008,71,23801,0.01,1,,
2008,71,43000,0.5,4,,
2008,71,66530,0,1,,
2008,71,66548,0.1,28,,
2008,71,66611,0.01,4,,
2008,71,68781,1.95,18,,
2008,71,81742,5.5,93,,
2008,71,99999,0.65,,,
2008,72,10210,1.08,37,,
2008,72,10220,7.4,17,,
2008,72,10285,0.2,1,,
2008,72,20001,0,1,,
2008,72,21110,1.76,14,,
2008,72,21375,0.2,2,,
2008,72,21376,0.22,3,,
2008,72,21725,0.01,1,,
2008,72,21735,1.17,52,,
2008,72,21932,0.04,1,,
2008,72,23055,0.41,21,,
2008,72,23801,0.12,3,,
2008,72,40500,0.1,3,,
2008,72,41201,0.02,1,,
2008,72,43000,5.48,21,,
2008,72,66548,0.04,13,,
2008,72,66611,0.02,8,,
2008,72,68781,2.2,26,,
2008,72,69061,0.14,5,,
2008,72,81095,0.38,1,,
2008,72,81742,6.1,58,,
2008,72,82510,0.38,13,,
2008,72,99999,3.96,,,
2008,73,10210,1.43,45,,
2008,73,10220,6.85,14,,
2008,73,10285,0.35,8,,
2008,73,21110,0.31,3,,
2008,73,21313,0.65,19,,
2008,73,21376,0.36,3,,
2008,73,21735,13.1,490,,
2008,73,21932,0.06,3,,
2008,73,23055,0.48,21,,
2008,73,24185,0.35,1,,
2008,73,43000,1.54,6,,
2008,73,66548,0.02,5,,
2008,73,66611,0,1,,
2008,73,68781,0.54,4,,
2008,73,69322,,,13.5,1
2008,73,81742,4.42,66,,
2008,73,99999,1.4,,,
2008,74,10210,1.78,7,,
2008,74,10220,3.6,8,,
2008,74,10285,1.45,22,,
2008,74,21313,1.12,33,,
2008,74,21375,0.02,1,,
2008,74,21735,2.95,129,,
2008,74,21932,0.03,1,,
2008,74,23055,0.19,11,,
2008,74,41201,0.02,1,,
2008,74,43000,0.34,3,,
2008,74,66548,0.07,25,,
2008,74,66611,0.01,4,,
2008,74,68781,2.98,24,,
2008,74,80020,0.35,3,,
2008,74,80200,0.42,3,,
2008,74,81095,0.02,1,,
2008,74,81742,14.3,202,,
2008,74,83020,0.14,2,,
2008,74,99999,2.02,,,
2008,75,10120,,,86,1
2008,75,10210,0.09,21,,
2008,75,10220,0.26,1,,
2008,75,10285,0.33,9,,
2008,75,21314,0.26,8,,
2008,75,21375,0.4,4,,
2008,75,21735,2.07,56,,
2008,75,21932,0.07,3,,
2008,75,23055,0.02,3,,
2008,75,24185,0.04,1,,
2008,75,40500,0.08,3,,
2008,75,43000,0.08,1,,
2008,75,66530,0.01,6,,
2008,75,66548,0.03,26,,
2008,75,66601,0,1,,
2008,75,66611,0.04,18,,
2008,75,68781,3.98,29,,
2008,75,80020,0.43,1,,
2008,75,80200,0.76,3,,
2008,75,81742,11.55,291,,
2008,75,91000,0.04,1,,
2008,75,99999,0.16,,,
2008,76,10210,1.3,83,,
2008,76,10220,1.21,2,,
2008,76,10285,1.17,22,,
2008,76,20041,0.01,1,,
2008,76,21110,0.42,21,,
2008,76,21314,0.32,17,,
2008,76,21375,0.58,4,,
2008,76,21376,0.07,1,,
2008,76,21735,4.4,166,,
2008,76,21932,0.06,2,,
2008,76,23055,0.13,8,,
2008,76,43000,1.18,8,,
2008,76,56311,0,1,,
2008,76,66548,0.02,7,,
2008,76,66611,0.02,5,,
2008,76,68781,4.12,29,,
2008,76,80020,0.48,4,,
2008,76,80200,0.22,1,,
2008,76,80590,0.1,3,,
2008,76,81095,0.02,1,,
2008,76,81742,11.15,184,,
2008,76,91000,0.62,2,,
2008,76,99999,1.16,,,
2008,77,10210,1.06,55,,
2008,77,10285,0.69,12,,
2008,77,21110,0.06,1,,
2008,77,21314,0.58,21,,
2008,77,21375,0.26,7,,
2008,77,21735,6.5,248,,
2008,77,21932,0.12,4,,
2008,77,23055,0.26,10,,
2008,77,41201,0.03,1,,
2008,77,43000,1.84,11,,
2008,77,66530,0.02,4,,
2008,77,66548,0.03,7,,
2008,77,66611,0.01,2,,
2008,77,68580,0.02,1,,
2008,77,68781,1.7,11,,
2008,77,69322,,,5.6,1
2008,77,75284,0.06,1,,
2008,77,80200,0.07,1,,
2008,77,81095,0.01,1,,
2008,77,81742,9,138,,
2008,77,91000,0.05,1,,
2008,77,99999,1.8,,,
2008,78,10210,0.48,20,,
2008,78,10220,5.4,9,,
2008,78,10285,0.18,4,,
2008,78,21110,0.02,1,,
2008,78,21314,0.94,34,,
2008,78,21375,0.29,6,,
2008,78,21735,1.2,56,,
2008,78,21932,0.94,29,,
2008,78,23055,0.02,1,,
2008,78,41201,0.01,1,,
2008,78,43000,1.01,14,,
2008,78,66548,0.03,13,,
2008,78,66601,0.01,1,,
2008,78,66611,0,1,,
2008,78,68781,2.02,17,,
2008,78,69322,,,4.4,1
2008,78,80200,0.36,2,,
2008,78,81742,8.5,110,,
2008,78,95000,0.01,1,,
2008,78,99999,2.98,,,
2008,79,10140,0.19,9,,
2008,79,10210,0.01,1,,
2008,79,10220,2.1,2,,
2008,79,10285,0.04,1,,
2008,79,20041,0.03,1,,
2008,79,21110,0.04,1,,
2008,79,21314,0.2,9,,
2008,79,21315,0.5,20,,
2008,79,21347,0.48,4,,
2008,79,21375,0.66,3,,
2008,79,21720,,,80.15,18
2008,79,21725,0.13,6,,
2008,79,21735,6.05,42,,
2008,79,21740,0.01,1,,
2008,79,21740,,,6.8,2
2008,79,22200,0.02,1,,
2008,79,23055,0.02,1,,
2008,79,23806,0,1,,
2008,79,41201,2.48,44,,
2008,79,43000,4.22,319,,
2008,79,50010,0.01,1,,
2008,79,56300,0.01,6,,
2008,79,62000,0,1,,
2008,79,66045,0.15,71,,
2008,79,66170,0,1,,
2008,79,66530,0,1,,
2008,79,66611,0.1,29,,
2008,79,68577,3.1,59,,
2008,79,68580,1.92,84,,
2008,79,69010,0.04,3,,
2008,79,71004,0.11,1,,
2008,79,71010,0.04,4,,
2008,79,71511,0.22,5,,
2008,79,71772,0.09,1,,
2008,79,80020,0.87,2,,
2008,79,80200,0.88,4,,
2008,79,80590,3.04,27,,
2008,79,80595,1.11,78,,
2008,79,81095,0.34,4,,
2008,79,81355,0.01,1,,
2008,79,81742,7.5,51,,
2008,79,83020,1.05,5,,
2008,79,85200,0.41,3,,
2008,79,95000,0.02,2,,
2008,79,98000,1.8,8,,
2008,79,99999,0.48,,,
2008,79,2,0.03,3,,
2008,80,10140,0.46,14,,
2008,80,10285,1.45,1,,
2008,80,20041,0.01,1,,
2008,80,20051,0.01,7,,
2008,80,21315,1.02,42,,
2008,80,21375,5.07,11,,
2008,80,21720,,,67.1,14
2008,80,21725,0.05,3,,
2008,80,21740,,,11.85,4
2008,80,40500,0.02,2,,
2008,80,41201,0.06,3,,
2008,80,43000,0.69,46,,
2008,80,50010,0,2,,
2008,80,56300,0,1,,
2008,80,66045,0.03,21,,
2008,80,66170,0,2,,
2008,80,66611,0.12,22,,
2008,80,68577,1.78,33,,
2008,80,68580,1.07,49,,
2008,80,69061,0.02,1,,
2008,80,69086,0.16,7,,
2008,80,71004,0.96,15,,
2008,80,71010,0.07,3,,
2008,80,71511,0.08,4,,
2008,80,71525,0.02,1,,
2008,80,71882,0.2,1,,
2008,80,72740,0.96,31,,
2008,80,80540,0.01,1,,
2008,80,80590,3.27,30,,
2008,80,80595,0.29,17,,
2008,80,81742,0.78,3,,
2008,80,82510,0.12,1,,
2008,80,83020,0.69,6,,
2008,80,85200,0.03,3,,
2008,80,95000,0.06,4,,
2008,80,98300,2.41,,,
2008,80,99999,0.41,,,
2008,80,2,4.08,,,
2008,81,10140,0.07,18,,
2008,81,20051,0.01,2,,
2008,81,21315,0.54,23,,
2008,81,21347,0.09,1,,
2008,81,21375,4.25,6,,
2008,81,21720,,,41.1,9
2008,81,21725,0.07,4,,
2008,81,21740,,,9.25,4
2008,81,24189,,,445,1
2008,81,40500,0.01,2,,
2008,81,41201,0.01,1,,
2008,81,43000,0.7,31,,
2008,81,50010,0.02,1,,
2008,81,56300,0,3,,
2008,81,62000,0,1,,
2008,81,66045,0.02,17,,
2008,81,66170,0,1,,
2008,81,66530,0,1,,
2008,81,66611,0.19,48,,
2008,81,68577,0.9,77,,
2008,81,68580,0.22,276,,
2008,81,69061,0.02,1,,
2008,81,69086,0.01,1,,
2008,81,71004,0.75,7,,
2008,81,71250,0,1,,
2008,81,72740,0.03,2,,
2008,81,80540,0.01,1,,
2008,81,80590,0.85,11,,
2008,81,80595,0.12,6,,
2008,81,82510,0.27,3,,
2008,81,83020,0.37,6,,
2008,81,85200,0.02,5,,
2008,81,95000,0.01,2,,
2008,81,98000,1.17,6,,
2008,81,98082,1.6,64,,
2008,81,98300,0.71,7,,
2008,81,99999,0.11,,,
2008,81,2,11.75,,,
2008,82,10140,0.16,6,,
2008,82,10140,0.16,6,,
2008,82,10210,1.45,1,,
2008,82,10220,2.15,1,,
2008,82,10260,0.99,1,,
2008,82,10285,4.45,2,,
2008,82,20051,0.04,1,,
2008,82,21110,0.17,1,,
2008,82,21315,0.34,14,,
2008,82,21375,1.8,2,,
2008,82,21720,,,37.7,9
2008,82,21725,0.11,3,,
2008,82,21740,,,18.4,6
2008,82,22200,0.03,1,,
2008,82,40500,0.09,3,,
2008,82,41201,0.06,2,,
2008,82,43000,1.08,23,,
2008,82,56300,0,1,,
2008,82,66045,0.04,29,,
2008,82,66530,0,2,,
