Year,Haul,Spcode,subsample_w_kg,subsample_n,wholesample_w_kg,wholesample_n
2002,62,75285,0.04,2,,
2002,62,66580,0.1,23,,
2002,62,66530,0,1,,
2002,62,66548,0,1,,
2002,62,66050,0.02,2,,
2002,62,23808,0.02,3,,
2002,62,24189,0.01,1,,
2002,62,20041,0.01,1,,
2002,62,21725,0.1,9,,
2002,62,69086,0.76,14,,
2002,62,69120,0.34,5,,
2002,62,69061,0.06,7,,
2002,62,99999,1.4,,,
2002,63,81742,24.42,407,,
2002,63,21735,1.32,18,,
2002,63,10210,0.22,5,,
2002,63,10285,0.06,1,,
2002,63,69322,,,2.78,4
2002,63,83020,0.36,2,,
2002,63,80020,0.86,1,,
2002,63,82510,0.62,16,,
2002,63,80200,1.84,3,,
2002,63,23808,0.1,7,,
2002,63,20001,0.02,1,,
2002,63,23804,0.01,1,,
2002,63,23041,0.01,1,,
2002,63,69316,0.02,3,,
2002,63,21725,0.06,4,,
2002,63,21388,0.04,1,,
2002,63,21375,0.2,2,,
2002,63,66580,0.06,16,,
2002,63,66045,0.01,13,,
2002,63,66050,0,1,,
2002,63,66530,0,2,,
2002,63,41201,0.2,5,,
2002,63,69082,0.16,15,,
2002,63,75285,0.04,1,,
2002,63,0,0,1,,
2002,63,65100,0,3,,
2002,63,95060,0,1,,
2002,63,69120,0.64,16,,
2002,63,69086,0.2,5,,
2002,63,69061,0.08,4,,
2002,63,99999,1.16,,,
2002,64,81742,29.88,498,,
2002,64,21735,0.9,254,,
2002,64,10210,0.94,13,,
2002,64,10285,0.26,2,,
2002,64,69322,,,0.34,1
2002,64,80200,2.78,5,,
2002,64,82510,0.94,20,,
2002,64,41201,0.3,13,,
2002,64,43000,0.12,2,,
2002,64,66045,1.68,985,,
2002,64,83020,0.3,8,,
2002,64,69316,0,2,,
2002,64,23808,0.32,21,,
2002,64,24189,0.12,8,,
2002,64,24185,0.1,2,,
2002,64,21725,0.01,2,,
2002,64,75285,0.2,6,,
2002,64,74080,0.04,1,,
2002,64,21388,0.38,9,,
2002,64,21405,0,1,,
2002,64,74985,0.02,1,,
2002,64,66580,0.22,44,,
2002,64,66548,0.02,10,,
2002,64,66530,0,2,,
2002,64,69061,0.01,4,,
2002,64,69120,0.96,11,,
2002,64,99999,1.64,,,
2002,64,74311,0,1,,
2002,64,80595,0,1,,
2002,64,21314,0.06,5,,
2002,64,21375,0.02,3,,
2002,65,81742,27.28,455,,
2002,65,21935,0.26,33,,
2002,65,10210,0.28,11,,
2002,65,69322,,,3.82,5
2002,65,80200,0.88,2,,
2002,65,43000,0.1,3,,
2002,65,41201,0.2,9,,
2002,65,71772,0.74,9,,
2002,65,21388,0.12,16,,
2002,65,66045,0.98,443,,
2002,65,71884,0.62,3,,
2002,65,23808,0.22,16,,
2002,65,71882,0.36,3,,
2002,65,20041,0,1,,
2002,65,24189,0.18,2,,
2002,65,82510,1.46,32,,
2002,65,75285,0.48,8,,
2002,65,74985,0.04,1,,
2002,65,65205,0.26,6,,
2002,65,69316,0,1,,
2002,65,21725,1.16,85,,
2002,65,83020,0.1,1,,
2002,65,23041,0.02,2,,
2002,65,23055,0.02,1,,
2002,65,21314,0.02,2,,
2002,65,69086,0.62,7,,
2002,65,69061,0.02,1,,
2002,65,69120,0.88,11,,
2002,65,99999,0.64,,,
2002,65,66580,0.3,62,,
2002,65,66530,0,2,,
2002,65,66548,0,1,,
2002,65,40011,0.01,,,
2002,66,81742,32.63,544,,
2002,66,21935,0.92,44,,
2002,66,10210,0.22,6,,
2002,66,10285,0.22,4,,
2002,66,69322,,,0.6,1
2002,66,82510,1.24,27,,
2002,66,80200,0.54,1,,
2002,66,43000,0.28,8,,
2002,66,41201,0.02,4,,
2002,66,98082,0.14,6,,
2002,66,23055,0.14,6,,
2002,66,80595,0,2,,
2002,66,24189,0.06,2,,
2002,66,24185,0.06,1,,
2002,66,20041,0.04,1,,
2002,66,23808,0.14,13,,
2002,66,75285,0.5,15,,
2002,66,21388,0.22,5,,
2002,66,69120,0.2,2,,
2002,66,69086,0.08,1,,
2002,66,21314,0.08,6,,
2002,66,21375,0.1,2,,
2002,66,71882,0.12,1,,
2002,66,71884,0.5,1,,
2002,66,71772,0.04,1,,
2002,66,66548,0.04,24,,
2002,66,66580,0.06,16,,
2002,66,66530,0,2,,
2002,66,71001,0.06,1,,
2002,66,83020,0.08,1,,
2002,66,99999,1.32,,,
2002,67,81742,30.75,513,,
2002,67,21735,0.2,2,,
2002,67,10210,0.16,6,,
2002,67,10285,0.1,2,,
2002,67,69322,,,1.89,2
2002,67,80200,0.42,2,,
2002,67,23808,0.02,2,,
2002,67,82510,0.4,17,,
2002,67,12388,0.3,7,,
2002,67,41201,0.36,12,,
2002,67,71004,0.18,4,,
2002,67,43000,0.1,1,,
2002,67,75285,0.38,13,,
2002,67,66580,0.34,69,,
2002,67,66045,0.08,32,,
2002,67,66601,0.1,2,,
2002,67,71884,1.24,10,,
2002,67,69086,0.9,24,,
2002,67,71772,0.06,1,,
2002,67,71882,0.1,2,,
2002,67,71575,0,1,,
2002,67,69061,0.02,4,,
2002,67,69120,0.38,12,,
2002,67,23055,0.1,1,,
2002,67,23804,0,1,,
2002,67,99999,2.08,1,,
2002,67,80595,0,1,,
2002,67,21725,0.18,16,,
2002,67,21314,0.04,4,,
2002,68,81742,41.76,696,,
2002,68,21735,0.78,7,,
2002,68,10210,0.72,17,,
2002,68,10285,0.28,5,,
2002,68,69322,,,1.52,2
2002,68,68781,0.76,7,,
2002,68,82510,0.44,17,,
2002,68,43000,0.32,1,,
2002,68,80595,0.22,6,,
2002,68,75285,0.4,9,,
2002,68,98082,0.08,4,,
2002,68,65100,0.08,3,,
2002,68,21388,0.12,2,,
2002,68,71884,3.2,20,,
2002,68,71753,0.24,2,,
2002,68,23055,0.14,3,,
2002,68,23804,0,1,,
2002,68,23808,0.08,3,,
2002,68,24185,0.04,1,,
2002,68,20061,,,0.02,1
2002,68,66548,0.06,28,,
2002,68,21375,0.02,1,,
2002,68,66580,0.01,7,,
2002,68,41201,0.3,49,,
2002,68,71001,0,1,,
2002,68,69120,1,26,,
2002,68,99999,2.18,,,
2002,69,81742,12.64,211,,
2002,69,21735,0.46,4,,
2002,69,10210,0.24,8,,
2002,69,69322,,,0.08,1
2002,69,82510,0.4,28,,
2002,69,43000,0.22,3,,
2002,69,65100,0.02,1,,
2002,69,98082,0.11,2,,
2002,69,66580,0.08,5,,
2002,69,66045,0,1,,
2002,69,21405,0.01,1,,
2002,69,23808,0.14,8,,
2002,69,21725,0.62,46,,
2002,69,21110,0.06,3,,
2002,69,23804,0,1,,
2002,69,21388,0.04,1,,
2002,69,81095,0.01,1,,
2002,69,71884,2.2,15,,
2002,69,71004,0.1,,,
2002,69,69120,0.08,2,,
2002,69,69086,0.72,15,,
2002,69,71772,0.48,5,,
2002,69,75285,0.24,6,,
2002,69,69061,0.02,1,,
2002,69,74414,0,2,,
2002,69,99999,39.86,,,
2002,69,69090,0.02,1,,
2002,69,21725,0.5,39,,
2002,69,0,0,1,,
2002,69,71500,0,1,,
2002,70,21735,0.58,38,,
2002,70,10210,1.15,19,,
2002,70,10285,0.46,6,,
2002,70,69322,,,0.76,1
2002,70,68781,0.08,1,,
2002,70,24189,0.7,3,,
2002,70,66580,0.55,37,,
2002,70,66548,0.05,18,,
2002,70,66045,0.01,12,,
2002,70,23804,0,2,,
2002,70,82510,1,25,,
2002,70,24185,0.65,4,,
2002,70,21110,0.36,17,,
2002,70,23055,0.08,2,,
2002,70,21388,0.38,5,,
2002,70,75285,0.48,8,,
2002,70,43000,1.06,30,,
2002,70,41201,0.08,23,,
2002,70,65100,0,1,,
2002,70,71004,0.01,1,,
2002,70,98310,0.02,1,,
2002,70,21314,0.16,8,,
2002,70,21375,0.16,2,,
2002,70,23808,0.02,4,,
2002,70,69316,0.02,1,,
2002,70,69086,0.06,8,,
2002,70,69120,0.78,26,,
2002,70,71882,0.62,9,,
2002,70,71884,6.38,35,,
2002,71,81742,18.01,300,,
2002,71,21735,1.22,,,
2002,71,21371,1.02,11,,
2002,71,10285,0.22,2,,
2002,71,66580,0.6,82,,
2002,71,21388,0.64,9,,
2002,71,66548,0.06,11,,
2002,71,66045,0.06,18,,
2002,71,66530,0,1,,
2002,71,66050,0.06,2,,
2002,71,75285,0.2,6,,
2002,71,24185,0.18,2,,
2002,71,24189,0.48,2,,
2002,71,23808,0.16,3,,
2002,71,20322,0.22,1,,
2002,71,21740,0.02,1,,
2002,71,21725,0.02,1,,
2002,71,69316,0.04,1,,
2002,71,23804,0,1,,
2002,71,69061,0.14,19,,
2002,71,21314,0.02,1,,
2002,71,21375,0.01,1,,
2002,71,82510,0.88,44,,
2002,71,69086,1.2,23,,
2002,71,69120,0.74,25,,
2002,71,71884,3.4,13,,
2002,71,71882,0.24,4,,
2002,71,43000,0.1,4,,
2002,71,65100,0.1,4,,
2002,71,41201,0.1,8,,
2002,71,98082,0.1,5,,
2002,71,71001,0,5,,
2002,71,21332,0.01,1,,
2002,71,99999,2.02,,,
2002,72,81742,22.9,382,,
2002,72,21735,0.34,4,,
2002,72,10210,0.46,9,,
2002,72,10285,0.44,4,,
2002,72,69322,,,5.38,4
2002,72,80590,0.2,1,,
2002,72,80200,0.25,1,,
2002,72,80020,1.42,1,,
2002,72,80595,0.06,5,,
2002,72,21388,0.36,6,,
2002,72,71884,2.42,11,,
2002,72,71882,0.7,6,,
2002,72,71772,0.15,1,,
2002,72,71580,0.08,3,,
2002,72,82510,0.85,39,,
2002,72,69316,0,1,,
2002,72,40050,0,1,,
2002,72,83020,0.12,1,,
2002,72,69086,0.96,25,,
2002,72,43000,0.2,4,,
2002,72,69120,0.98,20,,
2002,72,69061,0.2,8,,
2002,72,21423,0.05,1,,
2002,72,23055,0.05,1,,
2002,72,21725,0.22,39,,
2002,72,75285,0.5,16,,
2002,72,66530,0.12,5,,
2002,72,24185,0.14,31,,
2002,72,23808,0.1,3,,
2002,72,66580,0.34,81,,
2002,72,66548,0.12,18,,
2002,72,66045,0.02,18,,
2002,72,41201,0.15,2,,
2002,72,99999,5.7,,,
2002,72,21314,0.4,1,,
2002,72,24189,0.55,1,,
2002,72,74414,0,1,,
2002,72,98082,0.3,64,,
2002,72,65100,0.44,14,,
2002,73,81742,14.7,245,,
2002,73,21735,2.08,17,,
2002,73,10210,0.16,2,,
2002,73,69332,,,18.16,31
2002,73,68781,0.36,1,,
2002,73,10220,0.76,1,,
2002,73,80020,2.12,2,,
2002,73,83020,0.62,4,,
2002,73,82510,1.08,27,,
2002,73,69120,1.06,19,,
2002,73,69086,0.26,4,,
2002,73,69061,0.02,4,,
2002,73,80200,1.68,14,,
2002,73,66045,0.12,33,,
2002,73,66580,0.02,5,,
2002,73,69316,0.02,2,,
2002,73,23808,0.02,4,,
2002,73,41201,0.26,21,,
2002,73,99999,4.06,,,
2002,73,71882,0.12,1,,
2002,73,71772,0.22,3,,
2002,73,71753,0.18,1,,
2002,73,71884,2.18,10,,
2002,73,21388,0.1,2,,
2002,73,21725,0.02,1,,
2002,73,40011,0,2,,
2002,73,95020,0,1,,
2002,73,74311,0,1,,
2002,75,81742,22.5,4,,
2002,75,21735,0.9,11,,
2002,75,21371,1.86,1,,
2002,75,10210,1.28,33,,
2002,75,10220,8.9,13,,
2002,75,80200,2.06,5,,
2002,75,69120,0.26,3,,
2002,75,10130,0,1,,
2002,75,40050,0,1,,
2002,75,82510,0.04,1,,
2002,75,43000,2.44,44,,
2002,75,71772,0.22,1,,
2002,75,71882,0.22,1,,
2002,75,71884,3.2,26,,
2002,75,23808,0.06,2,,
2002,75,21388,0.04,1,,
2002,75,23055,0.06,1,,
2002,75,21740,0.04,1,,
2002,75,21375,0,1,,
2002,75,80020,0.28,5,,
2002,75,83020,0.28,1,,
2002,75,66580,0.2,20,,
2002,75,66045,0,2,,
2002,75,66530,0.26,42,,
2002,75,66548,0.22,47,,
2002,75,99999,2.06,,,
2002,76,81742,28.96,483,,
2002,76,21735,2.4,29,,
2002,76,10210,0.58,12,,
2002,76,10285,1.14,6,,
2002,76,24185,0.36,4,,
2002,76,83020,0.34,6,,
2002,76,23808,0.1,2,,
2002,76,10220,1.82,2,,
2002,76,21388,0.1,1,,
2002,76,21740,0.04,3,,
2002,76,80200,1.78,4,,
2002,76,41201,0.12,5,,
2002,76,71772,0.34,2,,
2002,76,40050,0.42,675,,
2002,76,75285,0.18,1,,
2002,76,21375,0.1,2,,
2002,76,69120,0.7,10,,
2002,76,69061,0.12,5,,
2002,76,82510,0.2,3,,
2002,76,98310,0.84,6,,
2002,76,71004,0.01,,,
2002,76,0,0.08,,,
2002,76,43000,0.16,4,,
2002,76,98082,0.08,3,,
2002,76,69086,0.5,3,,
2002,76,69090,0.24,1,,
2002,76,99999,2.24,,,
2006,1,81742,26,128,,
2006,1,10210,0.34,6,,
2006,1,10285,0.42,2,,
2006,1,69322,,,1.48,1
2006,1,83020,0.34,6,,
2006,1,99999,2.1,,,
2006,1,80200,4.7,19,,
2006,1,80590,0.4,2,,
2006,1,10220,4,2,,
2006,1,21725,0.05,3,,
2006,1,66570,0.3,31,,
2006,1,80595,1.65,94,,
2006,1,82510,0.25,6,,
2006,1,23808,0.02,1,,
2006,1,66502,0.01,1,,
2006,1,20202,0.01,4,,
2006,1,21740,0.01,1,,
2006,1,10260,0.33,1,,
2006,1,75284,0.03,1,,
2006,1,10140,0.05,3,,
2006,1,80020,3.1,4,,
2006,1,41201,0.01,1,,
2006,1,68580,0.02,2,,
2006,1,68577,0.1,2,,
2006,1,69061,0.1,3,,
2006,1,21375,0.5,2,,
2006,1,71001,0.01,1,,
2006,2,81742,3.35,25,,
2006,2,21735,16,155,,
2006,2,10210,2.07,53,,
2006,2,10285,2.51,11,,
2006,2,69322,,,55,179
2006,2,68781,0.54,3,,
2006,2,83020,0.12,1,,
2006,2,99999,2.27,,,
2006,2,10220,8,9,,
2006,2,21725,16,1082,,
2006,2,68580,0.38,33,,
2006,2,68577,0.15,2,,
2006,2,66601,0.21,8,,
2006,2,69061,4,0,,
2006,2,98082,0.55,4,,
2006,2,66050,0.04,4,,
2006,2,80595,0.15,10,,
2006,2,80020,0.82,3,,
2006,2,80590,0.08,1,,
2006,2,80200,2,1,,
2006,2,82510,0.35,4,,
2006,2,23808,0.12,4,,
2006,2,24180,0.58,1,,
2006,2,23055,0.17,2,,
2006,2,21110,0.09,1,,
2006,2,41201,0.05,3,,
2006,2,21375,0.62,2,,
2006,2,81355,0.02,1,,
2006,3,81742,26,192,,
2006,3,10285,2.15,16,,
2006,3,69322,,,20,33
2006,3,10120,,,2,1
2006,3,68781,0.62,2,,
2006,3,66530,0.03,4,,
2006,3,66548,0.05,11,,
2006,3,66611,0.3,33,,
2006,3,66045,0.09,15,,
2006,3,99999,1.14,,,
2006,3,80020,4,7,,
2006,3,10220,14,16,,
2006,3,41201,0.12,2,,
2006,3,10210,8,138,,
2006,3,83020,0.44,13,,
2006,3,21735,22,274,,
2006,3,80590,0.12,2,,
2006,3,21110,1.1,16,,
2006,3,80200,6,29,,
2006,3,71001,0.12,1,,
2006,3,23055,2.1,52,,
2006,3,66050,0.12,16,,
2006,3,69061,0.09,3,,
2006,3,68580,0.54,21,,
2006,3,21932,0.11,1,,
2006,3,75285,0.09,1,,
2006,3,23808,0.17,5,,
2006,3,21725,0.57,40,,
2006,3,21740,0.73,68,,
2006,3,10140,0.14,4,,
2006,3,10260,0.53,1,,
2006,3,21375,3.3,9,,
2006,3,21388,0.06,1,,
2006,4,81742,6,44,,
2006,4,21735,1.07,13,,
2006,4,10210,1.5,29,,
2006,4,69322,,,53,125
2006,4,83020,0.1,4,,
2006,4,66548,0.01,3,,
2006,4,66611,0.06,10,,
2006,4,66045,0.01,1,,
2006,4,23055,0.5,9,,
2006,4,10220,6,7,,
2006,4,80200,1.1,9,,
2006,4,21375,1.7,4,,
2006,4,80020,2.15,4,,
2006,4,21388,0.08,1,,
2006,4,21110,0.23,4,,
2006,4,68580,0.06,6,,
2006,4,69061,0.03,1,,
2006,4,41201,0.07,2,,
2006,4,99999,0.08,,,
2006,4,66050,0.04,5,,
2006,4,21725,0.08,4,,
2006,4,21740,0.25,21,,
2006,5,81742,19,188,,
2006,5,21735,2.35,60,,
2006,5,10210,2.1,45,,
2006,5,10285,0.15,2,,
2006,5,69322,,,2,3
2006,5,68781,0.96,6,,
2006,5,43000,0.35,3,,
2006,5,83020,0.18,2,,
2006,5,66530,0.01,1,,
2006,5,66548,0.02,3,,
2006,5,66611,0.13,12,,
2006,5,99999,0.3,,,
2006,5,80200,6,26,,
2006,5,23055,0.13,3,,
2006,5,21110,0.13,1,,
2006,5,80020,1.05,3,,
2006,5,10220,0.6,1,,
2006,5,23808,0.18,2,,
2006,5,21932,0.15,1,,
2006,5,21740,0.02,1,,
2006,5,21725,0.5,3,,
2006,5,82510,0.15,2,,
2006,5,41201,0.04,1,,
2006,5,21375,0.78,3,,
2006,5,71772,0.25,1,,
2006,5,21446,0.03,1,,
2006,6,81742,16,154,,
2006,6,21735,3.6,76,,
2006,6,10210,6,131,,
2006,6,10285,0.07,2,,
2006,6,69322,,,0.57,1
2006,6,10120,,,3.05,1
2006,6,68781,2.2,12,,
2006,6,43000,6,18,,
2006,6,83020,0.01,1,,
2006,6,66530,0.05,3,,
2006,6,66548,0.02,7,,
2006,6,66611,0.22,24,,
2006,6,66045,0.11,22,,
2006,6,99999,4.4,,,
2006,6,80020,0.84,5,,
2006,6,23055,0.55,12,,
2006,6,23809,0.14,1,,
2006,6,21932,0.1,1,,
2006,6,10220,1.6,2,,
2006,6,68580,0.02,1,,
2006,6,80200,2.1,14,,
2006,6,69061,0.15,8,,
2006,6,82510,0.04,1,,
2006,6,66050,0.01,2,,
2006,6,21375,3.1,8,,
2006,6,21725,0.02,2,,
2006,6,21740,0.02,2,,
2006,6,21388,0.39,9,,
2006,6,41201,0.01,1,,
2006,6,95000,0.01,1,,
2006,7,81742,20,413,,
2006,7,21735,2.55,72,,
2006,7,10210,13.3,330,,
2006,7,10285,1.24,24,,
2006,7,69322,,,0.65,1
2006,7,68781,1.32,7,,
2006,7,80200,1.37,7,,
2006,7,21932,0.2,11,,
2006,7,23055,0.3,9,,
2006,7,10220,1.65,3,,
2006,7,21388,0.44,9,,
2006,7,80020,1.9,4,,
2006,7,10140,0.03,1,,
2006,7,21110,0.02,1,,
2006,7,21740,0.03,5,,
2006,7,82510,0.05,1,,
2006,7,41201,0.08,9,,
2006,7,66548,0.09,8,,
2006,7,66611,0.01,1,,
2006,7,75285,0.04,1,,
2006,7,21375,0.07,1,,
2006,7,95000,0.05,5,,
2006,7,91000,0.02,1,,
2006,7,80595,0.01,10,,
2006,7,69061,0.03,2,,
2006,7,74981,0.05,1,,
2006,7,21313,0.1,1,,
2006,7,99999,0.4,,,
2006,8,81742,26,557,,
2006,8,21735,0.93,16,,
2006,8,10210,2.25,91,,
2006,8,10285,0.5,17,,
2006,8,68781,2.45,17,,
2006,8,10220,0.47,2,,
2006,8,21313,0.24,6,,
2006,8,21375,0.12,1,,
2006,8,69061,0.01,1,,
2006,8,71001,0.01,1,,
2006,8,21110,0.19,2,,
2006,8,66548,0.14,32,,
2006,8,23055,0.08,1,,
2006,8,80200,0.06,1,,
2006,8,99999,0.24,,,
2006,8,95000,0.01,1,,
2006,8,66611,0.01,1,,
2006,9,81742,26,300,,
2006,9,21735,3.85,66,,
2006,9,10210,1.55,29,,
2006,9,10285,0.6,7,,
2006,9,69322,,,0.62,1
2006,9,68781,0.73,3,,
2006,9,43000,0.37,6,,
2006,9,66548,0.08,12,,
2006,9,66611,0.08,7,,
2006,9,80200,0.69,1,,
2006,9,80020,0.44,1,,
2006,9,21388,0.15,1,,
2006,9,20322,0.95,10,,
2006,9,21110,0.45,10,,
2006,9,23055,0.1,1,,
2006,9,21740,0.1,1,,
2006,9,21725,0.05,1,,
2006,9,21932,0.1,1,,
2006,9,82510,0.33,4,,
2006,9,41201,0.1,2,,
2006,9,69035,0.16,1,,
2006,9,20061,0.11,1,,
2006,9,23808,0.03,1,,
2006,9,69061,0.08,2,,
2006,9,99999,1.13,,,
2006,9,75284,0.14,1,,
2006,9,71884,0.55,4,,
2006,9,21314,0.08,2,,
2006,9,80595,0.01,1,,
2006,10,81742,18,430,,
2006,10,21735,0.55,18,,
2006,10,10210,1.6,54,,
2006,10,10285,0.4,7,,
2006,10,68781,0.03,1,,
2006,10,66548,0.09,25,,
2006,10,66611,0.01,1,,
2006,10,21110,0.45,7,,
2006,10,10220,1.1,1,,
2006,10,23055,1.1,2,,
2006,10,80200,1.2,3,,
2006,10,21932,0.08,2,,
2006,10,80595,0.03,3,,
2006,10,21314,0.06,2,,
2006,10,80020,10,6,,
2006,10,82510,0.4,5,,
2006,10,21388,0.05,1,,
2006,10,69061,0.03,3,,
2006,10,41201,0.03,2,,
2006,10,99999,0.25,,,
2006,11,81742,14,199,,
2006,11,21735,1.5,21,,
2006,11,10210,0.83,17,,
2006,11,10285,1.3,32,,
2006,11,69322,0,0,,
2006,11,68781,0.15,1,,
2006,11,66530,0.01,2,,
2006,11,66611,0.09,9,,
2006,11,80200,4,9,,
2006,11,21725,0.45,23,,
2006,11,21314,0.25,6,,
2006,11,23808,0.02,1,,
2006,11,82510,0.35,6,,
2006,11,69061,0.1,3,,
2006,11,41201,0.12,3,,
2006,11,80595,0.02,2,,
2006,11,71001,0.25,1,,
2006,11,21405,0.01,1,,
2006,11,99999,3.17,,,
2006,11,71500,0.01,2,,
2006,11,98310,0.3,2,,
2006,12,81742,24,229,,
2006,12,21735,2.4,35,,
2006,12,10210,1.23,23,,
2006,12,10285,0.85,11,,
2006,12,69322,,,0.73,1
2006,12,68781,0.5,1,,
2006,12,66530,0.05,5,,
2006,12,66548,0.03,5,,
2006,12,66611,0.06,6,,
2006,12,66045,0.01,1,,
2006,12,10220,4,1,,
2006,12,21725,1.3,187,,
2006,12,82510,0.34,4,,
2006,12,80020,0.64,1,,
2006,12,21932,0.25,1,,
2006,12,66601,0.15,1,,
2006,12,41201,0.14,8,,
2006,12,69061,0.1,4,,
2006,12,69010,0.3,3,,
2006,12,74311,0.04,4,,
2006,12,65100,0.01,1,,
2006,12,98310,1.2,2,,
2006,12,71004,0.25,3,,
2006,12,21314,0.15,1,,
2006,12,99999,0.4,,,
2006,12,80595,0.01,1,,
2006,12,95000,0.01,1,,
2006,12,75241,0.15,1,,
2006,12,71753,0.5,2,,
2006,12,71800,0.5,5,,
2006,12,71884,0.3,2,,
2006,12,98082,0.15,2,,
2006,13,81742,10,126,,
2006,13,21735,3.35,44,,
2006,13,10210,1.3,3,,
2006,13,10285,0.48,8,,
2006,13,69322,,,1.82,4
2006,13,68781,0.88,4,,
2006,13,43000,0.06,1,,
2006,13,66530,0.01,3,,
2006,13,66548,0.06,12,,
2006,13,66611,0.07,3,,
2006,13,10220,8,4,,
2006,13,80020,4,5,,
2006,13,21110,0.32,4,,
2006,13,21932,0.28,2,,
2006,13,80200,4.15,10,,
2006,13,21725,0.82,84,,
2006,13,41201,0.32,16,,
2006,13,82510,0.55,7,,
2006,13,66601,0.22,2,,
2006,13,21388,0.15,2,,
2006,13,69061,0.1,3,,
2006,13,21375,0.06,1,,
2006,13,23808,0.05,1,,
2006,13,99999,0.25,,,
2006,13,98000,0.1,3,,
2006,13,80595,0.01,1,,
2006,13,71500,0.01,1,,
2006,13,71001,0.02,5,,
2006,14,81742,10,212,,
2006,14,21735,3.2,51,,
2006,14,10210,1.6,53,,
2006,14,10285,1.95,17,,
2006,14,69322,,,1.75,2
2006,14,68781,2.5,15,,
2006,14,10220,1.42,2,,
2006,14,80020,1.02,1,,
2006,14,10211,0.5,11,,
2006,14,21314,0.4,8,,
2006,14,21313,0.05,1,,
2006,14,23055,0.15,2,,
2006,14,21375,0.3,1,,
2006,14,21388,0.14,2,,
2006,14,21932,0.1,3,,
2006,14,66601,0.05,1,,
2006,14,21110,0.25,3,,
2006,14,21725,0.1,6,,
2006,14,66611,0.02,1,,
2006,14,66530,0.02,2,,
2006,14,66548,0.04,5,,
2006,14,80200,0.1,1,,
2006,14,69061,0.08,4,,
2006,14,41201,0.06,3,,
2006,14,80595,0.03,1,,
2006,14,99999,0.03,,,
2006,14,95000,0.02,1,,
2006,15,81742,14,366,,
2006,15,21735,1.8,72,,
2006,15,10210,9,258,,
2006,15,10285,1.2,15,,
2006,15,69322,,,2.62,6
2006,15,68781,1.32,8,,
2006,15,10220,2,3,,
2006,15,21110,0.75,12,,
2006,15,80200,2.3,12,,
2006,15,21725,0.26,22,,
2006,15,23055,0.1,3,,
2006,15,21932,0.2,7,,
2006,15,21375,6,7,,
2006,15,21388,0.22,3,,
2006,15,21314,0.04,1,,
2006,15,20061,0.02,1,,
2006,15,21405,0.02,1,,
2006,15,80020,0.5,1,,
2006,15,66548,0.1,16,,
2006,15,23809,0.15,1,,
2006,15,23808,0.1,2,,
2006,15,41201,0.05,2,,
2006,15,80595,0.05,1,,
2006,15,40500,0.1,1,,
2006,15,95000,0.01,1,,
2006,15,1,0.1,,,
2006,16,81742,6,129,,
2006,16,21735,18,751,,
2006,16,10210,3.9,113,,
2006,16,10285,1.5,34,,
2006,16,10211,0.45,11,,
2006,16,20322,1.2,3,,
2006,16,10260,0.25,1,,
2006,16,99999,3.75,,,
2006,16,10220,0.9,1,,
2006,16,21932,0.85,24,,
2006,16,21110,0.8,12,,
2006,16,21375,0.4,8,,
2006,16,21388,0.09,2,,
2006,16,68781,8,59,,
2006,16,21376,0.25,2,,
2006,16,21313,0.25,13,,
2006,16,23055,0.3,7,,
2006,16,65100,2,39,,
2006,16,21725,0.16,9,,
2006,16,23808,0.03,1,,
2006,16,82510,0.08,1,,
2006,16,40500,0.14,1,,
2006,16,41201,0.1,8,,
2006,16,80020,1.3,2,,
2006,16,80590,0.08,1,,
2006,16,83020,0.02,1,,
2006,16,81095,0.1,6,,
2006,16,10155,0.1,1,,
2006,16,66548,0.06,7,,
2006,16,21397,0.08,1,,
2006,16,21300,1.2,2,,
2006,16,95000,0.02,8,,
2006,17,81742,18,182,,
2006,17,21735,3.1,37,,
2006,17,10210,1.7,36,,
2006,17,69322,,,10.35,20
2006,17,68781,0.25,2,,
2006,17,10120,,,2.2,1
2006,17,23055,0.17,3,,
2006,17,21725,0.25,18,,
2006,17,21740,0.06,2,,
2006,17,10220,2,3,,
2006,17,21375,0.6,1,,
2006,17,99999,0.2,,,
2006,17,80200,10,55,,
2006,17,23808,0.02,1,,
2006,17,69061,0.1,5,,
2006,17,66611,0.4,51,,
2006,17,80020,4.2,10,,
2006,17,66548,0.01,2,,
2006,17,66530,0.02,2,,
2006,17,69120,0.05,1,,
2006,17,66050,0.07,7,,
2006,17,66045,0.01,1,,
2006,17,82510,0.2,3,,
2006,17,68580,0.2,15,,
2006,17,83020,0.1,5,,
2006,17,71001,0.02,1,,
2006,17,40500,0.1,1,,
2006,17,80595,0.01,1,,
2006,17,95000,0.04,4,,
2006,18,81742,38,195,,
2006,18,21735,1.5,1,,
2006,18,10210,0.9,27,,
2006,18,10285,1.5,5,,
2006,18,10220,4,2,,
2006,18,21725,0.7,56,,
2006,18,80595,1.7,131,,
2006,18,80020,1.7,4,,
2006,18,23808,0.2,10,,
2006,18,80590,0.5,4,,
2006,18,10260,2,5,,
2006,18,83020,0.25,6,,
2006,18,21110,0.3,2,,
2006,18,23041,0.15,4,,
2006,18,80200,2.7,17,,
2006,18,21375,1,1,,
2006,18,10140,0.2,4,,
2006,18,83000,0.2,57,,
2006,18,68580,0.2,16,,
2006,18,68577,0.95,14,,
2006,18,40500,0.65,2,,
2006,18,41201,0.39,18,,
2006,18,21313,0.15,3,,
