# NMFS_1976_1991_Catch.csv,,,,
# Derived from NOAA Kodiak ,,,,
"# Expaned whole weight and count by year, Haul, and Species code ",,,,
#,,,,
#,,,,
#,,,,
Year,Haul,Spcode,Total_n,Weight_kg
1976,153,81742,50,10.9
1976,153,98000,1,0.1
1976,153,98082,10,0.3
1976,153,99990,,1.406
1976,154,10210,75,4.309
1976,154,10211,1,0.045
1976,154,10220,4,1.814
1976,154,10285,13,1.814
1976,154,21371,4,1.134
1976,154,21388,1,0.136
1976,154,21725,1,0.045
1976,154,21735,1548,18.597
1976,154,21753,1,0.045
1976,154,23055,3,0.181
1976,154,23807,5,0.181
1976,154,23809,1,0.091
1976,154,24185,3,0.363
1976,154,41201,1,0.02
1976,154,66530,18,0.045
1976,154,66611,6,0.045
1976,154,68781,1,0.045
1976,154,69061,3,0.105
1976,154,69090,4,0.362
1976,154,69120,25,1.522
1976,154,69322,2,1.814
1976,154,71884,2,0.136
1976,154,80020,2,1.2
1976,154,80200,33,10
1976,154,80595,1,0.01
1976,154,81742,394,86.7
1976,154,99990,,0.272
1976,155,10210,13,0.771
1976,155,10220,1,0.907
1976,155,10285,2,0.907
1976,155,21371,1,0.181
1976,155,21725,3,0.136
1976,155,21735,333,2.948
1976,155,21753,2,0.045
1976,155,23055,1,0.045
1976,155,23807,2,0.045
1976,155,66530,11,0.045
1976,155,69090,1,0.072
1976,155,80020,2,0.7
1976,155,81742,250,54.9
1976,155,99990,,0.045
1976,156,10210,7,0.272
1976,156,10285,4,0.771
1976,156,21110,1,0.091
1976,156,21371,1,0.272
1976,156,21725,7,0.227
1976,156,21735,290,7.53
1976,156,21753,1,0.045
1976,156,23055,1,0.045
1976,156,23809,1,0.136
1976,156,40500,20,0.7
1976,156,43000,1,0.01
1976,156,66045,150,0.408
1976,156,66530,21,0.045
1976,156,69061,3,0.083
1976,156,69086,5,0.556
1976,156,69090,6,1.014
1976,156,69120,9,0.676
1976,156,80200,2,0.5
1976,156,81742,44,9.8
1976,156,99990,,2.223
1976,157,10155,1,0.045
1976,157,10210,14,0.953
1976,157,10211,11,0.272
1976,157,10285,7,0.68
1976,157,20061,1,0.045
1976,157,21377,6,0.726
1976,157,21725,10,0.181
1976,157,21735,314,2.449
1976,157,41201,3,0.06
1976,157,43000,1,0.1
1976,157,66530,20,0.045
1976,157,68781,1,0.091
1976,157,69061,1,0.008
1976,157,69086,13,1.232
1976,157,69090,10,0.87
1976,157,69120,26,1.232
1976,157,71772,8,0.363
1976,157,71882,1,0.091
1976,157,71884,2,0.181
1976,157,80200,3,0.8
1976,157,81742,107,23.6
1976,157,82510,3,0.2
1976,157,98000,1,0.3
1976,157,98082,2,0.02
1976,157,99990,,16.874
1976,158,10155,4,0.862
1976,158,10210,1,0.136
1976,158,10220,1,0.136
1976,158,10285,1,0.136
1976,158,20061,1,0.045
1976,158,21371,2,0.181
1976,158,21725,1,0.045
1976,158,21735,166,0.998
1976,158,21753,1,0.045
1976,158,22200,1,0.045
1976,158,23055,3,0.045
1976,158,40500,2,1.8
1976,158,43000,1,0.04
1976,158,66530,20,0.091
1976,158,81742,87,19.051
1976,158,99990,,8.618
1976,159,10155,3,0.726
1976,159,10210,4,0.181
1976,159,10220,1,0.68
1976,159,10285,1,0.045
1976,159,20040,1,0.045
1976,159,21110,1,0.045
1976,159,21371,2,0.136
1976,159,21377,7,1.588
1976,159,21725,4,0.091
1976,159,21735,506,3.402
1976,159,21753,2,0.045
1976,159,22200,1,0.045
1976,159,23055,2,0.045
1976,159,23807,1,0.045
1976,159,23809,2,0.091
1976,159,40500,16,0.9
1976,159,43000,2,0.03
1976,159,66530,140,0.499
1976,159,69090,1,0.169
1976,159,81742,89,19.504
1976,159,99990,,2.585
1976,160,10155,3,0.726
1976,160,10220,1,0.363
1976,160,20061,1,0.045
1976,160,21377,5,1.134
1976,160,21725,1,0.045
1976,160,21735,168,1.951
1976,160,21753,2,0.045
1976,160,23055,2,0.045
1976,160,23807,2,0.045
1976,160,40500,12,0.5
1976,160,66045,1,0.045
1976,160,66530,19,0.181
1976,160,69090,1,0.169
1976,160,81742,347,76.204
1976,160,99990,,0.907
1976,161,10155,5,0.544
1976,161,10210,68,4.536
1976,161,10220,5,2.722
1976,161,10285,14,1.724
1976,161,20040,3,0.091
1976,161,21110,1,0.045
1976,161,21368,1,0.045
1976,161,21377,1,0.181
1976,161,21725,4,0.091
1976,161,21735,332,16.783
1976,161,23055,27,0.499
1976,161,23807,2,0.045
1976,161,24189,1,0.045
1976,161,40500,2,1.8
1976,161,41201,7,0.1
1976,161,66045,1,0.045
1976,161,66530,6,0.045
1976,161,68781,1,0.045
1976,161,69061,2,0.03
1976,161,69086,4,0.483
1976,161,69090,6,0.845
1976,161,69120,33,1.594
1976,161,69322,4,3.357
1976,161,71772,5,0.318
1976,161,71882,2,0.136
1976,161,71884,23,2.404
1976,161,75285,5,0.181
1976,161,80200,2,0.8
1976,161,80595,1,0.01
1976,161,81742,677,148.9
1976,161,82510,1,0.03
1976,161,98000,1,0.5
1976,161,99990,,7.756
1976,163,10210,102,5.443
1976,163,10220,15,6.804
1976,163,10285,4,0.272
1976,163,21315,1,0.136
1976,163,21368,2,0.091
1976,163,21371,6,5.443
1976,163,21735,3023,33.112
1976,163,23055,40,0.771
1976,163,23807,24,0.68
1976,163,24185,1,0.091
1976,163,43000,69,4.5
1976,163,66530,2,0.045
1976,163,66611,5,0.045
1976,163,68577,1,0.1
1976,163,68781,10,1.678
1976,163,69120,80,4.638
1976,163,69322,27,19.278
1976,163,71772,6,0.408
1976,163,71884,11,1.361
1976,163,74983,16,0.318
1976,163,74985,4,0.091
1976,163,75285,8,4.99
1976,163,80020,8,5
1976,163,80200,64,19.1
1976,163,80595,1,0.01
1976,163,81742,1393,306.4
1976,163,82510,28,1.5
1976,163,91000,8,1
1976,163,98000,1,0.6
1976,163,99990,,10.977
1976,164,10155,1,0.091
1976,164,10210,68,2.495
1976,164,10220,9,3.856
1976,164,10285,19,2.268
1976,164,20040,3,0.045
1976,164,21110,2,0.136
1976,164,21371,14,1.134
1976,164,21377,5,1.134
1976,164,21388,2,0.227
1976,164,21725,1,0.091
1976,164,21735,1743,24.267
1976,164,21932,2,0.136
1976,164,23055,89,0.907
1976,164,23809,2,0.091
1976,164,24189,4,0.544
1976,164,40500,7,6.8
1976,164,43000,28,1.8
1976,164,66530,24,0.181
1976,164,69061,2,0.045
1976,164,69086,4,0.459
1976,164,69090,23,3.261
1976,164,69120,26,1.589
1976,164,69322,6,7.167
1976,164,71884,13,0.68
1976,164,80020,1,0.4
1976,164,81742,446,98.1
1976,164,82510,2,0.07
1976,164,91000,1,0.05
1976,164,98000,1,1.4
1976,164,99990,,11.839
1976,166,10155,1,0.091
1976,166,10210,79,2.268
1976,166,10211,3,0.181
1976,166,10220,16,4.309
1976,166,10285,47,4.99
1976,166,20040,1,0.045
1976,166,21110,2,0.136
1976,166,21371,48,2.041
1976,166,21376,1,0.091
1976,166,21377,6,0.907
1976,166,21388,1,0.091
1976,166,21725,2,0.091
1976,166,21735,2546,24.494
1976,166,21753,1,0.045
1976,166,23055,2,0.091
1976,166,23809,31,1.134
1976,166,24189,1,0.045
1976,166,66045,7,0.045
1976,166,66530,221,1.225
1976,166,66611,9,0.091
1976,166,68781,10,2.041
1976,166,69061,220,3.3
1976,166,69086,130,10.145
1976,166,69090,150,20.145
1976,166,69120,210,9.662
1976,166,71835,22,0.227
1976,166,71884,58,2.948
1976,166,75285,1,0.091
1976,166,80590,1,0.2
1976,166,81742,378,83.1
1976,166,82510,1,0.04
1976,166,91000,1,0.01
1976,166,98000,1,2
1976,166,99990,,13.517
1976,167,10210,273,8.165
1976,167,10211,8,0.091
1976,167,10220,6,1.361
1976,167,10285,52,4.99
1976,167,20001,2,0.045
1976,167,20040,7,0.136
1976,167,21315,19,0.272
1976,167,21371,27,1.134
1976,167,21388,4,0.227
1976,167,21725,2,0.091
1976,167,21735,656,5.852
1976,167,21753,5,0.045
1976,167,23055,5,0.136
1976,167,23804,1,0.045
1976,167,23807,1,0.045
1976,167,23809,11,0.454
1976,167,24189,7,1.134
1976,167,43000,117,3.9
1976,167,66045,12,0.045
1976,167,66530,340,1.361
1976,167,66601,4,0.091
1976,167,66611,86,0.454
1976,167,68781,10,1.497
1976,167,69061,195,2.598
1976,167,69090,5,0.58
1976,167,69120,180,8.696
1976,167,69322,36,1.814
1976,167,71882,1,0.045
1976,167,71884,37,1.95
1976,167,72743,1,0.045
1976,167,72759,1,0.045
1976,167,74985,1,0.045
1976,167,75285,5,0.091
1976,167,81742,616,135.5
1976,167,82510,13,0.57
1976,167,98000,1,1.1
1976,167,99990,,9.571
1976,168,10210,150,4.99
1976,168,10211,2,0.091
1976,168,10220,6,2.722
1976,168,10285,6,0.318
1976,168,20040,3,0.045
1976,168,21315,50,1.361
1976,168,21371,8,0.907
1976,168,21388,4,0.227
1976,168,21725,5,0.227
1976,168,21735,3093,26.218
1976,168,23804,1,0.045
1976,168,23807,84,1.361
1976,168,23809,1,0.091
1976,168,24185,3,0.318
1976,168,24189,1,0.136
1976,168,66050,1,0.045
1976,168,66530,108,0.227
1976,168,66601,144,3.039
1976,168,66611,488,5.851
1976,168,68781,48,9.072
1976,168,69061,340,5.1
1976,168,69086,20,3.382
1976,168,69090,10,0.725
1976,168,69120,400,6.222
1976,168,69322,9,6.123
1976,168,71772,13,0.862
1976,168,71882,17,1.633
1976,168,71884,53,6.577
1976,168,74080,1,0.091
1976,168,74985,3,0.091
1976,168,75285,53,1.678
1976,168,80020,5,3.6
1976,168,80200,38,1.1
1976,168,80595,2,0.01
1976,168,81742,1542,339.1
1976,168,82510,52,2.5
1976,168,91000,1,0.4
1976,168,98000,1,0.4
1976,168,98082,1,0.05
1976,168,99990,,16.284
1976,169,10210,12,0.907
1976,169,10220,2,1.361
1976,169,10285,3,0.59
1976,169,20040,3,0.454
1976,169,21315,1,0.045
1976,169,21355,2,0.045
1976,169,21371,7,2.268
1976,169,21388,11,1.134
1976,169,21394,4,0.181
1976,169,21405,5,0.045
1976,169,21725,156,3.629
1976,169,21735,448,14.062
1976,169,22200,2,0.091
1976,169,23055,2,0.045
1976,169,23804,2,0.091
1976,169,23807,43,0.907
1976,169,24185,13,1.588
1976,169,24189,1,0.318
1976,169,41201,522,10.4
1976,169,43000,28,0.9
1976,169,66045,120,0.454
1976,169,66050,20,0.272
1976,169,66601,156,4.037
1976,169,66611,248,2.404
1976,169,68577,2,0.1
1976,169,68580,1,0.045
1976,169,68781,68,12.474
1976,169,69061,280,5.04
1976,169,69086,40,3.865
1976,169,69120,310,16.473
1976,169,69316,1,0.01
1976,169,69322,12,15.422
1976,169,71753,3,0.091
1976,169,71772,9,0.68
1976,169,71882,22,2.041
1976,169,71884,9,0.816
1976,169,74985,2,0.045
1976,169,75285,33,1.225
1976,169,80020,17,21.8
1976,169,80200,84,25.2
1976,169,80595,2,0.03
1976,169,81742,1309,288.1
1976,169,82510,148,13.6
1976,169,83020,,2.313
1976,169,98000,1,0.4
1976,169,98082,90,1.8
1976,169,99990,,40.234
1976,170,10210,38,1.315
1976,170,10220,2,1.361
1976,170,20040,9,0.136
1976,170,21315,4,0.136
1976,170,21371,3,0.907
1976,170,21388,10,1.134
1976,170,21405,1,0.045
1976,170,21725,150,2.268
1976,170,21735,823,4.354
1976,170,22200,1,0.091
1976,170,23041,1,0.045
1976,170,23055,20,0.499
1976,170,23804,6,0.091
1976,170,23807,15,0.408
1976,170,24189,3,2.268
1976,170,41201,240,4.1
1976,170,43000,592,19.5
1976,170,66045,31,0.091
1976,170,66050,1,0.045
1976,170,66530,1,0.045
1976,170,66601,5,0.091
1976,170,66611,16,0.136
1976,170,68580,1,0.045
1976,170,68781,30,4.99
1976,170,69061,14,0.18
1976,170,69086,28,4.058
1976,170,69120,72,5.217
1976,170,69316,1,0.01
1976,170,71753,2,0.227
1976,170,71772,16,1.406
1976,170,71882,3,0.318
1976,170,75285,70,2.449
1976,170,80020,3,3.6
1976,170,80200,62,18.6
1976,170,80540,1,0.01
1976,170,80595,3,0.02
1976,170,81742,1601,352.3
1976,170,82510,46,2.6
1976,170,98000,1,0.5
1976,170,98082,63,2.3
1976,170,99990,,35.652
1976,171,10210,23,1.814
1976,171,10220,1,0.68
1976,171,10285,6,0.907
1976,171,20040,3,0.091
1976,171,21110,2,0.091
1976,171,21368,1,0.136
1976,171,21371,1,0.544
1976,171,21388,3,0.454
1976,171,21405,2,0.045
1976,171,21725,205,3.175
1976,171,21735,986,9.526
1976,171,23055,53,0.771
1976,171,23804,1,0.045
1976,171,23807,57,0.907
1976,171,23809,1,0.227
1976,171,66045,1,0.045
1976,171,66601,3,0.091
1976,171,66611,9,0.045
1976,171,68781,24,4.536
1976,171,69061,60,1.05
1976,171,69086,10,0.966
1976,171,69120,500,33.671
1976,171,69322,5,4.491
1976,171,71753,3,0.635
1976,171,71772,6,0.59
1976,171,71882,3,0.181
1976,171,71884,55,4.899
1976,171,74080,3,0.136
1976,171,74985,10,0.363
1976,171,75285,59,2.177
1976,171,80020,20,15
1976,171,80200,18,6.8
1976,171,80540,2,0.02
1976,171,80595,4,0.1
1976,171,81742,1857,408.6
1976,171,82510,118,10.9
1976,171,98000,1,0.2
1976,171,98082,42,1
1976,171,99990,,24.176
1976,172,10210,51,2.177
1976,172,10220,6,2.676
1976,172,10285,7,0.59
1976,172,20040,1,0.045
1976,172,21110,2,0.091
1976,172,21371,11,1.134
1976,172,21376,4,0.907
1976,172,21377,12,2.177
1976,172,21388,5,0.68
1976,172,21725,5,0.227
1976,172,21735,665,18.371
1976,172,23055,12,0.59
1976,172,23809,10,0.59
1976,172,40500,32,27.2
1976,172,41201,1,0.01
1976,172,43000,15,1.8
1976,172,66045,1,0.045
1976,172,66530,12,0.045
1976,172,68781,5,0.862
1976,172,69061,50,0.9
1976,172,69086,30,3.14
1976,172,69090,10,1.208
1976,172,69120,420,21.836
1976,172,71772,4,0.363
1976,172,71835,2,0.045
1976,172,71882,2,0.045
1976,172,71884,24,2.223
1976,172,72743,1,0.045
1976,172,74983,1,0.045
1976,172,75285,5,0.227
1976,172,80020,5,3.2
1976,172,81742,563,123.9
1976,172,82510,15,0.8
1976,172,98000,1,4
1976,172,99990,,42.683
1976,173,10155,4,0.907
1976,173,10210,56,2.313
1976,173,10211,16,0.862
1976,173,10220,21,4.672
1976,173,10285,54,4.173
1976,173,20001,1,0.045
1976,173,21110,3,0.045
1976,173,21376,20,3.629
1976,173,21377,27,3.856
1976,173,21388,1,0.091
1976,173,21725,7,0.227
1976,173,21735,6026,48.761
1976,173,21753,1,0.045
1976,173,23055,155,2.631
1976,173,23807,2,0.091
1976,173,40500,87,73.5
1976,173,41201,1,0.01
1976,173,66530,25,0.318
1976,173,68781,3,0.544
1976,173,69090,13,1.256
1976,173,69120,79,3.816
1976,173,69322,1,0.318
1976,173,71835,6,0.091
1976,173,71884,38,1.86
1976,173,72759,28,0.181
1976,173,74985,1,0.045
1976,173,81742,11,2.5
1976,173,82510,1,0.01
1976,173,91000,1,0.01
1976,173,99990,,74.661
1976,176,10210,2,0.091
1976,176,10285,4,0.227
1976,176,21388,1,0.091
1976,176,21725,7,0.181
1976,176,21735,35,0.816
1976,176,23055,1,0.045
1976,176,23807,1,0.045
1976,176,24189,1,0.907
1976,177,10210,54,1.86
1976,177,10285,3,0.136
1976,177,20040,1,0.045
1976,177,21315,12,0.181
1976,177,21355,1,0.045
1976,177,21371,28,5.897
1976,177,21388,9,0.59
1976,177,21405,1,0.045
1976,177,21725,6,0.136
1976,177,21735,305,11.113
1976,177,23804,1,0.045
1976,177,23807,9,0.181
1976,177,41201,3,0.06
1976,177,43000,2751,90.8
1976,177,66050,1,0.045
1976,177,66601,338,2.041
1976,177,66611,7,0.181
1976,177,68580,1,0.045
1976,177,68781,44,1.996
1976,177,69061,1,0.015
1976,177,69086,1,0.29
1976,177,69120,32,2.952
1976,177,69316,1,0.01
1976,177,69322,6,5.443
1976,177,71772,6,0.635
1976,177,71882,6,0.454
1976,177,71884,19,3.674
1976,177,74080,3,0.181
1976,177,74985,3,0.091
1976,177,75285,23,0.635
1976,177,80020,6,5.4
1976,177,80200,7,2
1976,177,80590,1,0.2
1976,177,81742,889,195.7
1976,177,82510,39,3.6
1976,177,98000,1,0.3
1976,177,99990,,100.108
1976,178,10210,2,0.091
1976,178,10220,1,0.272
1976,178,10285,1,0.091
1976,178,21315,2,0.091
1976,178,21371,1,0.045
1976,178,21725,5,0.181
1976,178,21735,21,1.27
1976,178,43000,550,18.2
1976,178,66045,2,0.045
1976,178,66601,10,0.181
1976,178,66611,8,0.045
1976,178,68781,11,1.134
1976,178,69061,14,0.27
1976,178,69086,58,5.797
1976,178,69120,46,2.667
1976,178,69322,2,1.361
1976,178,71772,7,0.726
1976,178,71882,70,3.039
1976,178,71884,118,17.554
1976,178,75285,43,1.769
1976,178,80020,1,1.3
1976,178,80540,1,0.01
1976,178,81742,85,18.6
1976,178,82510,37,3.4
1976,178,98082,2,0.06
1976,178,99990,,24.812
1976,179,21314,1,0.045
1976,179,21315,2,0.091
1976,179,21388,5,0.544
1976,179,21735,46,0.59
1976,179,23055,7,0.181
1976,179,23807,2,0.136
1976,179,41201,2,0.04
1976,179,66045,1,0.045
1976,179,66050,1,0.045
1976,179,66601,1,0.045
1976,179,66611,6,0.045
1976,179,68781,10,1.134
1976,179,69061,3,0.045
1976,179,69086,12,1.618
1976,179,69120,16,1.208
1976,179,69322,2,1.678
1976,179,71882,2,0.227
1976,179,71884,28,7.756
1976,179,74983,2,0.045
1976,179,75285,13,0.091
1976,179,81742,206,45.4
1976,179,82510,32,0.9
1976,179,99990,,1.678
1976,180,10210,2,0.091
1976,180,10285,1,0.091
1976,180,21388,2,0.091
1976,180,21725,1,0.045
1976,180,21735,17,0.227
1976,180,23055,2,0.045
1976,180,68781,4,0.318
1976,180,69086,5,0.821
1976,180,69120,10,0.604
1976,180,71772,1,0.091
1976,180,81742,17,3.6
1976,180,82510,16,0.6
1976,180,99990,,0.998
1976,181,10285,1,0.091
1976,181,20040,1,0.045
1976,181,21388,1,0.091
1976,181,21725,1,0.045
1976,181,21735,11,0.499
1976,181,23055,4,0.091
1976,181,41201,1,0.02
1976,181,68781,3,0.272
1976,181,69086,4,0.483
1976,181,69120,4,0.58
1976,181,80020,1,0.7
1976,181,81742,74,16.3
1976,181,82510,14,0.4
1976,181,98000,1,0.04
1976,181,98082,2,0.07
1976,181,99990,,1.406
1976,182,10285,1,0.726
1976,182,21725,5,0.136
1976,182,21735,12,0.499
1976,182,23055,6,0.136
1976,182,23807,1,0.045
1976,182,24189,1,1.361
1976,182,66601,1,0.045
1976,182,66611,5,0.045
1976,182,68781,11,1.089
1976,182,69061,7,0.083
1976,182,69086,21,2.681
1976,182,69120,7,0.725
1976,182,69322,1,0.726
1976,182,71835,5,0.091
1976,182,71882,18,0.454
1976,182,71884,96,8.664
1976,182,72743,5,0.091
1976,182,74983,9,0.181
1976,182,75285,4,0.272
1976,182,80020,2,0.8
1976,182,81742,161,35.4
1976,182,82510,17,0.4
1976,182,99990,,1.633
1976,183,10210,35,0.907
1976,183,10220,1,0.227
1976,183,10285,5,0.59
1976,183,20001,1,0.045
1976,183,20061,1,0.045
1976,183,21315,7,0.181
1976,183,21355,1,0.045
1976,183,21371,8,1.361
1976,183,21388,2,0.136
1976,183,21725,3,0.136
1976,183,21735,125,1.996
1976,183,23055,1,0.045
1976,183,23807,1,0.045
1976,183,23809,1,0.091
1976,183,24189,2,1.089
1976,183,66050,1,0.045
1976,183,66530,7,0.045
1976,183,66601,22,0.408
1976,183,66611,9,0.045
1976,183,68781,18,2.449
1976,183,69120,15,1.57
1976,183,71772,23,0.953
1976,183,71884,172,12.292
1976,183,81742,68,15
1976,183,82510,6,0.2
1976,183,99990,,0.59
1976,184,10210,30,0.862
1976,184,10220,3,0.635
1976,184,10285,8,0.68
1976,184,20040,3,0.045
1976,184,20061,2,0.045
1976,184,21315,20,0.59
1976,184,21371,2,0.181
1976,184,21388,5,0.68
1976,184,21405,1,0.045
1976,184,21725,3,0.045
1976,184,21735,314,4.309
1976,184,23807,3,0.091
1976,184,24189,2,1.361
1976,184,41201,3,0.05
1976,184,43000,172,11.3
1976,184,66045,7,0.045
1976,184,66530,7,0.045
1976,184,66601,71,1.134
1976,184,66611,114,0.68
1976,184,68781,36,4.082
1976,184,69086,32,3.913
1976,184,69120,218,10.507
1976,184,69322,3,1.225
1976,184,71772,22,1.043
1976,184,71882,14,0.726
1976,184,71884,227,27.261
1976,184,74983,10,0.272
1976,184,74985,1,0.045
1976,184,75285,2,0.045
1976,184,80590,1,0.1
1976,184,80595,3,0.02
1976,184,81742,108,23.8
1976,184,82510,84,1.8
1976,184,99990,,16.375
1976,185,10155,1,0.091
1976,185,10210,78,1.95
1976,185,10211,1,0.045
1976,185,10220,3,1.361
1976,185,10285,99,1.95
1976,185,20040,1,0.045
1976,185,20061,1,0.045
1976,185,21315,10,0.227
1976,185,21371,15,1.588
1976,185,21376,2,0.907
1976,185,21388,4,0.181
1976,185,21725,4,0.045
1976,185,21735,17,1.134
1976,185,22200,1,0.045
1976,185,23804,1,0.045
1976,185,23807,4,0.136
1976,185,24189,1,0.68
1976,185,43000,550,18.2
1976,185,66045,2,0.045
1976,185,66530,2,0.045
1976,185,66601,1,0.045
1976,185,66611,75,0.68
1976,185,68781,19,3.629
1976,185,69090,28,2.053
1976,185,69120,126,8.285
1976,185,69322,5,4.082
1976,185,71772,6,0.227
1976,185,71835,6,0.181
1976,185,71882,22,1.089
1976,185,71884,410,35.471
1976,185,74985,1,0.045
1976,185,75285,70,3.402
1976,185,80590,1,0.3
1976,185,81742,638,140.3
1976,185,82510,125,2.5
1976,185,99990,,26.263
1976,186,10210,60,1.588
1976,186,10220,4,0.544
1976,186,10285,6,0.136
1976,186,20040,4,0.091
1976,186,21110,2,0.227
1976,186,21315,27,0.454
1976,186,21371,9,0.68
1976,186,21388,2,0.181
1976,186,21735,458,10.206
1976,186,21753,1,0.045
1976,186,22200,1,0.045
1976,186,23055,20,0.544
1976,186,23807,1,0.045
1976,186,43000,689,22.7
1976,186,66045,52,0.181
1976,186,66530,25,0.091
1976,186,66611,113,0.726
1976,186,68781,37,5.443
1976,186,69090,45,7.826
1976,186,69120,108,7.174
1976,186,69322,18,8.391
1976,186,71884,115,14.061
1976,186,75285,7,0.408
1976,186,80590,1,0.1
1976,186,81742,271,59.7
1976,186,82510,54,5
1976,186,99990,,31.343
1976,187,10210,9,0.499
1976,187,10220,6,1.588
1976,187,10285,26,0.726
1976,187,20040,4,0.091
1976,187,20061,1,0.045
1976,187,21315,3,0.227
1976,187,21371,1,0.454
1976,187,21376,2,0.68
1976,187,21725,3,0.091
1976,187,21735,14,1.588
1976,187,41201,13,0.3
1976,187,66050,1,0.045
1976,187,66601,14,0.227
1976,187,66611,16,0.136
1976,187,68781,21,1.769
1976,187,69061,6,0.105
1976,187,69086,3,0.362
1976,187,69090,4,0.58
1976,187,69120,17,1.087
1976,187,69322,4,2.268
1976,187,71772,3,0.318
1976,187,71882,6,0.318
1976,187,71884,57,6.214
1976,187,75285,12,0.771
1976,187,80590,1,0.1
1976,187,81742,526,115.8
1976,187,82510,35,1
1976,187,98082,10,0.2
1976,187,99990,,3.084
1976,188,10210,1,0.045
1976,188,10220,5,1.315
1976,188,10285,11,0.363
1976,188,20040,3,0.045
1976,188,21315,3,0.045
1976,188,21371,1,0.227
1976,188,21388,4,0.181
1976,188,21725,4,0.045
1976,188,21735,38,2.223
1976,188,23055,12,0.227
1976,188,23804,2,0.045
1976,188,41201,68,1.4
1976,188,66601,39,0.816
1976,188,66611,13,0.136
1976,188,68781,39,4.082
1976,188,69061,12,0.45
1976,188,69086,42,4.203
1976,188,69120,42,1.594
1976,188,69322,1,0.998
1976,188,71753,3,0.408
1976,188,71772,3,0.136
1976,188,71835,6,0.091
1976,188,71882,6,0.408
1976,188,71884,83,15.83
1976,188,72743,13,0.181
1976,188,74562,1,0.045
1976,188,74983,1,0.045
1976,188,74985,16,0.68
1976,188,75285,139,8.709
1976,188,81095,13,0.3
1976,188,81742,433,129.8
1976,188,82510,49,4.5
1976,188,98082,25,0.5
1976,188,99990,,17.282
1976,190,10220,2,0.907
1976,190,20040,2,0.045
1976,190,21371,1,0.136
1976,190,21388,1,0.091
1976,190,21405,1,0.045
1976,190,21725,12,0.227
1976,190,21735,45,1.406
1976,190,23055,15,0.363
1976,190,23807,2,0.091
1976,190,41201,3,0.05
1976,190,43000,2,0.1
1976,190,66601,2,0.045
1976,190,66611,13,0.091
1976,190,68781,16,1.588
1976,190,69061,8,0.096
1976,190,69086,248,20.986
1976,190,69120,28,1.353
1976,190,69322,3,1.361
1976,190,71580,4,0.045
1976,190,71772,8,0.68
1976,190,71835,4,0.045
1976,190,71882,35,1.678
1976,190,71884,82,12.292
1976,190,74983,2,0.045
1976,190,75285,2,0.136
1976,190,80200,1,0.5
1976,190,80595,3,0.02
1976,190,81742,70,15.4
1976,190,82510,98,2.8
1976,190,98082,20,0.2
1976,190,99990,,9.48
1976,192,20040,1,0.045
1976,192,21315,1,0.045
1976,192,21368,3,1.27
1976,192,21371,2,0.091
1976,192,21725,3,0.181
1976,192,43000,3,0.03
1976,192,66611,3,0.045
1976,192,68577,28,1
1976,192,68580,38,1.134
1976,192,69086,158,17.063
1976,192,71753,1,0.136
1976,192,71772,1,0.045
1976,192,71835,1,0.045
1976,192,71882,3,0.408
1976,192,71884,17,2.313
1976,192,72305,2,0.045
1976,192,72755,3,0.136
1976,192,75240,1,0.045
1976,192,75285,1,0.045
1976,192,80540,1,0.01
1976,192,80590,28,1.8
1976,192,80595,8,0.1
1976,192,81355,7,0.5
1976,192,82510,4,0.3
1976,192,91000,1,0.03
1976,192,98000,1,0.06
1976,192,98082,2,0.01
1976,192,98105,3,0.3
1976,192,98205,1,0.5
1976,192,99990,,6.078
1976,193,21368,2,0.454
1976,193,21725,11,0.454
1976,193,21740,1,0.045
1976,193,22200,1,0.045
1976,193,66611,4,0.045
1976,193,68577,18,0.8
1976,193,68580,17,0.363
1976,193,69086,8,0.952
1976,193,69323,1,0.136
1976,193,71884,2,0.227
1976,193,72802,1,0.045
1976,193,75285,1,0.045
1976,193,80200,1,0.7
1976,193,80540,1,0.01
1976,193,80590,88,3.1
1976,193,80595,10,0.1
1976,193,82510,1,0.1
1976,193,98000,2,0.1
1976,193,98205,6,1.4
1976,193,99990,,2.858
1976,194,20040,1,0.045
1976,194,21315,1,0.045
1976,194,21368,2,2.948
1976,194,21725,3,0.045
1976,194,22200,1,0.045
1976,194,43000,3,0.03
1976,194,66611,1,0.045
1976,194,68577,22,0.8
1976,194,68580,18,1.134
1976,194,69086,19,1.821
1976,194,69323,1,0.091
1976,194,71835,1,0.045
1976,194,71884,11,1.089
1976,194,74641,1,0.045
1976,194,80540,3,0.02
1976,194,80590,60,4.5
1976,194,80595,4,0.03
1976,194,81355,4,0.6
1976,194,82510,2,0.1
1976,194,98000,1,0.1
1976,194,99990,,1.542
1976,195,21315,12,0.408
1976,195,21335,2,0.091
1976,195,21368,13,12.202
1976,195,21377,1,0.272
1976,195,21725,14,0.59
1976,195,22200,1,0.045
1976,195,23041,1,0.045
1976,195,43000,1,0.01
1976,195,66611,1,0.045
1976,195,68577,3,0.1
1976,195,68580,18,0.59
1976,195,69086,8,0.604
1976,195,71884,4,0.408
1976,195,80540,2,0.02
1976,195,80590,27,0.7
1976,195,80595,2,0.02
1976,195,81355,2,0.2
1976,195,82510,1,0.02
1976,195,98000,6,0.2
1976,195,98105,1,0.1
1976,195,99990,,0.68
1976,196,21315,5,0.136
1976,196,21368,21,16.375
