# NMFS_1976_1991_Catch.csv,,,,
# Derived from NOAA Kodiak ,,,,
"# Expaned whole weight and count by year, Haul, and Species code ",,,,
#,,,,
#,,,,
#,,,,
Year,Haul,Spcode,Total_n,Weight_kg
1985,235,21315,18,0.363
1985,235,21368,12,0.454
1985,235,21371,47,46.266
1985,235,21720,7,11.793
1985,235,21725,24,0.363
1985,235,21735,2111,115.258
1985,235,21740,217,2.948
1985,235,22200,9,0.227
1985,235,23055,55,1.814
1985,235,23807,44,0.635
1985,235,24185,4,0.454
1985,235,40500,,1.814
1985,235,41201,284,4.173
1985,235,43000,41,3.311
1985,235,65000,,8.346
1985,235,66000,,1.134
1985,235,68560,2,0.091
1985,235,68577,3,0.136
1985,235,68580,63,1.588
1985,235,69061,9,0.227
1985,235,69086,156,17.69
1985,235,69120,335,38.918
1985,235,69322,12,17.01
1985,235,71884,5,0.635
1985,235,72805,5,0.227
1985,235,74311,5,0.227
1985,235,74562,9,0.227
1985,235,80020,7,5.897
1985,235,80200,23,9.525
1985,235,80546,2,0.045
1985,235,80590,5,1.134
1985,235,80594,314,6.35
1985,235,81095,4,0.136
1985,235,81742,144,21.092
1985,235,82510,15,1.134
1985,235,83000,,8.346
1985,235,83020,109,9.752
1985,235,98082,,11.657
1985,235,98310,23,5.806
1985,235,98311,5,0.227
1985,235,99994,,6.033
1985,236,10140,2,0.045
1985,236,10210,150,7.711
1985,236,10211,6,0.227
1985,236,10220,6,11.34
1985,236,10285,47,5.443
1985,236,20040,2,0.045
1985,236,21110,2,0.181
1985,236,21315,60,1.134
1985,236,21355,1,0.045
1985,236,21368,13,1.134
1985,236,21371,32,29.03
1985,236,21388,1,0.045
1985,236,21405,1,0.045
1985,236,21720,2,17.01
1985,236,21725,3,0.091
1985,236,21735,937,63.276
1985,236,21740,30,0.454
1985,236,21932,3,0.091
1985,236,22200,5,0.454
1985,236,23055,145,3.175
1985,236,24184,2,0.454
1985,236,40500,,0.454
1985,236,41201,295,3.765
1985,236,43000,44,0.272
1985,236,65000,,2.54
1985,236,66000,,2.041
1985,236,66045,,0.045
1985,236,66203,,0.091
1985,236,66530,,0.091
1985,236,66611,,1.542
1985,236,68577,19,0.862
1985,236,68578,21,0.454
1985,236,68580,149,1.588
1985,236,69061,33,0.998
1985,236,69086,17,1.27
1985,236,69120,333,28.486
1985,236,69322,1,0.68
1985,236,71001,,0.272
1985,236,71010,6,0.272
1985,236,71772,11,0.499
1985,236,74311,11,0.272
1985,236,74562,61,1.27
1985,236,80020,19,13.154
1985,236,80200,55,17.69
1985,236,80546,1,0.045
1985,236,80590,9,1.361
1985,236,80594,283,5.443
1985,236,81095,5,0.136
1985,236,81742,436,71.668
1985,236,82510,15,1.134
1985,236,83000,,2.54
1985,236,83020,170,10.433
1985,236,98082,,29.982
1985,236,98310,11,0.272
1985,236,98311,6,0.272
1985,236,99993,,0.499
1985,237,10140,2,0.227
1985,237,10210,209,14.787
1985,237,10211,2,0.091
1985,237,10220,21,23.224
1985,237,10285,42,6.849
1985,237,20322,2,4.763
1985,237,21110,2,0.862
1985,237,21315,56,1.588
1985,237,21355,5,0.318
1985,237,21368,5,0.635
1985,237,21371,40,34.791
1985,237,21725,2,0.091
1985,237,21735,2525,118.66
1985,237,21740,40,0.862
1985,237,21932,2,0.227
1985,237,22200,2,0.227
1985,237,23055,84,2.132
1985,237,23807,93,1.588
1985,237,23809,2,0.408
1985,237,24184,7,0.318
1985,237,24185,5,0.318
1985,237,40500,,1.678
1985,237,41201,56,1.043
1985,237,43000,16,0.091
1985,237,66000,,2.631
1985,237,66045,,0.045
1985,237,66203,,0.045
1985,237,66530,,0.045
1985,237,66548,,0.045
1985,237,66611,,0.862
1985,237,68577,2,0.091
1985,237,68578,5,0.227
1985,237,68580,28,0.227
1985,237,69061,79,1.588
1985,237,69090,2,0.091
1985,237,69120,51,3.175
1985,237,69322,2,2.268
1985,237,71001,,0.091
1985,237,74311,2,0.091
1985,237,74562,9,0.227
1985,237,75247,2,0.091
1985,237,75285,51,2.313
1985,237,80020,37,42.184
1985,237,80200,405,146.601
1985,237,80546,2,0.091
1985,237,80590,2,1.043
1985,237,80594,653,11.612
1985,237,81742,6480,476.68
1985,237,82510,7,0.726
1985,237,83020,205,14.107
1985,237,94000,7,0.091
1985,237,95000,,0.091
1985,237,98001,2,0.091
1985,237,98082,,6.441
1985,237,99993,,1.588
1985,237,99994,,2.631
1985,238,10120,2,19.686
1985,238,10210,277,12.383
1985,238,10220,5,3.084
1985,238,10285,73,11.34
1985,238,21110,27,2.041
1985,238,21315,236,6.169
1985,238,21355,5,0.227
1985,238,21371,9,11.34
1985,238,21720,5,20.638
1985,238,21735,3159,143.29
1985,238,21740,627,10.297
1985,238,21932,5,0.408
1985,238,23055,150,5.171
1985,238,23807,136,1.633
1985,238,40500,,1.225
1985,238,41201,23,0.408
1985,238,43000,5,0.227
1985,238,66000,,3.084
1985,238,66045,,0.045
1985,238,66203,,0.045
1985,238,66530,,0.045
1985,238,66611,,0.544
1985,238,68580,96,2.041
1985,238,69061,45,0.816
1985,238,69086,9,0.408
1985,238,69120,45,0.816
1985,238,69322,7,8.165
1985,238,71772,5,0.816
1985,238,74561,14,0.408
1985,238,75285,9,0.408
1985,238,80020,59,51.528
1985,238,80200,464,95.844
1985,238,80590,14,4.128
1985,238,80594,473,9.299
1985,238,81742,2336,295.833
1985,238,82510,14,1.225
1985,238,83020,105,9.299
1985,238,98000,,1.043
1985,238,99994,9,0.227
1985,239,10210,127,9.072
1985,239,10211,2,0.091
1985,239,10220,2,0.907
1985,239,10285,63,11.249
1985,239,20040,4,0.091
1985,239,21110,18,0.726
1985,239,21315,39,1.179
1985,239,21368,18,2.041
1985,239,21371,25,21.137
1985,239,21720,1,0.091
1985,239,21725,6,0.136
1985,239,21735,2044,75.16
1985,239,21740,193,2.404
1985,239,21932,12,0.816
1985,239,22200,6,0.907
1985,239,23055,157,2.948
1985,239,23807,46,0.953
1985,239,24184,1,0.045
1985,239,24185,1,0.227
1985,239,40500,,2.313
1985,239,41201,43,0.318
1985,239,43000,5,0.181
1985,239,66000,,1.814
1985,239,66045,,0.091
1985,239,66601,,0.091
1985,239,66611,,1.451
1985,239,68577,6,0.454
1985,239,68578,7,0.544
1985,239,68580,37,0.907
1985,239,69061,43,0.953
1985,239,69086,6,0.544
1985,239,69120,7,0.544
1985,239,69322,19,18.144
1985,239,71756,1,0.045
1985,239,71772,5,0.771
1985,239,74561,3,0.091
1985,239,74655,1,0.045
1985,239,75285,1,0.045
1985,239,80020,70,43.998
1985,239,80200,687,75.523
1985,239,80590,6,0.907
1985,239,80594,694,8.391
1985,239,81095,2,0.091
1985,239,81742,2730,141.521
1985,239,83020,105,10.206
1985,239,98001,1,0.045
1985,239,98082,,0.68
1985,239,98310,1,0.045
1985,239,99993,,0.045
1985,240,10120,1,18.008
1985,240,10210,70,2.631
1985,240,10211,19,0.68
1985,240,10285,30,2.948
1985,240,20001,2,0.045
1985,240,20040,9,0.227
1985,240,21110,31,3.357
1985,240,21314,12,0.998
1985,240,21315,71,1.497
1985,240,21334,13,0.227
1985,240,21355,6,0.227
1985,240,21368,67,3.992
1985,240,21371,15,7.439
1985,240,21388,29,1.588
1985,240,21397,1,0.136
1985,240,21405,1,0.045
1985,240,21423,9,0.272
1985,240,21725,59,0.68
1985,240,21735,3209,131.769
1985,240,21740,242,4.627
1985,240,21932,53,3.538
1985,240,22200,53,1.814
1985,240,23055,97,2.903
1985,240,23804,6,0.136
1985,240,23807,19,0.136
1985,240,23843,1,0.091
1985,240,24184,5,1.814
1985,240,24185,1,0.227
1985,240,41201,154,1.27
1985,240,43000,88,15.468
1985,240,50010,6,0.272
1985,240,65000,55,2.449
1985,240,66000,,6.123
1985,240,66045,,0.045
1985,240,66050,,0.272
1985,240,66203,,0.045
1985,240,66530,,0.045
1985,240,66601,,1.179
1985,240,66611,,0.181
1985,240,68510,6,0.136
1985,240,68577,109,7.756
1985,240,68578,89,5.942
1985,240,68580,109,1.588
1985,240,68781,53,6.35
1985,240,69061,242,3.266
1985,240,69086,11,0.771
1985,240,69322,22,8.618
1985,240,69323,2,0.907
1985,240,71001,,0.272
1985,240,71772,22,0.771
1985,240,72305,11,0.272
1985,240,80020,40,15.422
1985,240,80200,7,1.814
1985,240,80546,2,0.045
1985,240,80590,43,5.897
1985,240,80594,184,4.082
1985,240,81095,73,1.134
1985,240,81315,9,2.268
1985,240,81355,16,1.361
1985,240,81742,285,21.546
1985,240,82510,70,24.358
1985,240,83020,464,39.236
1985,240,85210,136,3.266
1985,240,95000,17,1.27
1985,240,97000,6,0.272
1985,240,98000,,8.482
1985,240,98082,,11.249
1985,240,98100,17,0.771
1985,240,98310,,18.733
1985,240,98311,17,0.499
1985,240,99993,,0.998
1985,241,10210,579,57.379
1985,241,10220,341,305.358
1985,241,10285,51,2.313
1985,241,21110,192,4.808
1985,241,21315,8,0.181
1985,241,21368,6,0.272
1985,241,21371,33,35.607
1985,241,21388,10,0.454
1985,241,21720,2,13.426
1985,241,21725,8,0.181
1985,241,21735,2772,105.959
1985,241,21740,122,2.313
1985,241,21932,2,0.181
1985,241,23055,339,2.132
1985,241,23807,180,2.767
1985,241,40500,,2.767
1985,241,41201,104,1.315
1985,241,43000,29,0.454
1985,241,65000,,19.142
1985,241,66000,,0.454
1985,241,66045,,0.045
1985,241,66530,,0.045
1985,241,66601,,0.045
1985,241,66611,,0.227
1985,241,68577,8,0.454
1985,241,68580,15,0.181
1985,241,69086,65,6.396
1985,241,69120,365,26.354
1985,241,69322,3,3.629
1985,241,71001,,1.315
1985,241,71884,18,2.948
1985,241,74311,29,0.454
1985,241,74562,347,5.534
1985,241,75285,37,2.585
1985,241,80020,18,13.426
1985,241,80200,126,62.006
1985,241,80594,494,6.486
1985,241,81095,8,0.363
1985,241,81742,2254,310.892
1985,241,82510,41,3.221
1985,241,83000,104,0.454
1985,241,83020,428,29.166
1985,241,85210,4,0.181
1985,241,98000,122,1.633
1985,241,98082,,32.749
1985,241,99993,,0.816
1985,241,99994,,18.325
1985,242,10140,1,0.045
1985,242,10210,229,16.556
1985,242,10211,4,0.181
1985,242,10220,13,14.969
1985,242,10285,43,6.35
1985,242,20061,1,0.045
1985,242,21110,56,1.588
1985,242,21314,13,0.363
1985,242,21355,2,0.091
1985,242,21368,9,0.68
1985,242,21371,52,40.143
1985,242,21388,2,0.181
1985,242,21397,1,0.363
1985,242,21720,2,12.474
1985,242,21725,12,0.136
1985,242,21735,1708,68.039
1985,242,21740,270,4.264
1985,242,21932,12,0.227
1985,242,23055,414,5.67
1985,242,23807,91,1.134
1985,242,40500,,1.814
1985,242,41201,97,1.406
1985,242,43000,215,2.994
1985,242,66000,,0.363
1985,242,66045,,0.045
1985,242,66548,,0.045
1985,242,66611,,0.272
1985,242,68577,6,0.181
1985,242,68580,28,0.454
1985,242,69061,72,1.86
1985,242,69086,92,4.853
1985,242,69090,10,0.227
1985,242,69120,725,38.691
1985,242,71001,,0.454
1985,242,71580,5,0.227
1985,242,71772,10,1.86
1985,242,72743,5,0.227
1985,242,72755,15,0.454
1985,242,74562,97,2.994
1985,242,75285,5,0.454
1985,242,80020,2,1.361
1985,242,80200,14,6.35
1985,242,80594,8,1.361
1985,242,81742,310,36.287
1985,242,82510,10,0.68
1985,242,83020,74,8.391
1985,242,98082,,31.751
1985,242,98100,5,0.68
1985,242,98310,20,2.994
1985,242,99994,,15.286
1985,243,10210,377,27.442
1985,243,10211,1,0.091
1985,243,10220,18,10.659
1985,243,10285,99,9.752
1985,243,20040,2,0.045
1985,243,21110,5,0.136
1985,243,21315,1,0.091
1985,243,21355,1,0.045
1985,243,21368,6,0.181
1985,243,21371,17,19.504
1985,243,21376,3,0.635
1985,243,21388,1,0.091
1985,243,21397,1,0.091
1985,243,21725,1,0.045
1985,243,21735,1083,31.751
1985,243,21740,1,0.045
1985,243,23055,186,2.495
1985,243,23805,34,0.907
1985,243,23807,20,0.363
1985,243,24184,16,0.544
1985,243,24185,1,0.045
1985,243,40500,,2.041
1985,243,41201,9,0.091
1985,243,43000,72,4.808
1985,243,62000,21,0.227
1985,243,66530,,0.045
1985,243,66548,,0.499
1985,243,66611,,0.181
1985,243,68580,8,0.181
1985,243,69086,4,0.227
1985,243,69090,5,0.318
1985,243,69120,64,5.443
1985,243,69322,1,0.68
1985,243,71001,,0.045
1985,243,71884,1,0.181
1985,243,74562,25,0.771
1985,243,80020,1,0.68
1985,243,80200,35,15.649
1985,243,80594,27,0.544
1985,243,81742,192,32.659
1985,243,82510,4,0.136
1985,243,83020,37,4.082
1985,243,98082,,1.406
1985,243,98310,2,0.227
1985,243,98311,1,0.091
1985,243,99993,1,0.045
1985,243,99994,,3.175
1985,244,10210,206,16.329
1985,244,10211,1,0.091
1985,244,10220,4,1.361
1985,244,10285,30,4.309
1985,244,20040,6,0.091
1985,244,21315,5,0.091
1985,244,21368,6,0.091
1985,244,21371,58,31.298
1985,244,21376,1,0.136
1985,244,21388,9,0.454
1985,244,21725,6,0.091
1985,244,21735,220,18.597
1985,244,21740,9,0.136
1985,244,22200,10,0.454
1985,244,23055,11,0.363
1985,244,23807,17,0.227
1985,244,23809,6,0.136
1985,244,24184,7,0.227
1985,244,24185,1,0.091
1985,244,40500,,0.907
1985,244,41201,29,0.408
1985,244,43000,127,3.493
1985,244,62000,1,0.045
1985,244,66000,,2.268
1985,244,66045,,0.045
1985,244,66530,,0.272
1985,244,66548,,1.315
1985,244,66611,,0.953
1985,244,68510,2,0.091
1985,244,68577,1,0.045
1985,244,68578,2,0.136
1985,244,68580,564,9.072
1985,244,69061,16,0.635
1985,244,69090,32,1.769
1985,244,69120,210,12.383
1985,244,69322,2,2.041
1985,244,71001,,0.181
1985,244,71535,2,0.091
1985,244,71772,4,0.318
1985,244,71882,4,0.408
1985,244,71884,48,3.81
1985,244,72805,2,0.091
1985,244,74311,2,0.091
1985,244,74562,34,0.408
1985,244,80200,6,1.814
1985,244,80594,8,0.136
1985,244,81742,237,50.349
1985,244,82510,19,0.454
1985,244,83020,76,2.722
1985,244,95000,4,0.181
1985,244,95060,4,0.181
1985,244,98082,,6.759
1985,244,98310,5,0.408
1985,244,99994,,2.495
1985,245,10210,136,8.618
1985,245,10211,1,0.091
1985,245,10220,4,2.041
1985,245,10285,36,5.67
1985,245,20040,2,0.045
1985,245,21110,5,0.363
1985,245,21371,40,36.061
1985,245,21388,6,0.454
1985,245,21725,15,0.227
1985,245,21735,1329,45.586
1985,245,21932,1,0.045
1985,245,23055,115,2.041
1985,245,23807,104,1.814
1985,245,23809,2,0.091
1985,245,24184,3,0.181
1985,245,24185,10,0.907
1985,245,40500,,0.907
1985,245,41201,48,0.454
1985,245,43000,,3.946
1985,245,66000,,0.454
1985,245,68510,2,0.091
1985,245,68577,2,0.091
1985,245,68580,36,0.454
1985,245,69061,15,0.272
1985,245,69090,38,2.177
1985,245,69120,156,10.569
1985,245,71001,,0.771
1985,245,71640,2,0.091
1985,245,71772,4,0.363
1985,245,71882,6,0.771
1985,245,71884,87,10.387
1985,245,72755,2,0.091
1985,245,74311,12,0.091
1985,245,74562,27,0.454
1985,245,80020,4,4.536
1985,245,80200,31,12.927
1985,245,80594,13,0.227
1985,245,81742,238,44.906
1985,245,82510,8,0.68
1985,245,83020,38,1.588
1985,245,98082,,5.08
1985,245,98310,6,0.454
1985,245,99993,,0.59
1985,245,99994,,3.039
1985,246,10210,90,7.257
1985,246,10220,2,1.134
1985,246,10285,15,0.59
1985,246,20040,2,0.091
1985,246,21110,7,0.363
1985,246,21315,4,0.318
1985,246,21371,45,31.298
1985,246,21388,5,0.544
1985,246,21725,59,0.816
1985,246,21735,97,3.856
1985,246,21740,32,0.454
1985,246,23055,59,1.361
1985,246,23807,15,1.451
1985,246,23809,7,0.544
1985,246,24185,2,0.181
1985,246,40500,,0.68
1985,246,41201,6,0.136
1985,246,43000,,1.814
1985,246,66000,,1.27
1985,246,66045,,0.726
1985,246,66530,,0.045
1985,246,66548,,0.045
1985,246,66611,,0.136
1985,246,68510,2,0.091
1985,246,68577,1,0.045
1985,246,68580,6,0.136
1985,246,69061,20,0.227
1985,246,69086,1,0.091
1985,246,69090,8,0.454
1985,246,69120,73,4.491
1985,246,69322,2,0.68
1985,246,71001,,0.091
1985,246,71010,1,0.045
1985,246,71772,1,0.408
1985,246,71884,6,0.907
1985,246,72805,1,0.045
1985,246,74080,3,0.544
1985,246,74311,17,0.045
1985,246,74562,32,0.68
1985,246,75285,13,0.59
1985,246,80020,26,27.442
1985,246,80200,8,3.402
1985,246,80594,5,0.136
1985,246,81742,,77.791
1985,246,82510,2,0.136
1985,246,83020,48,2.041
1985,246,98082,,4.763
1985,246,98100,1,0.045
1985,246,98310,1,0.045
1985,246,98311,3,0.816
1985,246,99993,,0.363
1985,246,99994,,0.59
1985,248,10210,151,9.525
1985,248,10211,1,0.136
1985,248,10220,6,3.402
1985,248,10285,10,1.361
1985,248,20040,4,0.091
1985,248,21110,2,0.544
1985,248,21315,1,0.045
1985,248,21355,1,0.045
1985,248,21368,4,0.544
1985,248,21371,8,6.804
1985,248,21388,8,0.544
1985,248,21725,29,0.272
1985,248,21735,411,16.329
1985,248,21740,30,0.59
1985,248,21932,1,0.045
1985,248,23055,64,1.406
1985,248,23807,18,0.544
1985,248,23809,2,0.499
1985,248,24184,5,0.363
1985,248,24185,9,1.27
1985,248,40500,,0.68
1985,248,41201,3,0.091
1985,248,43000,,0.544
1985,248,66000,,1.27
1985,248,68580,224,2.948
1985,248,68781,4,1.134
1985,248,69061,8,0.136
1985,248,69090,1,0.091
1985,248,69120,10,0.907
1985,248,69322,3,3.175
1985,248,71001,,0.045
1985,248,74562,6,0.136
1985,248,75242,1,0.045
1985,248,75247,1,0.045
1985,248,75285,12,0.318
1985,248,80020,11,4.99
1985,248,80200,47,15.876
1985,248,80590,1,0.136
1985,248,81742,8511,222.714
1985,248,82510,7,0.227
1985,248,83020,,9.072
1985,248,95000,1,0.136
1985,248,98000,,0.272
1985,248,99993,,0.363
1985,248,99994,,0.227
1985,249,10210,384,20.412
1985,249,10211,1,0.045
1985,249,10220,170,92.306
1985,249,10285,6,0.907
1985,249,20061,1,0.045
1985,249,21110,1,0.045
1985,249,21368,1,0.136
1985,249,21371,16,13.336
1985,249,21388,4,0.227
1985,249,21725,15,0.181
1985,249,21735,443,28.123
1985,249,21740,6,0.272
1985,249,21932,1,0.091
1985,249,22200,4,0.272
1985,249,23055,38,0.953
1985,249,23807,49,0.907
1985,249,23809,1,0.136
1985,249,24185,12,1.225
1985,249,40500,,0.907
1985,249,41201,8,0.318
1985,249,43000,,1.134
1985,249,66000,,1.814
1985,249,68580,85,1.134
1985,249,68781,2,0.68
1985,249,69061,48,0.907
1985,249,69090,6,0.454
1985,249,69120,59,5.08
1985,249,69322,5,2.268
1985,249,71001,,0.181
1985,249,71772,1,0.091
1985,249,74983,1,0.045
1985,249,75285,15,0.181
1985,249,80020,14,8.845
1985,249,80200,222,22.906
1985,249,81742,2388,225.662
1985,249,82510,2,0.181
1985,249,83020,7,0.454
1985,249,95000,,0.318
1985,249,98000,1,0.045
1985,249,99993,,0.091
1985,249,99994,,0.181
1985,250,10210,32,2.087
1985,250,10211,49,4.082
1985,250,10220,7,4.082
1985,250,10285,22,2.041
1985,250,20040,13,0.408
1985,250,21110,5,0.544
1985,250,21314,19,0.907
1985,250,21368,6,0.907
1985,250,21371,5,0.907
1985,250,21388,22,1.361
1985,250,21725,68,1.134
1985,250,21735,587,19.958
1985,250,22200,7,0.454
1985,250,23809,2,0.363
1985,250,24189,2,0.318
1985,250,40500,,1.588
1985,250,41201,5,0.181
1985,250,43000,4,0.68
1985,250,66045,,0.045
1985,250,66548,,0.045
1985,250,68781,87,13.608
1985,250,69061,8,0.318
1985,250,69090,7,1.134
1985,250,69322,4,4.082
1985,250,72805,1,0.045
1985,250,75111,1,0.408
1985,250,80020,6,2.268
1985,250,80200,10,1.361
1985,250,80546,3,0.318
1985,250,81742,1868,117.707
1985,250,82510,2,0.318
1985,250,83020,6,0.227
1985,250,91000,,0.68
1985,250,95000,,0.318
1985,250,98000,5,0.68
1985,250,99993,,0.272
1985,251,10210,168,5.443
1985,251,10211,8,0.544
1985,251,10220,2,0.68
1985,251,10285,42,2.948
1985,251,20040,47,0.998
1985,251,21110,31,2.041
1985,251,21314,49,2.132
1985,251,21315,67,2.132
1985,251,21371,64,1.406
1985,251,21388,39,2.495
1985,251,21397,1,0.181
1985,251,21405,1,0.045
1985,251,21725,90,1.542
1985,251,21735,1196,30.391
1985,251,21740,50,1.134
1985,251,21932,4,0.136
1985,251,22200,25,1.588
1985,251,23055,96,1.724
1985,251,23807,7,0.091
1985,251,23809,4,0.181
1985,251,24189,8,0.318
1985,251,40500,,2.268
1985,251,41201,5,0.136
1985,251,43000,9,0.408
1985,251,66000,,1.089
1985,251,68580,13,0.227
1985,251,68781,85,10.886
1985,251,69061,40,0.68
1985,251,69090,8,0.68
1985,251,69322,5,2.948
1985,251,71001,,0.045
1985,251,71010,10,0.091
1985,251,75285,5,0.091
1985,251,75335,1,0.136
1985,251,80020,13,4.763
1985,251,80200,54,8.165
1985,251,80546,4,0.091
1985,251,80594,1,0.045
1985,251,81742,3488,125.418
1985,251,83020,2,0.272
1985,251,91000,,0.181
1985,251,94000,2,0.045
1985,251,95000,11,0.181
1985,251,95030,,0.091
1985,251,98000,8,0.771
1985,251,99993,,0.045
1985,252,10210,376,13.608
1985,252,10211,38,2.722
1985,252,10220,8,3.856
1985,252,10285,55,2.495
1985,252,20001,1,0.045
1985,252,20040,140,2.268
1985,252,20061,1,0.045
1985,252,21110,115,2.041
1985,252,21314,357,5.126
1985,252,21315,124,2.54
1985,252,21355,7,0.227
1985,252,21368,50,3.856
1985,252,21371,71,2.858
1985,252,21388,121,7.711
1985,252,21405,5,0.091
1985,252,21423,5,0.363
1985,252,21725,142,3.175
1985,252,21735,631,19.731
1985,252,21932,5,0.181
1985,252,22200,47,2.041
1985,252,23055,136,2.041
1985,252,23807,15,0.454
1985,252,23809,4,0.363
1985,252,24187,25,0.544
1985,252,40500,,0.454
1985,252,41201,9,0.227
1985,252,43000,2,0.091
1985,252,65000,2,0.181
1985,252,66000,,7.031
1985,252,66045,,1.315
1985,252,66530,,1.179
1985,252,66548,,3.992
1985,252,66611,,1.361
1985,252,68510,1,0.045
1985,252,68781,333,24.494
1985,252,69061,8,0.227
1985,252,69090,24,3.039
1985,252,69120,3,0.181
1985,252,69322,3,0.454
1985,252,71001,,0.091
1985,252,71772,2,0.136
1985,252,71884,4,0.771
1985,252,72800,1,0.045
1985,252,74985,1,0.045
1985,252,75285,3,0.136
1985,252,80020,26,9.299
1985,252,80200,23,4.763
1985,252,80546,6,0.181
1985,252,80590,1,0.136
1985,252,80594,4,0.136
1985,252,81742,7466,303.907
1985,252,82510,36,2.041
1985,252,83020,,0.181
1985,252,91000,,1.588
1985,252,94500,1,0.091
1985,252,95000,,0.544
1985,252,95030,,0.227
1985,252,98000,12,1.588
1985,252,99993,,0.771
1985,252,99994,,0.181
1985,253,10210,446,23.224
1985,253,10211,7,0.862
1985,253,10220,33,12.655
1985,253,10285,9,0.408
1985,253,20040,40,0.862
1985,253,20061,2,0.227
1985,253,21110,9,0.544
1985,253,21314,63,2.722
1985,253,21315,7,0.318
1985,253,21355,5,0.227
1985,253,21368,14,2.132
1985,253,21371,23,1.361
1985,253,21388,56,3.674
1985,253,21725,47,1.678
1985,253,21735,749,48.534
1985,253,21740,5,0.091
1985,253,21932,12,0.862
1985,253,23055,7,0.227
1985,253,23807,44,1.043
1985,253,24187,2,0.227
1985,253,40500,,0.227
1985,253,41201,7,0.408
1985,253,43000,242,17.509
1985,253,66000,,1.905
1985,253,68781,84,8.981
1985,253,69061,5,0.227
1985,253,69090,23,2.223
1985,253,69120,2,0.726
1985,253,69322,2,0.045
1985,253,71010,2,0.091
1985,253,74641,2,0.091
1985,253,75285,2,0.091
1985,253,80020,19,8.981
1985,253,80200,72,16.329
1985,253,81095,77,1.588
1985,253,81742,4041,256.28
1985,253,82510,12,0.726
1985,253,83020,5,0.227
1985,253,95000,5,0.091
1985,253,98000,,9.163
1985,253,99993,,3.357
1985,253,99994,,1.27
1985,254,10140,1,0.091
1985,254,10210,165,6.35
1985,254,10211,2,0.091
1985,254,10220,14,4.309
1985,254,10285,33,1.134
1985,254,20040,6,0.136
1985,254,20061,4,0.181
1985,254,21110,416,47.174
1985,254,21314,29,0.998
1985,254,21315,1,0.091
1985,254,21355,1,0.045
1985,254,21368,16,0.771
1985,254,21371,11,1.497
1985,254,21388,42,2.631
1985,254,21725,81,1.179
1985,254,21735,456,29.03
1985,254,22200,2,0.181
1985,254,23055,206,2.041
1985,254,23807,50,0.998
1985,254,40500,,1.361
1985,254,43000,47,2.404
1985,254,66045,,0.091
1985,254,66530,,0.045
1985,254,66548,,0.091
1985,254,66611,,0.227
1985,254,68781,25,4.536
1985,254,69090,93,7.983
1985,254,69120,90,9.798
1985,254,69316,3,0.136
1985,254,71001,,0.318
1985,254,71882,3,0.454
1985,254,71884,43,8.301
1985,254,80020,13,6.577
1985,254,80200,29,4.536
1985,254,81095,7,0.091
1985,254,81742,2394,111.584
1985,254,82510,254,6.577
1985,254,98000,,1.361
1985,254,99993,,2.268
1985,254,99994,,6.804
1985,255,10210,564,17.826
1985,255,10211,2,0.091
1985,255,10220,17,9.707
1985,255,10285,74,3.583
1985,255,20040,31,0.544
1985,255,21110,98,7.031
1985,255,21314,169,3.221
1985,255,21368,2,0.544
1985,255,21371,36,3.221
1985,255,21388,43,3.13
1985,255,21725,117,2.177
1985,255,21735,2370,79.878
1985,255,21932,10,0.318
1985,255,23055,202,4.309
1985,255,23804,7,0.091
1985,255,23807,43,1.089
1985,255,41201,19,0.227
1985,255,43000,7,0.318
1985,255,65000,,2.585
1985,255,66000,,1.633
1985,255,68580,1,0.045
1985,255,68781,98,5.942
1985,255,69061,19,0.635
1985,255,69090,24,3.13
1985,255,69120,167,16.828
1985,255,69316,2,0.091
1985,255,69322,2,0.045
1985,255,71001,,0.318
1985,255,71772,19,1.724
1985,255,80020,21,16.193
1985,255,80200,19,5.398
1985,255,81742,3101,106.322
1985,255,82510,131,4.853
1985,255,91000,,0.318
1985,255,95000,,0.544
1985,255,98000,45,2.585
1985,255,99993,,6.895
1985,255,99994,,18.915
1985,256,10210,346,10.75
1985,256,10220,9,6.759
1985,256,10285,68,3.175
1985,256,20040,26,0.318
1985,256,20061,2,0.091
1985,256,20202,2,0.091
1985,256,21110,44,1.134
1985,256,21314,247,4.354
1985,256,21315,5,0.408
1985,256,21355,7,0.181
1985,256,21368,56,3.084
1985,256,21371,16,0.635
1985,256,21376,2,0.181
1985,256,21388,49,3.266
1985,256,21405,2,0.091
1985,256,21725,242,3.992
1985,256,21735,698,42.547
1985,256,21932,12,0.635
1985,256,22200,2,0.181
1985,256,23055,314,3.583
1985,256,23807,44,0.408
1985,256,40500,,0.816
1985,256,41201,37,0.499
1985,256,43000,,3.266
1985,256,65000,,1.179
1985,256,66000,,2.404
1985,256,66530,,0.544
1985,256,66548,,0.363
1985,256,66611,,0.771
1985,256,68577,2,0.181
1985,256,68781,25,3.81
1985,256,69061,11,0.227
1985,256,69090,18,2.54
1985,256,69120,26,3.084
1985,256,69316,4,0.091
1985,256,69322,9,3.629
1985,256,71001,,0.318
1985,256,71772,14,1.769
1985,256,71882,7,1.179
1985,256,71884,21,3.674
1985,256,72800,7,0.091
1985,256,74417,2,0.091
1985,256,74641,2,0.091
1985,256,74985,4,0.181
1985,256,75285,28,0.726
1985,256,80020,26,35.017
1985,256,80200,37,11.158
1985,256,80590,2,0.816
